accession	plsdb_mpf_type	replicons	n_cds	dual_system	dual_system_both_tierA	family_call_mode	mpft_admitted	mpft_VirB1	mpft_VirB2	mpft_VirB3	mpft_VirB4	mpft_VirB4b	mpft_VirB5	mpft_VirB6	mpft_VirB7	mpft_VirB8	mpft_VirB9	mpft_VirB10	mpft_VirB11	mpft_VirD4	mpft_TraN	mpft_tier	mpft_core_completeness_ga	mpft_architecture	mpft_slot_ready__virb5_virb6	mpft_fused_virB3_virB4	mpft_virB7_status	mpft_n_gap_genes_le10kb	mpft_carries_novel84	mpff_admitted	mpff_TraU	mpff_TraH	mpff_TraF	mpff_TraC_F_IV	mpff_TraG_N	mpff_TrbI	mpff_P-loop_TraG	mpff_TraE	mpff_TrbC_Ftype	mpff_F_T4SS_TraN	mpff_TrwB_AAD_bind	mpff_TraV	mpff_TraG-D_C	mpff_tier	mpff_core_completeness_fspecific	mpff_layout	mpff_anchor_span_bp	mpff_slot_ready__traG	mpff_traN_present	mpff_slot_occupant
NZ_MT559986.1	MPF_F	IncC	195	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	99;75542;76549;+;332.9	185;150691;152124;+;339.2	184;149661;150689;+;221.7	94;70343;72790;+;354.2	186;152137;155751;+;375.3	85;57032;58348;+;135.0	94;70343;72790;+;128.6	83;55508;56134;+;92.1	97;73612;74877;+;67.6	100;76665;79460;+;145.3	74;49833;51698;+;47.4	86;58345;58923;+;100.2	74;49833;51698;+;52.0	A	9/9	split_2	102304	0	1	
NZ_MT559987.1	MPF_F	IncC	110	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1		97;78542;79975;+;339.2	96;77512;78540;+;221.7	75;56875;59322;+;354.2	98;79988;81619;+;378.8	66;43564;44880;+;135.0	75;56875;59322;+;128.6					67;44877;45455;+;100.2		D	5/9	split_2	36424	1	0	81671..81997+;108;unnamed;0
NZ_MT559988.1	MPF_F	IncC	179	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	98;75545;76552;+;332.9	169;136527;137960;+;339.2	168;135497;136525;+;221.7	93;70346;72793;+;354.2	170;137973;141587;+;375.3		93;70346;72793;+;128.6		96;73615;74880;+;67.6	99;76668;79463;+;145.3	9;5133;6998;-;47.4		9;5133;6998;-;52.0	C	7/9	split_3	132840	0	1	
NZ_MT559989.1	MPF_F	IncC	268	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	159;112971;113978;-;332.9	258;204415;205848;+;339.2	257;203385;204413;+;221.7	164;116730;119177;-;354.2	259;205861;209475;+;375.3	175;131172;132488;-;135.0	164;116730;119177;-;128.6	177;133386;134012;-;92.1	161;114643;115908;-;67.6	158;110060;112855;-;145.3	186;137822;139687;-;47.4	174;130597;131175;-;100.2	186;137822;139687;-;52.0	A	9/9	split_2	95801	0	1	
NZ_MT559991.1	MPF_F	IncC	192	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	101;76614;77621;+;332.9	182;147749;149182;+;339.2	181;146719;147747;+;221.7	96;71415;73862;+;354.2	183;149195;152809;+;375.3	85;57032;58348;+;135.0	96;71415;73862;+;128.6	83;55508;56134;+;92.1	99;74684;75949;+;67.6	102;77737;80532;+;145.3	74;49833;51698;+;47.4	86;58345;58923;+;100.2	74;49833;51698;+;52.0	A	9/9	split_2	99362	0	1	
NZ_MT559992.1	MPF_F	IncC	172	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1		162;126989;128422;+;339.2	161;125959;126987;+;221.7	132;99231;101150;+;355.4	163;128435;132049;+;375.3	127;90359;91675;+;135.0	132;99231;101150;+;71.0	125;88835;89461;+;92.7			116;83160;85025;+;47.3	128;91672;92250;+;100.2	116;83160;85025;+;52.0	C	6/9	split_2	45275	0	0	
NZ_MT559994.1	MPF_F	IncC	202	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	97;75086;76093;+;332.9	192;156339;157772;+;339.2	191;155309;156337;+;221.7	92;69887;72334;+;354.2	193;157785;161399;+;375.3	83;56576;57892;+;135.0	92;69887;72334;+;128.6	81;55052;55678;+;92.1	95;73156;74421;+;67.6	101;79418;80317;+;96.3	72;49377;51242;+;47.4	84;57889;58467;+;100.2	72;49377;51242;+;52.0	A	9/9	split_2	108408	0	1	
NZ_MT559997.1	MPF_F	IncC	202	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	96;75086;76093;+;332.9	192;157479;158912;+;339.2	191;156449;157477;+;221.7	91;69887;72334;+;354.2	193;158925;162539;+;375.3	82;56576;57892;+;135.0	91;69887;72334;+;128.6	80;55052;55678;+;92.1	94;73156;74421;+;67.6	97;76209;79004;+;145.3	71;49377;51242;+;47.4	83;57889;58467;+;100.2	71;49377;51242;+;52.0	A	9/9	split_2	109548	0	1	
NZ_MT559999.1	MPF_F	IncC	144	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1		134;106535;107968;+;339.2	133;105505;106533;+;221.7	94;70343;71230;+;226.5	135;107981;111595;+;375.3	85;57032;58348;+;135.0		83;55508;56134;+;92.1			74;49833;51698;+;47.4	86;58345;58923;+;100.2	74;49833;51698;+;52.0	C	6/9	split_2	58148	0	0	
NZ_MT560000.1	MPF_F	IncC	148	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1		138;114697;116130;+;339.2	137;113667;114695;+;221.7	98;78505;79392;+;226.5	139;116143;119757;+;375.3	89;65194;66510;+;135.0		87;63670;64296;+;92.1			78;57995;59860;+;47.4	90;66507;67085;+;100.2	78;57995;59860;+;52.0	C	6/9	split_2	58148	0	0	
NZ_MT560001.1	MPF_F	IncC	230	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	110;86128;87135;+;332.9	220;183704;185137;+;339.2	219;182674;183702;+;221.7	105;80929;83376;+;354.2	221;185150;188764;+;375.3	46;27255;28415;+;156.3	105;80929;83376;+;128.6	95;69346;69972;+;92.1	108;84198;85463;+;67.6	111;87251;90046;+;145.3	86;63671;65536;+;47.4	98;72183;72761;+;100.2	86;63671;65536;+;52.0	A	9/9	split_3	157895	0	1	
NZ_MT560002.1	MPF_F	IncC	186	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	99;75542;76549;+;332.9	176;143275;144708;+;339.2	175;142245;143273;+;221.7	94;70343;72790;+;354.2	177;144721;148335;+;375.3	85;57032;58348;+;135.0	94;70343;72790;+;128.6	83;55508;56134;+;92.1	97;73612;74877;+;67.6	100;76665;79460;+;145.3	74;49833;51698;+;47.4	86;58345;58923;+;100.2	74;49833;51698;+;52.0	A	9/9	split_2	94888	0	1	
NZ_MT560003.1	MPF_F	IncC	176	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	66;49290;50297;-;332.9	166;137261;138694;+;339.2	165;136231;137259;+;221.7	71;53049;55496;-;354.2	167;138707;142321;+;375.3	80;67491;68807;-;135.0	71;53049;55496;-;128.6	82;69705;70331;-;92.1	68;50962;52227;-;67.6	65;46274;49174;-;145.1	91;74141;76006;-;47.4	79;66916;67494;-;100.2	91;74141;76006;-;52.0	A	9/9	split_2	92433	0	1	
NZ_MT560062.1	MPF_F	repB(R1701)	133	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	77;65471;66460;-;366.0	67;59267;59980;-;208.7	71;61182;61934;-;230.7	81;67903;70542;-;258.5		89;73801;75225;-;89.2	81;67903;70542;-;88.7	91;75952;76518;-;169.3	76;64820;65458;-;67.0	75;62806;64761;-;259.7		88;73103;73687;-;55.4		B	8/9	contiguous	16685	0	1	
NZ_MT560064.1	MPF_F	IncHI2;IncHI2A	332	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	28;31209;32267;+;276.9	172;159777;161192;-;194.1	173;161182;162228;-;173.7	11;8955;11636;+;168.0	171;155818;159768;-;101.6	7;5270;6625;+;80.7	11;8955;11636;+;72.2	4;2758;3546;+;74.8	26;29556;31067;+;62.7	29;32286;35474;+;58.3	179;169269;171353;+;56.7	10;7996;8946;+;46.4	179;169269;171353;+;38.8	A	9/9	split_3	166511	0	1	
NZ_MT560072.1	MPF_F	IncFIB(K);IncFII(K)	220	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	164;166525;167517;-;366.6	154;159704;161074;-;381.2	158;162276;163028;-;232.4	167;168543;171182;-;258.7	153;156855;159704;-;344.2	176;174997;176421;-;89.2	167;168543;171182;-;88.8	178;177148;177714;-;167.0	163;165874;166512;-;67.0	162;163871;165877;-;259.0	149;152057;154369;-;392.7	174;173816;174385;-;49.7	149;152057;154369;-;66.5	A	9/9	contiguous	25091	1	1	156294..156842-;182;unnamed;0
NZ_MT560074.1	MPF_T	IncX3	54	0	0	GA	1	25;21198;21842;-;46.4	24;20924;21214;-;73.1	23;18146;20899;-;47.0	23;18146;20899;-;145.4	23;18146;20899;-;73.3	22;17366;18136;-;60.1	20;16032;17087;-;133.2		19;15109;15837;-;119.4	18;14174;15103;-;138.8	17;12963;14177;-;128.3	15;11733;12767;-;65.7	14;9895;11730;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT560075.1	MPF_F	IncFIB(pQil);IncFII(K)	135	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	78;74604;75596;-;366.6	68;67783;69153;-;381.2	72;70355;71107;-;232.4	81;76622;79261;-;258.7	67;64934;67783;-;344.2	90;83076;84500;-;89.2	81;76622;79261;-;88.8	92;85227;85817;-;164.5	77;73953;74591;-;67.0	76;71950;73956;-;259.0	63;60808;63120;-;393.1	88;81895;82464;-;49.7	63;60808;63120;-;66.6	A	9/9	contiguous	24419	1	1	64401..64931-;176;unnamed;0
NZ_MT560076.1	MPF_T	IncX3	55	0	0	GA	1	25;21198;21842;-;46.4	24;20924;21214;-;73.1	23;18146;20899;-;47.0	23;18146;20899;-;145.4	23;18146;20899;-;73.3	22;17366;18136;-;60.1	20;16032;17087;-;133.2		19;15109;15837;-;119.4	18;14174;15103;-;138.8	17;12963;14177;-;128.3	15;11733;12767;-;65.7	14;9895;11730;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT560078.1	MPF_F	IncFIB(pQil);IncFII(K)	136	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	82;76146;77135;-;366.0	71;69232;70599;-;380.7	75;71857;72609;-;233.7	86;78578;81217;-;258.5	70;66383;69232;-;345.6	94;84474;85898;-;88.8	86;78578;81217;-;88.7	96;86625;87191;-;169.3	81;75495;76133;-;67.0	79;73481;75001;-;260.5	66;61585;63897;-;392.7	93;83776;84360;-;55.4	66;61585;63897;-;66.5	A	9/9	contiguous	25040	1	1	65822..66370-;182;unnamed;0
NZ_MT586601.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	256	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	169;157719;159134;-;201.7	170;159124;160170;-;171.3	255;228384;231065;+;160.9	168;153721;157710;-;103.1	251;224678;226036;+;84.0	255;228384;231065;+;76.5	248;222226;223011;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	176;167105;169189;+;50.2	254;227425;228375;+;45.2	176;167105;169189;+;36.5	A	9/9	split_3	213932	0	1	
NZ_MT586602.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	264	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	176;163268;164683;-;201.7	177;164673;165719;-;171.3	263;235246;237927;+;160.9	175;159270;163259;-;103.1	259;231540;232898;+;84.0	263;235246;237927;+;76.5	256;229088;229873;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	183;172654;174738;+;50.2	262;234287;235237;+;45.2	183;172654;174738;+;36.5	A	9/9	split_3	220794	0	1	
NZ_MT586603.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	265	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	177;165665;167080;-;201.7	178;167070;168116;-;171.3	264;237644;240325;+;160.9	176;161667;165656;-;103.1	260;233938;235296;+;84.0	264;237644;240325;+;76.5	257;231486;232271;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	184;175051;177135;+;50.2	263;236685;237635;+;45.2	184;175051;177135;+;36.5	A	9/9	split_3	223192	0	1	
NZ_MT586604.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	239	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	147;132558;133973;-;201.7	148;133963;135009;-;171.3	238;207122;209803;+;160.9	146;128560;132549;-;103.1	234;203416;204774;+;84.0	238;207122;209803;+;76.5	231;200964;201749;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	154;141944;144028;+;50.2	237;206163;207113;+;45.2	154;141944;144028;+;36.5	A	9/9	split_3	192670	0	1	
NZ_MT586605.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	265	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	175;163573;164988;-;201.7	176;164978;166024;-;171.3	264;236786;239467;+;160.9	174;159575;163564;-;103.1	260;233080;234438;+;84.0	264;236786;239467;+;76.5	257;230628;231413;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	182;172959;175043;+;50.2	263;235827;236777;+;45.2	182;172959;175043;+;36.5	A	9/9	split_3	222334	0	1	
NZ_MT586606.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	267	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	176;164823;166238;-;201.7	177;166228;167274;-;171.3	266;239107;241788;+;160.9	175;160825;164814;-;103.1	262;235401;236759;+;84.0	266;239107;241788;+;76.5	259;232949;233734;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	183;174209;176293;+;50.2	265;238148;239098;+;45.2	183;174209;176293;+;36.5	A	9/9	split_3	224655	1	1	159901..160605-;234;unnamed;0
NZ_MT586607.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	267	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	176;164822;166237;-;201.7	177;166227;167273;-;171.3	266;239093;241774;+;160.9	175;160824;164813;-;103.1	262;235387;236745;+;84.0	266;239093;241774;+;76.5	259;232935;233720;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	183;174208;176292;+;50.2	265;238134;239084;+;45.2	183;174208;176292;+;36.5	A	9/9	split_3	224641	1	1	159900..160604-;234;unnamed;0
NZ_MT586608.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	261	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16121;17173;+;277.6	173;162253;163668;-;201.7	174;163658;164704;-;171.3	260;234244;236925;+;160.9	172;158255;162244;-;103.1	256;230538;231896;+;84.0	260;234244;236925;+;76.5	253;228086;228871;+;68.7	14;14468;15976;+;65.6	17;17196;20372;+;58.9	180;171639;173723;+;50.2	259;233285;234235;+;45.2	180;171639;173723;+;36.5	A	9/9	split_3	219776	0	1	
NZ_MT586609.1	MPF_F	IncFIA(HI1);IncHI1A;IncHI1B(R27);IncQ1	267	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;16105;17157;+;277.6	176;164823;166238;-;201.7	177;166228;167274;-;171.3	266;239107;241788;+;160.9	175;160825;164814;-;103.1	262;235401;236759;+;84.0	266;239107;241788;+;76.5	259;232949;233734;+;68.7	14;14452;15960;+;65.6	17;17180;20356;+;58.9	183;174209;176293;+;50.2	265;238148;239098;+;45.2	183;174209;176293;+;36.5	A	9/9	split_3	224655	1	1	159901..160605-;234;unnamed;0
NZ_MT587865.1	MPF_F	IncFII	87	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	44;35665;36657;+;369.3	53;41719;43092;+;381.0	48;39356;40129;+;234.0	41;32026;34656;+;303.5	54;43089;45914;+;386.0	34;27321;28748;+;94.3	41;32026;34656;+;98.5	32;26040;26606;+;183.8	45;36666;37304;+;68.7	46;37301;39109;+;268.0	57;47418;49616;+;391.7	38;29876;30391;+;78.6	57;47418;49616;+;70.3	A	9/9	contiguous	21378	1	1	45911..46420+;169;unnamed;0
NZ_MT604108.1	MPF_F	IncHI2;IncHI2A;IncQ1	294	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	27;31207;32265;+;276.9	207;195439;196854;-;194.1	208;196844;197890;-;172.5	11;8955;11636;+;168.0	206;191480;195430;-;101.6	7;5270;6625;+;80.7	11;8955;11636;+;72.2	4;2758;3546;+;74.8	25;29554;31065;+;62.0	28;32284;35472;+;57.3	215;204930;207014;+;56.8	10;7996;8946;+;46.1	215;204930;207014;+;38.8	A	9/9	split_3	202172	1	1	190010..191299-;429;unnamed;0
NZ_MT621561.1	MPF_T	IncX3	57	0	0	GA	1	30;28364;29008;-;46.4	29;28090;28380;-;73.1	28;25312;28065;-;47.0	28;25312;28065;-;142.4	28;25312;28065;-;73.3	27;24532;25302;-;60.1	25;23198;24253;-;133.2		24;22275;23003;-;119.4	23;21340;22269;-;138.8	22;20129;21343;-;128.3	20;18899;19933;-;65.7	19;17061;18896;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621562.1	MPF_T	IncX3	58	0	0	GA	1	24;14991;15635;+;46.4	25;15619;15909;+;73.1	26;15934;18687;+;47.0	26;15934;18687;+;142.4	26;15934;18687;+;73.3	27;18697;19467;+;60.1	29;19746;20801;+;133.2		30;20996;21724;+;119.4	31;21730;22659;+;138.8	32;22656;23870;+;128.3	34;24066;25100;+;65.7	35;25103;26938;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621563.1	MPF_T	IncX3	58	0	0	GA	1	23;14374;15018;+;46.4	24;15002;15292;+;73.1	25;15317;18070;+;47.0	25;15317;18070;+;142.4	25;15317;18070;+;73.3	26;18080;18850;+;60.1	28;19129;20184;+;133.2		29;20379;21107;+;119.4	30;21113;22042;+;138.8	31;22039;23253;+;128.3	33;23449;24483;+;65.7	34;24486;26321;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621564.1	MPF_T	IncX3	57	0	0	GA	1	24;15033;15677;+;46.4	25;15661;15951;+;73.1	26;15976;18729;+;47.0	26;15976;18729;+;142.4	26;15976;18729;+;73.3	27;18739;19509;+;60.1	29;19788;20843;+;133.2		30;21038;21766;+;119.4	31;21772;22701;+;138.8	32;22698;23912;+;128.3	34;24108;25142;+;65.7	35;25145;26980;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621565.1	MPF_T	IncX3	57	0	0	GA	1	33;30069;30713;-;46.4	32;29795;30085;-;73.1	31;27017;29770;-;47.0	31;27017;29770;-;142.4	31;27017;29770;-;73.3	30;26237;27007;-;60.1	28;24903;25958;-;133.2		27;23980;24708;-;119.4	26;23045;23974;-;138.8	25;21834;23048;-;128.3	23;20604;21638;-;65.7	22;18766;20601;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621566.1	MPF_T	IncX3	58	0	0	GA	1	23;14424;15068;+;46.4	24;15052;15342;+;73.1	25;15367;18120;+;47.0	25;15367;18120;+;142.4	25;15367;18120;+;73.3	26;18130;18900;+;60.1	28;19179;20234;+;133.2		29;20429;21157;+;119.4	30;21163;22092;+;138.8	31;22089;23303;+;128.3	33;23499;24533;+;65.7	34;24536;26371;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621567.1	MPF_T	IncX3	57	0	0	GA	1	21;13562;14206;+;46.4	22;14190;14480;+;73.1	23;14505;17258;+;47.0	23;14505;17258;+;142.4	23;14505;17258;+;73.3	24;17268;18038;+;60.1	26;18317;19372;+;133.2		27;19567;20295;+;119.4	28;20301;21230;+;138.8	29;21227;22441;+;128.3	31;22637;23671;+;65.7	32;23674;25509;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621568.1	MPF_T	IncX3	57	0	0	GA	1	21;13562;14206;+;46.4	22;14190;14480;+;73.1	23;14505;17258;+;47.0	23;14505;17258;+;142.4	23;14505;17258;+;73.3	24;17268;18038;+;60.1	26;18317;19372;+;133.2		27;19567;20295;+;119.4	28;20301;21230;+;138.8	29;21227;22441;+;128.3	31;22637;23671;+;65.7	32;23674;25509;+;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT621569.1	MPF_F	IncFII	82	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	61;64450;65442;-;369.3	52;58015;59388;-;381.0	57;60978;61751;-;234.0	64;66451;69081;-;303.5	51;55193;58018;-;386.0	71;72359;73786;-;94.3	64;66451;69081;-;98.5	73;74501;75067;-;183.8	60;63803;64441;-;68.7	59;61998;63806;-;268.0	48;51482;53689;-;391.7	67;70716;71231;-;78.6	48;51482;53689;-;70.3	A	9/9	contiguous	23019	1	1	54687..55196-;169;unnamed;0
NZ_MT635909.1	-	ColKP3;IncFII(Yp);IncFII(pAR0022)	96	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	78;66131;67126;+;369.5	85;71644;73011;+;352.7	81;69706;70398;+;205.4	73;61823;64438;+;236.0	86;73011;75899;+;317.3	69;59150;60508;+;94.4	73;61823;64438;+;120.2	67;57828;58397;+;107.8	79;67145;67771;+;65.3	80;67768;69597;+;242.6	89;76912;79101;+;366.9	72;61233;61820;+;52.5	89;76912;79101;+;62.7	A	9/9	contiguous	19084	1	1	76226..76423+;65;unnamed;0
NZ_MT647838.1	MPF_F	IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR)	312	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	243;214023;215060;-;282.3	79;59215;60624;+;190.4	78;58188;59225;+;175.6	255;225892;228609;-;149.6	80;60626;64594;+;121.1	162;137581;138837;-;206.8	255;225892;228609;-;85.2	262;233738;234598;-;79.0	244;215057;216418;-;69.9	242;210828;214013;-;59.5	71;48863;50989;-;57.7	256;228654;229391;-;56.9	71;48863;50989;-;41.0	A	9/9	split_3	184875	0	1	
NZ_MT648288.1	MPF_F	IncFIB(AP001918);IncFIC(FII)	163	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	25;20287;21279;+;371.8	36;26962;28338;+;380.7	29;24008;24751;+;235.0	22;16651;19278;+;304.4	37;28335;31160;+;385.9	18;13312;14739;+;94.3	22;16651;19278;+;100.3	16;12031;12597;+;183.8	26;21288;21926;+;68.8	27;21923;23731;+;268.3	40;32663;34843;+;392.7	21;15620;16135;+;78.0	40;32663;34843;+;70.4	A	9/9	contiguous	20632	1	1	31157..31666+;169;unnamed;0
NZ_MT648512.1	MPF_F	IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR)	386	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	309;277169;278206;-;282.3	80;60727;62136;+;190.4	79;59700;60737;+;176.7	321;289038;291755;-;148.7	81;62138;66076;+;118.9	325;293868;295238;-;65.6	321;289038;291755;-;85.2	328;296884;297744;-;79.0	310;278203;279564;-;69.9	308;273974;277159;-;58.9	72;50393;52519;-;58.0	322;291800;292537;-;57.0	72;50393;52519;-;39.7	A	9/9	split_2	246491	0	1	
NZ_MT657397.1	MPF_F	IncFIA(HI1);IncFIB(K);IncFII(pHN7A8);IncN	183	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	16;12330;13322;-;369.5	3;4124;5497;-;376.8	8;7063;7806;-;234.4	19;14331;16958;-;301.8	2;1311;4127;-;376.7	24;19013;20440;-;94.1	19;14331;16958;-;101.8	26;21155;21721;-;183.8	13;10746;11384;-;70.4	10;8083;9933;-;265.0	181;164071;166296;-;391.7	20;17474;17989;-;78.0	181;164071;166296;-;70.3	A	9/9	split_2	162760	1	1	757..1278-;173;unnamed;0
NZ_MT663954.1	MPF_T	IncX3	58	0	0	GA	1	45;38024;38668;-;46.4	44;37750;38040;-;73.1	43;34972;37725;-;47.0	43;34972;37725;-;142.4	43;34972;37725;-;73.3	42;34192;34962;-;60.1	40;32858;33913;-;133.2		39;31935;32663;-;119.4	38;31000;31929;-;138.8	37;29789;31003;-;128.3	35;28559;29593;-;65.7	34;26721;28556;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT667260.1	MPF_T	IncP1	80	0	0	GA	1		14;12404;12787;-;68.7	13;12075;12401;-;50.6	12;9535;12078;-;94.8	12;9535;12078;-;107.0		6;3539;5098;-;113.8		11;8831;9538;-;91.8	10;7925;8815;-;152.4	8;6072;7466;-;224.7	15;12901;13857;-;135.2	61;46143;48089;+;442.7		A	7/7	canonical	0	0	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
