element_id	element_type	length	n_cds_called	has_relaxase	relaxase_families	mpf_classes	n_mpf_classes	n_fa_fata_profiles	exclusion_family_hit	phylum	genus
NZ_CP047415_1595712..1601956	NA	6245	10	0	NA	none	0	0		Firmicutes	Lactobacillus
NZ_CP047415_25780..34518	NA	8739	11	1	profile_MOBT	none	0	0		Firmicutes	Lactobacillus
NZ_CP047416_1739054..1926797	NA	187744	173	1	T4SS_MOBP1,T4SS_MOBQ	none	0	0		Firmicutes	Limosilactobacillus
NZ_CP047426_1438468..1471023	NA	32556	40	1	T4SS_MOBV	none	0	0		Firmicutes	Spiroplasma
NZ_CP047428_297349..380727	NA	83379	96	0	NA	none	0	0		Firmicutes	Spiroplasma
NZ_CP047428_897651..1116832	ICE	219182	304	1	T4SS_MOBV	none	0	0		Firmicutes	Spiroplasma
NZ_CP047437_143968..287023	NA	143056	187	1	T4SS_MOBV	none	0	0		Firmicutes	Spiroplasma
NZ_CP047495_3048275..3091562	NA	43288	40	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0	Eex_IncN	Proteobacteria	Pectobacterium
NZ_CP047495_3364509..3406946	ICE	42438	37	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Pectobacterium
NZ_CP047495_4641211..4681021	NA	39811	42	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Pectobacterium
NZ_CP047570_3405455..3423708	NA	18254	18	1	T4SS_MOBP1	none	0	0		Proteobacteria	Enterobacter
NZ_CP047584_1054540..1067644	NA	13105	12	1	profile_MOBM,profile_MOBT	none	0	0		Firmicutes	Limosilactobacillus
NZ_CP047592_5607949..5701975	ICE	94027	110	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP047602_1875885..1896722	NA	20838	19	0	NA	none	0	0		Firmicutes_A	Thermoanaerobacterium
NZ_CP047608_1271945..1277059	NA	5115	6	1	T4SS_MOBP1	none	0	0		Proteobacteria	Methylobacterium
NZ_CP047614_2026826..2063466	NA	36641	44	1	T4SS_MOBP1	none	0	0		Firmicutes	Lactococcus_A
NZ_CP047616_1786644..1914110	NA	127467	133	1	profile_MOBT	MPF_FA	1	4		Firmicutes	Lactococcus_A
NZ_CP047616_2260759..2267192	NA	6434	6	1	T4SS_MOBP1	none	0	0		Firmicutes	Lactococcus_A
NZ_CP047616_378293..442331	IME	64039	58	1	profile_MOBT	none	0	0		Firmicutes	Lactococcus_A
NZ_CP047616_61263..110309	NA	49047	52	1	profile_MOBT	none	0	3		Firmicutes	Lactococcus_A
NZ_CP047630_529739..537491	NA	7753	8	1	T4SS_MOBH	none	0	0		Firmicutes	Lactococcus_A
NZ_CP047630_989629..1136472	ICE	146844	154	1	profile_MOBM,profile_MOBT	MPF_FA	1	5		Firmicutes	Lactococcus_A
NZ_CP047633_1670024..1877802	ICE	207779	161	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_CP047639_1081814..1212370	ICE	130557	115	1	T4SS_MOBH	MPF_F	1	0	EexR	Proteobacteria	Proteus
NZ_CP047639_2588941..2757002	NA	168062	147	1	T4SS_MOBC	none	0	1		Proteobacteria	Proteus
NZ_CP047649_1831483..1892199	ICE	60717	42	1	T4SS_MOBC	MPF_T	1	0		Proteobacteria	Klebsiella
NZ_CP047669_2534071..2555385	NA	21315	21	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP047669_4509413..4626086	ICE	116674	128	1	T4SS_MOBH	MPF_F	1	1		Proteobacteria	Klebsiella
NZ_CP047679_4484804..4577222	NA	92419	98	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Serratia
NZ_CP047698_4655727..4668634	IME	12908	17	0	NA	none	0	0		Proteobacteria	Pseudomonas
NZ_CP047700_4712910..4741036	IME	28127	33	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP047773_3153430..3182047	IME	28618	35	1	T4SS_MOBQ	none	0	0		Proteobacteria	Citrobacter
NZ_CP047788_733268..828429	NA	95162	104	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP047789_696390..840668	NA	144279	137	1	profile_MOBM,profile_MOBT	MPF_FA	1	7	DUF4467	Firmicutes	Staphylococcus
NZ_CP047790_1680494..1737798	ICE	57305	67	1	profile_MOBT	MPF_FA	1	5	DUF4467	Firmicutes	Staphylococcus
NZ_CP047793_689309..785301	NA	95993	104	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP047797_2805838..2827371	IME	21534	25	1	profile_MOBT	none	0	1		Firmicutes	Staphylococcus
NZ_CP047801_518937..617577	NA	98641	117	1	profile_MOBT	MPF_FA	1	7	DUF4467	Firmicutes	Staphylococcus
NZ_CP047802_772152..833245	ICE	61094	60	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP047809_1060212..1064444	NA	4233	4	1	T4SS_MOBH	none	0	0		Firmicutes	Staphylococcus
NZ_CP047841_1663620..1741485	ICE	77866	79	1	profile_MOBT	MPF_FA	1	7	DUF4467	Firmicutes	Staphylococcus
NZ_CP047847_1051850..1087790	ICE	35941	47	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_CP047851_271679..371056	ICE	99378	101	1	profile_MOBT	MPF_FA	1	5	DUF4467	Firmicutes	Staphylococcus
NZ_CP047883_1063162..1145716	ICE	82555	83	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	11		Firmicutes	Streptococcus
NZ_CP047898_1811285..1914528	ICE	103244	95	1	profile_MOBT	none	0	0		Actinobacteriota	Pseudarthrobacter
NZ_CP047898_212663..229715	NA	17053	20	1	profile_MOBF	none	0	0		Actinobacteriota	Pseudarthrobacter
NZ_CP047901_669685..706039	NA	36355	37	0	NA	none	0	0		Patescibacteria	Chazhemtobacterium
NZ_CP047929_3306446..3464279	ICE	157834	148	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Proteus
NZ_CP047962_2002632..2011469	NA	8838	7	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_CP047965_657348..697162	ICE	39815	37	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Enterobacter
NZ_CP047982_2496801..2541057	IME	44257	39	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_CP047983_2645814..2705277	IME	59464	46	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_CP047983_3635883..3706427	IME	70545	61	1	T4SS_MOBP1	none	0	0		Proteobacteria	Aeromonas
NZ_CP048003_266974..399506	ICE	132533	142	1	T4SS_MOBP1,T4SS_MOBP2	MPF_FA	1	3		Firmicutes	Lacticaseibacillus
NZ_CP048019_287581..322664	NA	35084	35	0	NA	none	0	0		Firmicutes	Pediococcus
NZ_CP048030_114012..221884	ICE	107873	102	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Sinimarinibacterium
NZ_CP048030_2505585..2669732	ICE	164148	157	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0	Eex_IncN	Proteobacteria	Sinimarinibacterium
NZ_CP048039_1218883..1268360	ICE	49478	45	1	profile_MOBF	MPF_T	1	0		Proteobacteria	Alcaligenes
NZ_CP048039_1597469..1608600	NA	11132	15	0	NA	none	0	0		Proteobacteria	Alcaligenes
NZ_CP048039_599801..688954	ICE	89154	88	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Alcaligenes
NZ_CP048044_1711217..1790516	IME	79300	69	1	T4SS_MOBC,T4SS_MOBQ	none	0	0		Proteobacteria	Xanthomonas
NZ_CP048108_4045117..4109356	NA	64240	74	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP048108_5420604..5476285	ICE	55682	62	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP048108_5989669..6006074	NA	16406	18	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP048115_2921011..3090428	NA	169418	156	1	T4SS_MOBP1	none	0	0		Bacteroidota	Mucilaginibacter
NZ_CP048115_3294152..3318012	IME	23861	17	1	T4SS_MOBP1	none	0	0		Bacteroidota	Mucilaginibacter
NZ_CP048210_88982..118121	AICE	29140	28	0	NA	none	0	1		Actinobacteriota	Cellulomonas
NZ_CP048261_4515135..4520622	NA	5488	7	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048261_8572625..8606625	NA	34001	37	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048289_1675391..1688396	AICE	13006	15	0	NA	none	0	0		Actinobacteriota	Streptacidiphilus
NZ_CP048304_2477623..2505787	IME	28165	28	1	T4SS_MOBQ	none	0	0		Proteobacteria	Escherichia
NZ_CP048304_4799472..4840599	NA	41128	36	1	T4SS_MOBH	none	0	0		Proteobacteria	Escherichia
NZ_CP048326_2773127..2831314	ICE	58188	41	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Escherichia
NZ_CP048349_1249954..1259670	NA	9717	9	1	T4SS_MOBQ	none	0	0		Proteobacteria	Klebsiella
NZ_CP048349_1911644..1971072	ICE	59429	61	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_CP048359_2660602..2710069	NA	49468	73	0	NA	none	0	0		Proteobacteria	Escherichia
NZ_CP048371_1899779..1925921	IME	26143	30	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Escherichia
NZ_CP048382_2159399..2182484	NA	23086	22	1	T4SS_MOBP1	none	0	0		Proteobacteria	Citrobacter
NZ_CP048397_3600429..3618447	NA	18019	21	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048397_3664519..3680769	NA	16251	18	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048397_4263464..4272420	NA	8957	9	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048397_6091673..6129367	IME	37695	44	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048405_1532048..1541698	NA	9651	14	0	NA	none	0	0		Actinobacteriota	Streptacidiphilus
NZ_CP048405_231855..267279	IME	35425	29	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptacidiphilus
NZ_CP048405_404696..483518	NA	78823	94	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptacidiphilus
NZ_CP048405_566093..594336	NA	28244	24	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptacidiphilus
NZ_CP048405_6466883..6559284	NA	92402	93	1	T4SS_MOBP1	none	0	1		Actinobacteriota	Streptacidiphilus
NZ_CP048408_3451480..3647032	ICE	195553	179	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_CP048416_1908456..1961919	ICE	53464	51	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Citrobacter
NZ_CP048430_2934591..2993959	ICE	59369	41	1	T4SS_MOBC	MPF_T	1	0		Proteobacteria	Klebsiella
NZ_CP048430_4049956..4109979	NA	60024	70	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP048433_1945507..1957789	IME	12283	10	0	NA	none	0	0		Actinobacteriota	Collinsella
NZ_CP048436_118603..143597	NA	24995	35	1	T4SS_MOBP1	none	0	0		Firmicutes_A	Flavonifractor
NZ_CP048436_1715549..1756563	IME	41015	54	1	T4SS_MOBP1,T4SS_MOBQ,T4SS_MOBV	none	0	6		Firmicutes_A	Flavonifractor
NZ_CP048436_3004035..3203318	ICE	199284	187	1	T4SS_MOBP1,T4SS_MOBQ,T4SS_MOBV,profile_MOBT	MPF_FA	1	9		Firmicutes_A	Flavonifractor
NZ_CP048437_1375261..1405258	IME	29998	20	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Firmicutes_A	Faecalibacterium
NZ_CP048437_1720001..1735300	NA	15300	21	1	T4SS_MOBP1	none	0	0		Firmicutes_A	Faecalibacterium
NZ_CP048437_2928162..3010994	ICE	82833	80	1	T4SS_MOBP1	MPF_FA	1	10		Firmicutes_A	Faecalibacterium
NZ_CP048437_666484..699976	IME	33493	34	1	T4SS_MOBP1	none	0	0		Firmicutes_A	Faecalibacterium
NZ_CP048598_4645786..5046614	ICE	400829	384	0	NA	none	0	0		Proteobacteria	Klebsiella
NZ_CP048600_844279..940590	ICE	96312	85	1	T4SS_MOBP1	MPF_T	1	0		Campylobacterota	Helicobacter
NZ_CP048601_1106357..1187137	ICE	80781	81	1	T4SS_MOBP1	MPF_T	1	0		Campylobacterota	Helicobacter
NZ_CP048602_513993..516156	NA	2164	2	1	T4SS_MOBH	none	0	0		Proteobacteria	Halomonas
NZ_CP048618_141080..203726	ICE	62647	53	1	T4SS_MOBP1,T4SS_MOBQ,profile_MOBM	none	0	0		Proteobacteria	Legionella
NZ_CP048626_1530219..1589080	NA	58862	64	1	profile_MOBT	MPF_FA	1	7		Firmicutes_A	Blautia
NZ_CP048626_2036744..2040705	NA	3962	3	1	profile_MOBT	none	0	0		Firmicutes_A	Blautia
NZ_CP048626_2437321..2453961	NA	16641	19	1	T4SS_MOBP1	none	0	0		Firmicutes_A	Blautia
NZ_CP048626_295237..353390	NA	58154	52	1	profile_MOBT	MPF_FA	1	8		Firmicutes_A	Blautia
NZ_CP048626_3734917..3772017	NA	37101	36	1	T4SS_MOBP1,T4SS_MOBV,profile_MOBM	MPF_FA	1	8		Firmicutes_A	Blautia
NZ_CP048626_4568420..4596070	NA	27651	33	1	profile_MOBT	none	0	0		Firmicutes_A	Blautia
NZ_CP048627_1098329..1134033	NA	35705	41	1	T4SS_MOBC,T4SS_MOBP1,T4SS_MOBQ	none	0	0		Firmicutes_C	Megamonas
NZ_CP048627_1281748..1603095	ICE	321348	347	1	T4SS_MOBC,T4SS_MOBQ,profile_MOBM,profile_MOBT	MPF_T	1	1		Firmicutes_C	Megamonas
NZ_CP048630_2884266..2897445	NA	13180	14	0	NA	none	0	0		Proteobacteria	Ancyclobacter_A
NZ_CP048647_2035562..2062390	IME	26829	25	1	T4SS_MOBQ	none	0	0		Proteobacteria	Escherichia
NZ_CP048649_523941..619545	NA	95605	140	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	2		Firmicutes_A	Aminipila
NZ_CP048650_382319..476697	ICE	94379	102	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Enterobacter
NZ_CP048650_3889268..3896110	NA	6843	8	1	T4SS_MOBP1	none	0	0		Proteobacteria	Enterobacter
NZ_CP048686_1168270..1210710	NA	42441	42	1	T4SS_MOBH	none	0	0		Firmicutes	Lactococcus_A
NZ_CP048687_3840328..4138514	ICE	298187	350	1	profile_MOBM	MPF_FA	1	2		Firmicutes	Bacillus_A
NZ_CP048696_846877..888992	IME	42116	38	1	T4SS_MOBH	none	0	0		Proteobacteria	Enterobacter
NZ_CP048712_1244561..1271776	IME	27216	25	1	T4SS_MOBQ	none	0	0		Proteobacteria	Xanthomonas
NZ_CP048712_2489431..2588191	NA	98761	99	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Xanthomonas
NZ_CP048760_1444774..1506138	ICE	61365	57	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Campylobacterota	Campylobacter_D
NZ_CP048765_1388246..1440672	IME	52427	51	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Campylobacterota	Campylobacter_D
NZ_CP048771_1428219..1491916	ICE	63698	60	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Campylobacterota	Campylobacter_D
NZ_CP048775_1880597..1902077	NA	21481	25	1	T4SS_MOBQ	none	0	0		Proteobacteria	Salmonella
NZ_CP048784_1794355..1843969	IME	49615	56	0	NA	none	0	0		Proteobacteria	Serratia
NZ_CP048784_4482856..4495893	NA	13038	13	1	T4SS_MOBH	none	0	0		Proteobacteria	Serratia
NZ_CP048787_3223702..3441147	ICE	217446	209	1	T4SS_MOBH	MPF_F	1	0	EexR	Proteobacteria	Proteus
NZ_CP048806_604119..693424	NA	89306	92	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Morganella
NZ_CP048812_3888125..3899373	NA	11249	12	1	T4SS_MOBV	none	0	0		Proteobacteria	Halomonas_B
NZ_CP048817_5006610..5031973	NA	25364	14	1	T4SS_MOBQ	none	0	0		Proteobacteria	Sphingomonas
NZ_CP048833_1468693..1476537	NA	7845	12	0	NA	none	0	0		Proteobacteria	Pseudomonas
NZ_CP048833_1697624..1720251	NA	22628	23	0	NA	none	0	0		Proteobacteria	Pseudomonas
NZ_CP048835_3803876..3814121	NA	10246	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048835_4806769..4843004	NA	36236	42	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048835_6409551..6417085	NA	7535	8	1	T4SS_MOBC	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048837_1033534..1036148	NA	2615	3	1	profile_MOBT	none	0	0		Firmicutes	Clostridium_AQ
NZ_CP048837_1181175..1256118	NA	74944	78	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	8		Firmicutes	Clostridium_AQ
NZ_CP048837_1899636..1939500	IME	39865	40	1	T4SS_MOBV	none	0	0		Firmicutes	Clostridium_AQ
NZ_CP048837_3138724..3214332	NA	75609	79	1	T4SS_MOBP1	MPF_FA	1	10		Firmicutes	Clostridium_AQ
NZ_CP048837_3659742..3730550	IME	70809	81	0	NA	none	0	0		Firmicutes	Clostridium_AQ
NZ_CP048837_563044..585951	NA	22908	27	1	profile_MOBT	none	0	1		Firmicutes	Clostridium_AQ
NZ_CP048837_933088..937021	NA	3934	2	1	profile_MOBT	none	0	0		Firmicutes	Clostridium_AQ
NZ_CP048838_2127076..2225620	NA	98545	106	1	T4SS_MOBP1,profile_MOBT	none	0	1		Firmicutes	Clostridium_AQ
NZ_CP048838_3101622..3160725	ICE	59104	54	1	T4SS_MOBP1,T4SS_MOBQ	MPF_FA	1	8		Firmicutes	Clostridium_AQ
NZ_CP048838_3342851..3415380	NA	72530	70	1	T4SS_MOBC,T4SS_MOBV	none	0	0		Firmicutes	Clostridium_AQ
NZ_CP048838_3717816..3764339	NA	46524	54	1	T4SS_MOBC,T4SS_MOBP1	MPF_FA	1	9		Firmicutes	Clostridium_AQ
NZ_CP048838_4142124..4193556	NA	51433	53	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Clostridium_AQ
NZ_CP048875_4742105..4764463	IME	22359	17	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048875_5781856..5797256	NA	15401	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048882_112498..140113	NA	27616	28	1	T4SS_MOBP1	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048882_3572611..3587309	NA	14699	19	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048882_3983792..3995893	NA	12102	16	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP048882_4659094..4671926	NA	12833	18	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_CP049015_591537..615364	NA	23828	24	1	T4SS_MOBP1	none	0	0		Proteobacteria	Citrobacter
NZ_CP049017_1159483..1169537	NA	10055	12	1	T4SS_MOBH	none	0	0		Proteobacteria	Xanthomonas_A
NZ_CP049021_514530..596901	NA	82372	86	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Enterobacter
NZ_CP049021_846876..889613	IME	42738	36	1	T4SS_MOBH	none	0	0		Proteobacteria	Enterobacter
NZ_CP049044_1986575..2083032	NA	96458	96	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_CP049045_175470..252587	NA	77118	74	1	T4SS_MOBP1,T4SS_MOBQ,T4SS_MOBV	none	0	0		Proteobacteria	Pseudomonas_E
NZ_CP049045_6117361..6162809	NA	45449	51	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_CP049055_3150827..3193203	NA	42377	38	1	T4SS_MOBH	none	0	0		Planctomycetota	Kuenenia
NZ_CP049075_1631580..1716367	ICE	84788	97	1	T4SS_MOBP1,T4SS_MOBP3	MPF_T	1	0		Campylobacterota	Campylobacter
NZ_CP049075_574449..605253	NA	30805	37	1	T4SS_MOBP1	MPF_T	1	0		Campylobacterota	Campylobacter
NZ_CP049090_1353271..1421762	ICE	68492	77	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Glaesserella
NZ_CP049107_1292981..1373511	NA	80531	70	1	T4SS_MOBQ,profile_MOBT	MPF_T	1	0		Proteobacteria	Rhizorhabdus
NZ_CP049109_252525..345168	NA	92644	84	1	T4SS_MOBP1	MPF_T	1	0		Proteobacteria	Sphingomonas
NZ_CP049109_2917877..3027221	NA	109345	105	1	profile_MOBF	MPF_F	1	0		Proteobacteria	Sphingomonas
NZ_CP049115_1056742..1080625	IME	23884	21	1	T4SS_MOBQ	none	0	0		Proteobacteria	Pantoea
NZ_CP049115_1471546..1499331	IME	27786	27	1	T4SS_MOBP1	none	0	0		Proteobacteria	Pantoea
NZ_CP049115_3254865..3293413	NA	38549	40	1	T4SS_MOBH	none	0	0		Proteobacteria	Pantoea
NZ_CP049138_307127..375770	NA	68644	69	1	T4SS_MOBC,T4SS_MOBP1,T4SS_MOBV	MPF_T	1	0		Proteobacteria	Paraburkholderia
NZ_CP049139_938478..1021174	NA	82697	97	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Herbaspirillum
NZ_CP049140_1245499..1557074	ICE	311576	289	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas
NZ_CP049156_2966164..3005599	NA	39436	39	1	T4SS_MOBP1,T4SS_MOBQ,T4SS_MOBV,profile_MOBT	MPF_T	1	0		Proteobacteria	Caballeronia
NZ_CP049187_1002795..1060472	ICE	57678	51	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	9		Firmicutes	Streptococcus
NZ_CP049201_1256521..1281649	NA	25129	23	1	T4SS_MOBP1	none	0	0		Proteobacteria	Escherichia
NZ_CP049201_4006292..4075471	NA	69180	79	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Escherichia
NZ_CP049201_4205244..4226817	IME	21574	22	1	T4SS_MOBP1	none	0	0		Proteobacteria	Escherichia
NZ_CP049207_9541..22756	NA	13216	14	1	T4SS_MOBQ	none	0	0		Proteobacteria	Agrobacterium
NZ_CP049226_890116..953037	ICE	62922	66	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Lactobacillus
NZ_CP049228_214447..257112	IME	42666	35	1	T4SS_MOBH	none	0	0		Firmicutes	Lactobacillus
NZ_CP049228_895511..963639	ICE	68129	68	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Lactobacillus
NZ_CP049237_42040..69278	NA	27239	17	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Campylobacterota	Campylobacter_A
NZ_CP049238_34305..127698	NA	93394	97	1	T4SS_MOBP1,T4SS_MOBQ	MPF_T	1	0		Campylobacterota	Campylobacter_A
NZ_CP049253_1238944..1246751	NA	7808	11	0	NA	none	0	0		Actinobacteriota	Microbacterium
NZ_CP049255_2229590..2268019	NA	38430	31	1	T4SS_MOBV	none	0	0		Actinobacteriota	Microbacterium
NZ_CP049263_30521..74421	IME	43901	49	1	T4SS_MOBP1	none	0	0		Campylobacterota	Campylobacter_A
NZ_CP049264_1608577..1651850	IME	43274	42	1	T4SS_MOBP1	none	0	0		Campylobacterota	Campylobacter_A
NZ_CP049270_42040..69466	NA	27427	27	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Campylobacterota	Campylobacter_A
NZ_CP049272_76405..99006	IME	22602	28	1	T4SS_MOBP1	none	0	0		Campylobacterota	Campylobacter_A
NZ_CP049274_33692..105936	ICE	72245	65	1	T4SS_MOBP1	none	0	0		Campylobacterota	Campylobacter_A
NZ_CP049298_1767025..1883295	ICE	116271	116	1	T4SS_MOBP1,profile_MOBM	MPF_T	1	3		Bacteroidota	Soonwooa
NZ_CP049298_2952491..2978516	IME	26026	26	1	T4SS_MOBP1,profile_MOBT	none	0	0		Bacteroidota	Soonwooa
NZ_CP049330_2706414..2784274	NA	77861	82	1	T4SS_MOBP1,T4SS_MOBP2,profile_MOBT	none	0	1		Firmicutes	Bacillus
NZ_CP049332_1039251..1096254	NA	57004	61	1	profile_MOBT	none	0	0		Proteobacteria	Vibrio
NZ_CP049333_115265..151263	NA	35999	34	1	T4SS_MOBB	none	0	0		Bacteroidota	Sphingobacterium
NZ_CP049333_3841985..4295948	ICE	453964	469	1	T4SS_MOBC,T4SS_MOBP1	none	0	0		Bacteroidota	Sphingobacterium
NZ_CP049333_64655..93624	NA	28970	24	1	T4SS_MOBB	none	0	0		Bacteroidota	Sphingobacterium
NZ_CP049344_2593962..2607988	IME	14027	13	1	T4SS_MOBP1	none	0	0		Proteobacteria	Sulfitobacter
NZ_CP049604_1425655..1508737	ICE	83083	74	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Klebsiella
NZ_CP049604_4354746..4397516	NA	42771	42	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_CP049608_2770944..2810284	ICE	39341	40	1	T4SS_MOBH	none	0	0		Proteobacteria	Atlantibacter
NZ_CP049616_1079578..1124608	NA	45031	51	1	T4SS_MOBB	none	0	0		Bacteroidota	Muricauda
NZ_CP049616_3705247..3753698	NA	48452	38	1	T4SS_MOBB	none	0	0		Bacteroidota	Muricauda
NZ_CP049616_4279802..4372275	ICE	92474	91	1	T4SS_MOBB,T4SS_MOBP1	none	0	0		Bacteroidota	Muricauda
NZ_CP049616_4419616..4460844	NA	41229	42	1	T4SS_MOBB	none	0	0		Bacteroidota	Muricauda
NZ_CP049616_484269..635674	ICE	151406	141	1	T4SS_MOBB,T4SS_MOBC,profile_MOBT	none	0	0		Bacteroidota	Muricauda
NZ_CP049616_786364..845373	ICE	59010	56	1	T4SS_MOBB	none	0	0		Bacteroidota	Muricauda
NZ_CP049716_1858312..1916502	ICE	58191	42	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_CP049730_999843..1032912	NA	33070	35	1	T4SS_MOBC	none	0	0		Proteobacteria	Rhizobium
NZ_CP049740_178450..332329	ICE	153880	146	1	T4SS_MOBP1,profile_MOBM,profile_MOBT	MPF_FA	1	10		Firmicutes	Jeotgalibaca
NZ_CP049752_4195271..4209771	NA	14501	16	1	T4SS_MOBP1	none	0	0		Proteobacteria	Klebsiella
NZ_CP049753_1622203..1832522	ICE	210320	198	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0	EexR	Proteobacteria	Proteus
NZ_CP049753_3999527..4035444	NA	35918	42	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Proteus
NZ_CP049793_2670427..2696018	NA	25592	33	1	T4SS_MOBP1,profile_MOBT	none	0	0		Proteobacteria	Ralstonia
NZ_CP049795_1144794..1239532	NA	94739	108	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Comamonas
NZ_CP049795_3477809..3819236	ICE	341428	310	1	T4SS_MOBP1	MPF_T	1	0	Eex_IncN	Proteobacteria	Comamonas
NZ_CP049795_371290..441122	ICE	69833	85	1	T4SS_MOBP1	MPF_T	1	0		Proteobacteria	Comamonas
NZ_CP049795_6525179..6613749	NA	88571	79	1	T4SS_MOBP1	none	0	0		Proteobacteria	Comamonas
NZ_CP049799_1548580..1577273	IME	28694	30	1	T4SS_MOBP1	none	0	0		Firmicutes	Streptococcus
