element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C	phylum
NZ_CP059995_4751505..4839908	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP059995_5155619..5374983	1	1	0	0	1	16	0	0	Proteobacteria
NZ_CP059995_5707956..5791602	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP060008_3218494..3340121	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060035_2316360..2420170	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060035_663095..867092	0	11	0	0	1	0	0	0	Proteobacteria
NZ_CP060047_141015..497286	1	0	0	0	1	0	0	0	Proteobacteria
NZ_CP060049_1538642..1782955	7	0	0	0	1	0	0	0	Proteobacteria
NZ_CP060052_1086..108423	1	11	0	0	0	0	0	0	Proteobacteria
NZ_CP060061_4728816..4811743	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP060083_4726656..4809367	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP060092_4501571..4622517	0	0	0	0	0	7	0	0	Proteobacteria
NZ_CP060111_2095062..2145508	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060111_5537477..5686472	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP060122_1598409..1638746	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP060122_1651679..1987505	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP060122_2627075..2998464	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP060122_3254237..3468244	0	8	0	0	0	0	0	0	Proteobacteria
NZ_CP060131_3636209..3660753	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP060240_4664629..4765716	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP060242_3245625..3326475	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP060242_4668301..4711080	0	0	0	0	0	6	0	0	Proteobacteria
NZ_CP060242_6559006..6751801	4	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060243_5296543..5382452	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP060243_5529576..5581901	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP060243_5769588..5853481	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP060243_6021888..6052574	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP060244_1358555..1422616	8	1	0	0	0	0	0	0	Proteobacteria
NZ_CP060244_328380..367541	8	1	0	0	0	0	0	0	Proteobacteria
NZ_CP060276_4247645..4363270	0	0	0	0	0	17	1	0	Proteobacteria
NZ_CP060281_1915648..2024621	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060286_2871835..2969591	2	0	0	0	0	0	1	0	Firmicutes_A
NZ_CP060287_941827..1074428	2	1	0	0	1	0	1	0	Firmicutes
NZ_CP060386_704637..919064	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP060388_2640877..2804163	0	9	0	0	0	0	0	0	Proteobacteria
NZ_CP060392_1249856..1302720	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060393_2891984..3059737	6	0	0	0	0	0	0	0	Acidobacteriota
NZ_CP060399_1551962..1618179	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP060402_360290..430995	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP060413_2050964..2130986	1	0	0	0	1	0	0	0	Proteobacteria
NZ_CP060413_850530..913797	4	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060414_2765975..2871879	1	0	1	0	0	0	0	0	Proteobacteria
NZ_CP060414_466593..568683	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060453_2454472..2537254	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP060465_2481169..2575625	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP060470_2601392..2684177	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP060494_2104164..2159973	0	7	0	0	0	0	0	0	Proteobacteria
NZ_CP060497_4434661..4471701	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP060589_2108721..2120488	1	0	0	0	0	0	1	0	Proteobacteria
NZ_CP060636_1053513..1119142	1	0	0	1	8	0	1	0	Firmicutes
NZ_CP060636_1186557..1335666	1	0	0	7	1	0	0	0	Firmicutes
NZ_CP060636_1419322..1495293	1	0	0	7	1	0	0	0	Firmicutes
NZ_CP060636_2317108..2371631	0	0	0	0	1	0	1	0	Firmicutes
NZ_CP060636_2699438..2725746	1	0	0	6	1	0	0	0	Firmicutes
NZ_CP060636_3614223..3680850	1	0	0	7	1	0	0	0	Firmicutes
NZ_CP060636_772877..839086	0	0	0	0	0	0	1	0	Firmicutes
NZ_CP060637_1559265..1607157	0	0	0	6	1	0	0	0	Fusobacteriota
NZ_CP060650_2027594..2076373	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060697_555186..571815	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060698_2309365..2578314	1	0	0	0	1	0	7	0	Bacteroidota
NZ_CP060700_1631444..1707948	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP060707_1339567..1378790	7	0	0	0	0	0	1	0	Campylobacterota
NZ_CP060708_3822407..3936749	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060709_342175..638310	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060723_31487..228461	2	0	0	0	1	0	6	0	Bacteroidota
NZ_CP060724_944137..981409	0	0	0	2	2	0	0	0	Firmicutes
NZ_CP060725_4450113..4483765	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP060744_4560810..4629691	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP060783_2197847..2346533	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP060804_1325360..1415177	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP060804_1835336..1921331	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP060804_84919..172912	0	0	0	6	2	0	0	0	Firmicutes
NZ_CP060811_663636..860563	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP060861_1273763..1338696	1	0	0	7	2	0	0	0	Firmicutes
NZ_CP060861_1469095..1514822	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP060861_1520750..1631741	0	0	0	5	1	1	0	0	Firmicutes
NZ_CP060861_2767344..2834213	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP060861_706964..734808	0	1	0	0	0	0	0	0	Firmicutes
NZ_CP061008_6141012..6314614	7	1	0	0	0	0	0	0	Proteobacteria
NZ_CP061034_2310306..2405004	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP061044_764243..846075	0	0	0	0	1	17	0	0	Proteobacteria
NZ_CP061122_1350300..1427084	2	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061159_4121997..4216936	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP061205_3847752..3938539	1	9	0	0	0	0	1	0	Proteobacteria
NZ_CP061284_582859..611260	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP061336_2864128..2947121	0	0	0	0	1	0	0	0	Firmicutes_A
NZ_CP061369_384377..523813	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP061385_742810..797752	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP061389_1737165..1884920	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061404_3394935..3517562	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061510_1265471..1320075	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP061510_1710667..1821795	1	12	0	0	0	0	0	0	Proteobacteria
NZ_CP061510_2503485..2606494	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061510_963701..1024899	0	8	0	0	0	0	0	0	Proteobacteria
NZ_CP061513_2741538..2942624	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP061699_2254691..2285710	0	0	0	0	0	5	0	0	Proteobacteria
NZ_CP061700_1588615..1800727	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061719_3806069..3853987	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061723_4128418..4330757	0	1	0	0	0	12	0	0	Proteobacteria
NZ_CP061754_1296004..1478586	2	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061769_801756..830199	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP061772_1327264..1421194	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP061773_765513..843819	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061777_2147144..2251061	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP061778_4353289..4465910	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP061779_1391605..1485478	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP061779_242113..285434	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP061779_4569518..4655643	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP061779_4692428..4738971	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061780_645683..739529	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP061832_1837446..1899716	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061840_148431..219317	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061840_2245902..2310150	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP061850_4894955..4988103	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP061930_1014197..1058209	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP061930_24665..103813	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061947_3557892..3762014	1	0	0	0	0	0	6	0	Bacteroidota
NZ_CP061957_746437..803884	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP061961_3588015..3651566	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP061961_749366..804308	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP062004_3852434..4005606	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP062006_1502721..1542606	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP062006_559883..653903	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP062112_4794718..4895659	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP062122_5930362..6027217	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP062146_3258103..3491302	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP062156_1469042..1611619	8	0	0	0	1	0	2	0	Proteobacteria
NZ_CP062156_1653062..1736853	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP062156_1737094..1825323	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP062167_45960..214023	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP062204_787278..867466	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP062218_2463798..2537733	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP062218_3235585..3341327	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP062218_5126348..5377104	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP062254_1677518..1758972	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP062254_3608233..3695524	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP062792_1362735..1448111	2	0	0	0	0	0	1	0	Proteobacteria
NZ_CP062803_4412547..4559823	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP062824_3866636..3912408	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP062901_4019382..4179287	0	0	0	0	0	13	0	0	Proteobacteria
NZ_CP062939_1191968..1276420	1	0	0	0	6	0	0	0	Actinobacteriota
NZ_CP062948_1360168..1394512	1	0	0	0	7	0	0	0	Actinobacteriota
NZ_CP062948_2203237..2238859	1	0	0	0	7	0	0	0	Actinobacteriota
NZ_CP062952_1136989..1221483	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP063011_1841501..1903002	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063019_1828184..1891626	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063019_745456..801704	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063056_294933..332743	0	1	0	0	1	16	0	0	Proteobacteria
NZ_CP063078_952909..988861	5	0	0	0	0	0	0	0	Campylobacterota
NZ_CP063081_32345..110686	5	0	0	0	1	0	0	0	Campylobacterota
NZ_CP063112_1082091..1133425	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063113_1045172..1098440	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063121_1081249..1131823	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063124_1056634..1102186	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063145_1827639..2021088	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP063145_876084..888280	0	0	0	0	0	0	2	0	Bacteroidota
NZ_CP063198_568364..673013	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP063213_2052474..2093799	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP063213_2146940..2166070	1	0	0	0	6	0	0	0	Actinobacteriota
NZ_CP063238_1667426..1718751	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063277_4928171..5008393	0	0	0	0	0	12	0	0	Proteobacteria
NZ_CP063304_2431521..2475914	1	0	0	1	7	0	0	0	Firmicutes_A
NZ_CP063304_3265016..3352230	0	0	0	2	6	0	2	0	Firmicutes_A
NZ_CP063362_306128..543886	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP063362_6024227..6276567	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063373_450888..467237	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP063440_3207187..3432374	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP063503_2304863..2684395	0	0	0	0	2	0	0	0	Proteobacteria
NZ_CP063658_409731..423116	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063687_1149197..1170576	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP063747_739375..795517	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063759_1902439..1961955	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063773_3119230..3155253	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063773_670121..752061	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP063833_1868057..1928253	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063833_746711..802852	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063881_3205356..3260298	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP063890_620839..758583	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063913_3948956..4012386	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP063930_4374547..4423451	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP064001_1836528..1870352	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP064001_2894466..2968424	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP064004_1594941..1674404	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP064005_265082..383756	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP064049_1428806..1473602	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP064049_2740514..2806367	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP064049_473549..570804	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP064054_3087142..3181012	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP064055_639562..736749	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP064057_4717467..4750910	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP064129_273023..512346	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP064192_8704505..8751214	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP064211_744204..800345	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP064217_746595..802736	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP064241_1860705..1920073	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP064246_1918385..1977901	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP064246_747562..804278	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP064252_1888394..1947910	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP064252_746234..801884	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP064304_1374650..1464040	0	0	0	0	3	0	1	0	Firmicutes
NZ_CP064311_2755977..2874006	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP064311_618123..708622	0	0	0	0	2	0	1	0	Firmicutes
NZ_CP064314_1976789..2104922	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP064314_564413..680818	0	0	0	0	2	0	1	0	Firmicutes
NZ_CP064353_3681433..3780799	0	0	0	0	0	0	9	0	Bacteroidota
NZ_CP064653_2589240..2693320	1	12	0	0	0	0	0	0	Proteobacteria
NZ_CP064653_590068..725255	1	12	0	0	0	0	1	0	Proteobacteria
NZ_CP064760_1136771..1202931	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP064827_628558..738154	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP064937_1967655..2015846	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP064937_3819540..3860166	0	0	0	0	0	0	10	0	Bacteroidota
NZ_CP064937_3875653..3923383	0	0	0	0	0	0	9	0	Bacteroidota
NZ_CP064937_4063640..4099340	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP064939_3968216..4161723	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP064946_4032083..4044406	0	0	1	0	1	0	0	0	Proteobacteria
NZ_CP065030_1546217..1587989	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065039_2082927..2354311	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP065044_1798889..1869688	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065044_3131867..3208427	0	0	0	0	0	14	0	0	Proteobacteria
NZ_CP065044_3216822..3254835	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065044_588810..669981	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP065054_695049..811688	1	0	0	0	9	0	0	0	Firmicutes
NZ_CP065056_1840626..1940485	0	0	1	0	2	0	0	0	Firmicutes
NZ_CP065058_694157..774070	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP065061_1313694..1330709	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP065154_2095544..2166213	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP065154_565571..684080	0	0	0	0	8	0	0	0	Firmicutes
NZ_CP065191_482168..496162	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP065191_697957..755858	1	0	0	0	4	0	0	0	Firmicutes
NZ_CP065194_602757..672739	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP065229_159122..224056	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP065229_814678..1014565	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP065232_3175469..3260578	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065269_442498..475362	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP065347_4565638..4624751	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065406_899931..1015664	8	1	0	0	0	13	0	0	Proteobacteria
NZ_CP065412_4735078..4825384	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065412_5155412..5352560	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP065412_5656593..5747134	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065417_4777436..4904284	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065417_5624559..5711771	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065438_4006145..4065661	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065438_5125748..5185100	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065441_5009625..5069141	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065444_3268535..3329251	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065453_784834..877955	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065460_2118171..2177687	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065474_744231..855551	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP065523_2008534..2080099	1	0	0	1	7	0	1	0	Firmicutes
NZ_CP065523_2166009..2252368	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP065523_2716360..2793305	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP065527_2003347..2126121	1	0	0	1	7	0	1	0	Firmicutes
NZ_CP065534_2377500..2411971	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065534_864572..920911	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065564_3772045..3925218	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP065629_2227290..2322329	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP065682_3766096..3854572	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP065713_1641685..1777132	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP065717_26425..137956	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP065725_2616610..2796376	1	0	0	6	1	0	1	0	Proteobacteria
NZ_CP065748_1663035..1957462	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP065748_2696342..2863412	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP065748_772552..809800	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP065791_547426..575849	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP065795_2712412..2743632	0	0	0	0	0	0	1	0	Firmicutes
NZ_CP065848_1931888..2052135	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065848_6112340..6179542	8	0	0	0	1	0	1	0	Proteobacteria
NZ_CP065865_2452558..2591259	0	0	0	0	0	11	0	0	Proteobacteria
NZ_CP065865_3041004..3119465	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP065865_5826117..5914549	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065866_4530369..4636263	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065867_4632181..4763592	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065925_1825249..1861838	1	0	0	0	2	0	0	0	Firmicutes
NZ_CP065926_2515755..2600573	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP065927_189842..266527	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP065947_3263598..3349886	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065948_4049583..4135871	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065966_2259662..2362498	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP065975_1769930..1838554	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP065993_335362..402370	1	0	0	3	0	0	0	0	Firmicutes
NZ_CP065997_4464121..4704907	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP066003_1984886..2133663	1	0	0	0	6	0	0	0	Firmicutes
NZ_CP066006_2924967..3241213	1	0	0	1	0	12	0	0	Proteobacteria
NZ_CP066014_511817..568634	1	0	0	0	2	0	0	0	Firmicutes_A
NZ_CP066022_1049604..1090621	8	0	0	1	0	0	1	0	Fusobacteriota
NZ_CP066041_956990..1021898	0	0	0	2	1	0	0	0	Firmicutes
NZ_CP066069_440358..574939	1	0	0	0	8	0	0	0	Firmicutes
NZ_CP066075_455014..582391	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP066093_1508626..1597069	1	0	0	0	1	0	0	0	Firmicutes
NZ_CP066249_1859116..1918484	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP066249_747487..804405	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066254_744203..801544	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066306_3605109..3715967	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP066308_598203..678001	1	0	0	0	5	0	1	0	Firmicutes
NZ_CP066381_2614980..2689424	0	0	0	0	0	0	1	0	Firmicutes
NZ_CP066389_1428119..1472915	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP066389_1751020..1814451	0	0	0	6	3	0	0	0	Firmicutes
NZ_CP066389_262683..344760	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066389_2681112..2783777	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066389_41078..189231	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP066396_2759326..2848803	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066396_46457..67471	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066421_1135091..1226271	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066457_1835785..2000350	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP066473_2444897..2470726	0	0	0	2	1	0	0	0	Firmicutes
NZ_CP066473_808281..953793	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP066528_739695..795401	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066534_3693660..3753176	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP066552_931060..1047557	1	0	0	0	0	14	0	0	Proteobacteria
NZ_CP066559_687759..771614	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066560_601602..667806	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066562_630676..688150	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066567_627790..685013	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP066568_1469971..1518028	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP066568_2779535..2881509	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066583_2718591..2808410	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066598_1463224..1509542	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP066629_253869..370467	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066653_1454873..1502713	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP066653_249898..405474	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP066653_8349..100137	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP066659_1829899..1994817	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP066659_720568..748410	0	1	0	0	0	0	0	0	Firmicutes
NZ_CP066708_2149323..2212437	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP066711_1886990..1946043	1	0	0	0	2	0	0	0	Firmicutes
NZ_CP066775_286788..477240	1	0	1	0	1	0	7	0	Bacteroidota
NZ_CP066786_3072467..3305669	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP066883_1559536..1589988	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP066883_2932478..2980135	1	0	0	0	1	0	4	0	Bacteroidota
NZ_CP066885_2451249..2536125	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP067013_3824567..3900913	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP067013_4158028..4215942	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP067018_3560910..3805831	1	0	0	0	0	1	9	0	Bacteroidota
NZ_CP067022_1754921..1832462	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP067024_4139137..4172723	0	0	0	0	0	5	0	0	Proteobacteria
NZ_CP067024_5233086..5376281	1	1	0	0	0	13	0	0	Proteobacteria
NZ_CP067057_2998155..3229399	0	0	0	0	2	0	0	0	Proteobacteria
NZ_CP067087_1069265..1193364	8	0	0	0	1	0	1	0	Proteobacteria
NZ_CP067087_2963089..3073945	1	12	0	0	0	0	0	0	Proteobacteria
NZ_CP067380_2063965..2116875	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP067380_2167167..2226901	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP067380_782631..899796	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP067393_1287501..1459476	0	0	0	0	1	16	0	0	Proteobacteria
NZ_CP067432_1614167..1635209	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP067432_2917377..2950338	0	0	0	0	0	0	1	0	Bacteroidota
