accession	length	n_cds	mpf_classes	n_fa_fata	relaxase	exclusion_family_hit	description
NC_073329.1	57822	86	none	0	0		NC_073329.1 Arthrobacter phage Breylor17, complete genome
NC_073330.1	57542	89	none	0	0		NC_073330.1 Arthrobacter phage Synepsis, complete genome
NC_073331.1	58377	88	none	0	0		NC_073331.1 Arthrobacter phage CastorTray, complete genome
NC_073332.1	58120	90	none	0	0		NC_073332.1 Arthrobacter phage Tatanka, complete genome
NC_073333.1	58242	89	none	0	0		NC_073333.1 Arthrobacter phage Trustiboi, complete genome
NC_073334.1	57758	88	none	0	0		NC_073334.1 Arthrobacter phage Darby, complete genome
NC_073335.1	58044	92	none	0	0		NC_073335.1 Arthrobacter phage DevitoJr, complete genome
NC_073336.1	58217	90	none	0	0		NC_073336.1 Arthrobacter phage ScienceWizSam, complete genome
NC_073362.1	53094	88	none	1	0		NC_073362.1 Microbacterium phage Kozie, complete genome
NC_073363.1	55957	94	none	1	0		NC_073363.1 Microbacterium phage Cressida, complete genome
NC_073364.1	55686	97	none	1	0		NC_073364.1 Microbacterium phage Matzah, complete genome
NC_073365.1	55366	92	none	1	0		NC_073365.1 Microbacterium phage Cinna, complete genome
NC_073366.1	56033	95	none	1	0		NC_073366.1 Microbacterium phage Margaery, complete genome
NC_073367.1	55691	95	none	0	0		NC_073367.1 Microbacterium phage Terij, complete genome
NC_073368.1	55210	89	none	0	0		NC_073368.1 Microbacterium phage Megan, complete genome
NC_073369.1	53154	88	none	1	0		NC_073369.1 Microbacterium phage Honeyfin, complete genome
NC_073370.1	52659	86	none	1	0		NC_073370.1 Microbacterium phage Shotgun, complete genome
NC_073371.1	52987	89	none	1	0		NC_073371.1 Microbacterium phage ClearAsMud, complete genome
NC_073372.1	53614	89	none	1	0		NC_073372.1 Microbacterium phage NoodlelyBoi, complete genome
NC_073373.1	53975	84	none	0	0		NC_073373.1 Microbacterium phage Tyrumbra, complete genome
NC_073374.1	54347	94	none	0	0		NC_073374.1 Microbacterium phage Ariadne, complete genome
NC_073375.1	53352	88	none	0	0		NC_073375.1 Microbacterium phage Jayden, complete genome
NC_073376.1	53496	87	none	0	0		NC_073376.1 Microbacterium phage Teamocil, complete genome
NC_073427.1	40567	70	none	0	0		NC_073427.1 Microbacterium phage Franklin22, complete genome
NC_073428.1	41876	66	none	0	0		NC_073428.1 Microbacterium phage Quenya, complete genome
NC_073429.1	42169	64	none	0	0		NC_073429.1 Microbacterium phage Celaena, complete genome
NC_073430.1	41712	64	none	0	0		NC_073430.1 Microbacterium phage Katzastrophic, complete genome
NC_073431.1	41522	66	none	0	0		NC_073431.1 Microbacterium phage AvGardian, complete genome
NC_073432.1	42139	69	none	0	0		NC_073432.1 Microbacterium phage Elva, complete genome
NC_073433.1	41814	69	none	0	0		NC_073433.1 Microbacterium phage Stoor, complete genome
NC_073434.1	41692	68	none	0	0		NC_073434.1 Microbacterium Phage DirtyBubble, complete genome
NC_073435.1	41594	68	none	0	0		NC_073435.1 Microbacterium phage Stromboli, complete genome
NC_073436.1	42129	69	none	0	0		NC_073436.1 Microbacterium phage Arroyo, complete genome
NC_073437.1	42174	69	none	0	0		NC_073437.1 Microbacterium phage Lahqtemish, complete genome
NC_073438.1	42655	74	none	0	0		NC_073438.1 Microbacterium phage Didgeridoo, complete genome
NC_073439.1	41958	69	none	0	0		NC_073439.1 Microbacterium phage IndyLu, complete genome
NC_073440.1	40883	67	none	0	0		NC_073440.1 Microbacterium phage Albright, complete genome
NC_073441.1	41195	67	none	0	0		NC_073441.1 Microbacterium phage Doobus, complete genome
NC_073442.1	41417	69	none	0	0		NC_073442.1 Microbacterium phage Burritobowl, complete genome
NC_073443.1	41340	66	none	0	0		NC_073443.1 Microbacterium phage DickRichards, complete genome
NC_073444.1	41200	69	none	0	0		NC_073444.1 Microbacterium phage Avocadoman, complete genome
NC_073445.1	41003	68	none	0	0		NC_073445.1 Microbacterium phage Abigail, complete genome
NC_073446.1	41448	70	none	0	0		NC_073446.1 Microbacterium phage Lynlen, complete genome
NC_073447.1	41261	68	none	0	0		NC_073447.1 Microbacterium phage Kenzers, complete genome
NC_073448.1	41379	68	none	0	0		NC_073448.1 Microbacterium phage Eula, complete genome
NC_073449.1	41685	69	none	0	0		NC_073449.1 Microbacterium phage QMacho, complete genome
NC_073450.1	41510	69	none	0	0		NC_073450.1 Microbacterium phage Swervy, complete genome
NC_073451.1	41147	67	none	0	0		NC_073451.1 Microbacterium phage Jovita, complete genome
NC_073452.1	41814	68	none	0	0		NC_073452.1 Microbacterium phage BubbaBear, complete genome
NC_073453.1	41471	67	none	0	0		NC_073453.1 Microbacterium phage CroZenni, complete genome
NC_073454.1	41531	69	none	0	0		NC_073454.1 Microbacterium phage SansAfet, complete genome
NC_073455.1	41665	67	none	0	0		NC_073455.1 Microbacterium phage AnnaLie, complete genome
NC_073456.1	69165	96	none	0	0		NC_073456.1 Rhodococcus phage ChewyVIII, complete genome
NC_073457.1	34742	54	none	0	0		NC_073457.1 Streptomyces phage Chymera, complete genome
NC_073458.1	37429	45	none	0	0		NC_073458.1 Corynebacterium phage EmiRose, complete genome
NC_073459.1	47895	75	none	0	0		NC_073459.1 Gordonia phage Finkle, complete genome
NC_073460.1	39738	76	none	0	0		NC_073460.1 Microbacterium phage Footloose, complete genome
NC_073461.1	129136	155	none	0	0		NC_073461.1 Streptomyces phage Gilgamesh, complete genome
NC_073462.1	56362	96	none	0	0		NC_073462.1 Streptomyces phage Ibantik, complete genome
NC_073463.1	38341	58	none	0	0		NC_073463.1 Mycobacterium phage IdentityCrisis, complete genome
NC_073464.1	49798	86	none	0	0		NC_073464.1 Mycobacterium phage LilSpotty, complete genome
NC_073465.1	54301	80	none	0	0		NC_073465.1 Mycobacterium phage MalagasyRose, complete genome
NC_073466.1	33432	49	none	1	0		NC_073466.1 Microbacterium phage OscarSo, complete genome
NC_073467.1	16662	23	none	1	0		NC_073467.1 Microbacterium phage PineapplePizza, complete genome
NC_073468.1	186095	306	none	1	0		NC_073468.1 Microbacterium phage Pumpernickel, complete genome
NC_073469.1	42211	65	none	0	0		NC_073469.1 Arthrobacter phage Shambre1, complete genome
NC_073470.1	45431	64	none	0	0		NC_073470.1 Microbacterium phage Shocker, complete genome
NC_073471.1	35189	52	none	0	0		NC_073471.1 Rothia phage Spartoi, complete genome
NC_073472.1	57163	80	none	0	0		NC_073472.1 Streptomyces phage Success, complete genome
NC_073473.1	93606	124	none	0	0		NC_073473.1 Streptomyces phage TurkishDelight, complete genome
NC_073474.1	84560	158	none	0	0		NC_073474.1 Gordonia phage VanLee, complete genome
NC_073475.1	46226	65	none	1	0		NC_073475.1 Rhodococcus phage Mbo4, complete genome
NC_073476.1	18290	22	none	1	0		NC_073476.1 Curtobacterium phage Pize, complete genome
NC_073477.1	17554	20	none	1	0		NC_073477.1 Curtobacterium phage Reje, complete genome
NC_073478.1	17827	21	none	0	0		NC_073478.1 Bifidobacterium phage BD811P2, complete genome
NC_073479.1	18418	25	none	0	0		NC_073479.1 Glutamicibacter phage Voltaire genome assembly, complete genome: monopartite
NC_073480.1	18277	21	none	1	0		NC_073480.1 Rhizobium phage RHph_N3_8, complete genome
NC_073481.1	14601	20	none	0	0		NC_073481.1 Clostridium phage CI461P1, complete genome
NC_073482.1	14205	18	none	0	0		NC_073482.1 Clostridium phage CI55P1, complete genome
NC_073483.1	38137	54	none	0	0		NC_073483.1 Streptomyces phage Ignacio, complete genome
NC_073484.1	37409	56	none	0	0		NC_073484.1 Streptomyces phage Eklok, complete genome
NC_073485.1	37765	58	none	0	0		NC_073485.1 Streptomyces phage AxeJC, complete genome
NC_073486.1	37129	54	none	0	0		NC_073486.1 Streptomyces phage Vondra, complete genome
NC_073487.1	38234	55	none	0	0		NC_073487.1 Streptomyces phage HFrancette, complete genome
NC_073488.1	37566	56	none	0	0		NC_073488.1 Streptomyces phage Cumberbatch, complete genome
NC_073489.1	37544	56	none	0	0		NC_073489.1 Streptomyces phage Piccadilly, complete genome
NC_073490.1	37536	56	none	0	0		NC_073490.1 Streptomyces phage Eastland, complete genome
NC_073588.1	42378	66	none	1	0		NC_073588.1 Arthrobacter phage Nandita, complete genome
NC_073589.1	43182	68	none	1	0		NC_073589.1 Arthrobacter phage Ryan, complete genome
NC_073590.1	41834	62	none	1	0		NC_073590.1 Arthrobacter phage Cole, complete genome
NC_073591.1	42874	65	none	1	0		NC_073591.1 Arthrobacter phage Zaheer, complete genome
NC_073592.1	41822	66	none	1	0		NC_073592.1 Arthrobacter phage Popper, complete genome
NC_073593.1	42954	62	none	1	0		NC_073593.1 Arthrobacter phage Elesar, complete genome
NC_073594.1	50446	90	none	1	0		NC_073594.1 Arthrobacter phage Bauer, complete genome
NC_073595.1	15013	23	none	0	0		NC_073595.1 Arthrobacter phage Noely, complete genome
NC_073596.1	15771	25	none	1	0		NC_073596.1 Arthrobacter phage Corgi, complete genome
NC_073597.1	15675	18	none	1	0		NC_073597.1 Arthrobacter phage Idaho, complete genome
NC_073598.1	16302	25	none	1	0		NC_073598.1 Arthrobacter phage BlueFeather, complete genome
NC_073599.1	15369	22	none	1	0		NC_073599.1 Arthrobacter phage Whytu, complete genome
NC_073600.1	15193	23	none	1	0		NC_073600.1 Arthrobacter phage Yavru, complete genome
NC_073601.1	94775	172	none	0	0		NC_073601.1 Pseudomonas phage EM, complete genome
NC_073602.1	93536	168	none	0	0		NC_073602.1 Pseudomonas phage SPA01, complete genome
NC_073603.1	93975	175	none	0	0		NC_073603.1 Pseudomonas phage PaGz-1, complete genome
NC_073604.1	93656	176	none	0	0		NC_073604.1 Pseudomonas phage SPA05, complete genome
NC_073605.1	92730	172	none	0	0		NC_073605.1 Pseudomonas phage ITTPL, complete genome
NC_073606.1	93031	172	none	0	0		NC_073606.1 Pseudomonas phage pPA-3099-2aT.2, complete genome
NC_073607.1	94315	173	none	0	0		NC_073607.1 Pseudomonas phage PaZq-1, complete genome
NC_073608.1	92558	173	none	0	0		NC_073608.1 Pseudomonas phage Henu5, complete genome
NC_073609.1	91394	166	none	0	0		NC_073609.1 Pseudomonas phage vB_PaM_EPA1, complete genome
NC_073610.1	92408	168	none	0	0		NC_073610.1 Pseudomonas phage PhL_UNISO_PA-DSM_ph0034, complete genome
NC_073611.1	91700	165	none	0	0		NC_073611.1 Pseudomonas phage vB_Pae_Kat, complete genome
NC_073612.1	91543	167	none	0	0		NC_073612.1 Pseudomonas phage 20Sep416, complete genome
NC_073613.1	92319	171	none	0	0		NC_073613.1 Pseudomonas phage vB_PaeM_LCK69, complete genome
NC_073614.1	92420	170	none	0	0		NC_073614.1 Pseudomonas phage vB_PaeM_B31, complete genome
NC_073615.1	92114	167	none	0	0		NC_073615.1 Pseudomonas phage HJ01, complete genome
NC_073616.1	92835	170	none	0	0		NC_073616.1 Pseudomonas phage vB_PaeS_B8, complete genome
NC_073617.1	93296	171	none	0	0		NC_073617.1 Pseudomonas phage YS35, complete genome
NC_073618.1	91901	169	none	0	0		NC_073618.1 Pseudomonas phage vB_PaeM_B55, complete genome
NC_073619.1	92467	169	none	0	0		NC_073619.1 Pseudomonas phage vB_PA45_GUMS, complete genome
NC_073620.1	92393	171	none	0	0		NC_073620.1 Pseudomonas phage phipa10, complete genome
NC_073621.1	88705	160	none	0	0		NC_073621.1 Pseudomonas phage vB_Paer_Ps12, complete genome
NC_073622.1	92515	169	none	0	0		NC_073622.1 Pseudomonas phage vB_Paer_PsIn, complete genome
NC_073623.1	92710	171	none	0	0		NC_073623.1 Pseudomonas phage vB_Paer_PsCh, complete genome
NC_073672.1	63654	68	none	0	0		NC_073672.1 Pseudomonas phage PA8, complete genome
NC_073673.1	62874	67	none	0	0		NC_073673.1 Pseudomonas phage vB_PaeP_E220, complete genome
NC_073674.1	64149	65	none	0	0		NC_073674.1 Pseudomonas phage phiC725A genome assembly
NC_073675.1	64746	68	none	0	0		NC_073675.1 Pseudomonas phage LKA5, complete genome
NC_073676.1	64021	71	none	0	0		NC_073676.1 Pseudomonas phage Epa33, complete genome
NC_073677.1	94844	172	none	0	0		NC_073677.1 Pseudomonas phage PHB09, complete genome
NC_073678.1	97330	175	none	0	0		NC_073678.1 Pseudomonas phage PPSC2, complete genome
NC_073679.1	97636	173	none	1	0		NC_073679.1 Pseudomonas phage Kremar, complete genome
NC_073680.1	98536	171	none	0	0		NC_073680.1 Pseudomonas phage M5.1, complete genome
NC_073681.1	98440	174	none	0	0		NC_073681.1 Pseudomonas phage psageK4, complete genome
NC_073682.1	94020	164	none	0	0		NC_073682.1 Pseudomonas phage psageK4e, complete genome
NC_073683.1	98951	177	none	0	0		NC_073683.1 Pseudomonas phage phiPsa397, complete genome
NC_073684.1	98800	177	none	0	0		NC_073684.1 Pseudomonas phage phiPsa381, complete genome
NC_073685.1	99689	176	none	0	0		NC_073685.1 Pseudomonas phage phiPsa347, complete genome
NC_073686.1	100180	178	none	0	0		NC_073686.1 Pseudomonas phage phiPsa267, complete genome
NC_073687.1	99272	179	none	0	0		NC_073687.1 Pseudomonas phage phiPsa300, complete genome
NC_073688.1	98739	173	none	0	0		NC_073688.1 Pseudomonas phage phiPsa315, complete genome
NC_073689.1	99455	179	none	0	0		NC_073689.1 Pseudomonas phage PE09, complete genome
NC_073690.1	99229	179	none	0	0		NC_073690.1 Pseudomonas phage PN09, complete genome
NC_073747.1	28946	39	none	0	0		NC_073747.1 Salmonella phage STYP1, complete genome
NC_073748.1	6722	8	none	0	0		NC_073748.1 Vibrio phage pre-CTX, complete genome
NC_073749.1	5215	8	none	0	0		NC_073749.1 Vibrio phage pre-CTX, complete genome
NC_073750.1	7180	11	none	0	1		NC_073750.1 Vibrio phage VP24-2_Ke, complete genome
NC_073751.1	6608	10	none	0	0		NC_073751.1 Erwinia phage PEar6, complete genome
NC_073752.1	6454	12	none	0	0		NC_073752.1 Xanthomonas phage Cf2, complete genome
NC_073753.1	6372	12	none	0	1		NC_073753.1 Xanthomonas phage phiLf2, complete genome
NC_073754.1	6062	11	none	0	0		NC_073754.1 Xanthomonas phage phiLF, complete genome
NC_073755.1	6564	12	none	0	0		NC_073755.1 Xanthomonas phage phiXv2, complete genome
NC_073756.1	10061	14	none	0	0		NC_073756.1 Pseudomonas phage pf8_ST274-AUS411, complete genome
NC_073757.1	7540	10	none	0	0		NC_073757.1 Ralstonia phage RSBg, complete genome
NC_073758.1	6117	8	none	0	0		NC_073758.1 Vibrio phage VAI1, complete genome
NC_073759.1	8529	13	none	0	0		NC_073759.1 Vibrio phage VALG_phi6, complete genome
NC_073760.1	7311	10	none	0	0		NC_073760.1 Vibrio phage VALG_phi8, complete genome
NC_073761.1	7878	13	none	0	0		NC_073761.1 Spiroplasma phage SVGII3, complete genome
NC_073762.1	3878	3	none	0	0		NC_073762.1 TPA: SsRNA phage Gephyllon.2_13 genomic sequence
NC_073763.1	3999	3	none	0	0		NC_073763.1 TPA: SsRNA phage Gerhypos.2_20 genomic sequence
NC_073764.1	4073	4	none	0	0		NC_073764.1 TPA: SsRNA phage SRR7976325_2 genomic sequence
NC_073765.1	3670	3	none	0	0		NC_073765.1 TPA: SsRNA phage SRR7976299_3 genomic sequence
NC_073766.1	4169	5	none	0	0		NC_073766.1 TPA: SsRNA phage SRR5466365_1 genomic sequence
NC_073767.1	3976	4	none	0	0		NC_073767.1 TPA: SsRNA phage SRR5466725_3 genomic sequence
NC_073768.1	3727	3	none	0	0		NC_073768.1 TPA: SsRNA phage ESE020 genomic sequence
NC_073769.1	3862	3	none	0	0		NC_073769.1 TPA: SsRNA phage SRR5466728_1 genomic sequence
NC_073770.1	3818	4	none	0	0		NC_073770.1 TPA: SsRNA phage Gerhypos.4_36 genomic sequence
NC_073771.1	3867	3	none	0	0		NC_073771.1 TPA: SsRNA phage Gephyllon.4_5 genomic sequence
NC_073772.1	3420	3	none	0	0		NC_073772.1 TPA: SsRNA phage SRR7976301_2 genomic sequence
NC_073773.1	4294	4	none	0	0		NC_073773.1 TPA: SsRNA phage Gerhypos.2_38 genomic sequence
NC_073774.1	3615	3	none	0	0		NC_073774.1 TPA: SsRNA phage SRR6254353_1 genomic sequence
NC_073775.1	4222	4	none	0	0		NC_073775.1 TPA: SsRNA phage SRR6960509_2 genomic sequence
NC_073776.1	3944	4	none	0	0		NC_073776.1 TPA: SsRNA phage Gerhypos.2_22 genomic sequence
NC_073777.1	4096	4	none	0	0		NC_073777.1 TPA: SsRNA phage Gephyllon.2_10 genomic sequence
NC_073778.1	4058	4	none	0	0		NC_073778.1 TPA: SsRNA phage Gephyllon.3_17 genomic sequence
NC_073779.1	3980	4	none	0	0		NC_073779.1 TPA: SsRNA phage SRR5467090_1 genomic sequence
NC_073780.1	3791	3	none	0	0		NC_073780.1 TPA: SsRNA phage SRR7976356_4 genomic sequence
NC_073781.1	4212	4	none	0	0		NC_073781.1 TPA: SsRNA phage Zoerhiza.4_1 genomic sequence
NC_073782.1	3545	3	none	0	0		NC_073782.1 TPA: SsRNA phage SRR6050738_1 genomic sequence
NC_073783.1	4535	4	none	0	0		NC_073783.1 TPA: SsRNA phage SRR7976310_1 genomic sequence
NC_073784.1	3634	3	none	0	0		NC_073784.1 TPA: SsRNA phage SRR5466728_2 genomic sequence
NC_073785.1	4072	5	none	0	0		NC_073785.1 TPA: SsRNA phage Gerhypos.2_18 genomic sequence
NC_073786.1	3966	4	none	0	0		NC_073786.1 TPA: SsRNA phage Esthiorhiza.2_46 genomic sequence
NC_073787.1	3529	3	none	0	0		NC_073787.1 TPA: SsRNA phage Esthiorhiza.3_13 genomic sequence
NC_073788.1	4022	4	none	0	0		NC_073788.1 TPA: SsRNA phage Gerhypos.1_5 genomic sequence
NC_073789.1	3973	4	none	0	0		NC_073789.1 TPA: SsRNA phage Gerhypos.1_41 genomic sequence
NC_073790.1	4257	4	none	0	0		NC_073790.1 TPA: SsRNA phage Gerhypos.4_10 genomic sequence
NC_073791.1	4044	5	none	0	0		NC_073791.1 TPA: SsRNA phage Zoerhiza.3_1 genomic sequence
NC_073792.1	3596	4	none	0	0		NC_073792.1 TPA: SsRNA phage SRR7976357_3 genomic sequence
NC_073793.1	3710	3	none	0	0		NC_073793.1 TPA: SsRNA phage SRR6960509_1 genomic sequence
NC_073794.1	4075	3	none	0	0		NC_073794.1 TPA: SsRNA phage Zoerhiza.1_9 genomic sequence
NC_073795.1	3622	2	none	0	0		NC_073795.1 TPA: SsRNA phage SRR5466337_1 genomic sequence
NC_073796.1	4261	5	none	0	0		NC_073796.1 TPA: SsRNA phage SRR6960803_3 genomic sequence
NC_073797.1	4061	4	none	0	0		NC_073797.1 TPA: SsRNA phage SRR7976356_3 genomic sequence
NC_073798.1	3923	4	none	0	0		NC_073798.1 TPA: SsRNA phage SRR7976326_2 genomic sequence
NC_073799.1	3655	3	none	0	0		NC_073799.1 TPA: SsRNA phage SRR5467139_1 genomic sequence
NC_073800.1	3870	3	none	0	0		NC_073800.1 TPA: SsRNA phage SRR5467091_2 genomic sequence
NC_073801.1	3590	4	none	0	0		NC_073801.1 TPA: SsRNA phage SRR5466364_2 genomic sequence
NC_073802.1	3570	4	none	0	0		NC_073802.1 TPA: SsRNA phage SRR5467091_3 genomic sequence
NC_073803.1	3587	3	none	0	0		NC_073803.1 TPA: SsRNA phage SRR6960551_2 genomic sequence
NC_073804.1	3526	4	none	0	0		NC_073804.1 TPA: SsRNA phage SRR7976325_3 genomic sequence
NC_073805.1	3708	4	none	0	0		NC_073805.1 TPA: SsRNA phage Gephyllon.1_9 genomic sequence
NC_073806.1	3924	4	none	0	0		NC_073806.1 TPA: SsRNA phage Gerhypos.4_28 genomic sequence
NC_073807.1	3970	3	none	0	0		NC_073807.1 TPA: SsRNA phage Zoerhiza.4_15 genomic sequence
NC_073808.1	3991	3	none	0	0		NC_073808.1 TPA: SsRNA phage Zoerhiza.1_12 genomic sequence
NC_073809.1	3685	2	none	0	0		NC_073809.1 TPA: SsRNA phage Esthiorhiza.3_4 genomic sequence
NC_073810.1	3902	3	none	0	0		NC_073810.1 TPA: SsRNA phage Gephyllon.2_11 genomic sequence
NC_073811.1	3757	3	none	0	0		NC_073811.1 TPA: SsRNA phage SRR7976299_1 genomic sequence
NC_073812.1	3503	3	none	0	0		NC_073812.1 TPA: SsRNA phage SRR7976299_2 genomic sequence
NC_073813.1	3799	3	none	0	0		NC_073813.1 TPA: SsRNA phage Gerhypos.2_9 genomic sequence
NC_073814.1	3679	3	none	0	0		NC_073814.1 TPA: SsRNA phage SRR6960803_1 genomic sequence
NC_073815.1	3452	3	none	0	0		NC_073815.1 TPA: SsRNA phage SRR7976301_1 genomic sequence
NC_073816.1	3680	5	none	0	0		NC_073816.1 TPA: SsRNA phage SRR7976357_4 genomic sequence
NC_073817.1	3592	3	none	0	0		NC_073817.1 TPA: SsRNA phage SRR7976356_1 genomic sequence
NC_073818.1	3867	4	none	0	0		NC_073818.1 TPA: SsRNA phage Zoerhiza.2_8 genomic sequence
NC_073819.1	4265	4	none	0	0		NC_073819.1 TPA: SsRNA phage Esthiorhiza.2_7 genomic sequence
NC_073820.1	4058	4	none	0	0		NC_073820.1 TPA: SsRNA phage Gephyllon.3_2 genomic sequence
NC_073821.1	4170	5	none	0	0		NC_073821.1 TPA: SsRNA phage Gephyllon.4_3 genomic sequence
NC_073822.1	4037	4	none	0	0		NC_073822.1 TPA: SsRNA phage Esthiorhiza.4_2 genomic sequence
NC_073823.1	3935	4	none	0	0		NC_073823.1 TPA: SsRNA phage Zoerhiza.3_2 genomic sequence
NC_073824.1	4288	4	none	0	0		NC_073824.1 TPA: SsRNA phage Zoerhiza.1_27 genomic sequence
NC_073825.1	3502	3	none	0	0		NC_073825.1 TPA: SsRNA phage ESE018 genomic sequence
NC_073826.1	3928	3	none	0	0		NC_073826.1 TPA: SsRNA phage SRR5466364_1 genomic sequence
NC_073827.1	3724	3	none	0	0		NC_073827.1 TPA: SsRNA phage SRR6960549_1 genomic sequence
NC_073828.1	3756	3	none	0	0		NC_073828.1 TPA: SsRNA phage SRR7976325_1 genomic sequence
NC_073829.1	3736	3	none	0	0		NC_073829.1 TPA: SsRNA phage SRR7976357_1 genomic sequence
NC_073830.1	3753	3	none	0	0		NC_073830.1 TPA: SsRNA phage SRR7976357_2 genomic sequence
NC_073831.1	4308	4	none	0	0		NC_073831.1 TPA: SsRNA phage SRR5466725_4 genomic sequence
NC_073832.1	3858	4	none	0	0		NC_073832.1 TPA: SsRNA phage SRR5467091_1 genomic sequence
NC_073833.1	3761	3	none	0	0		NC_073833.1 TPA: SsRNA phage SRR6960551_1 genomic sequence
NC_073834.1	3871	4	none	0	0		NC_073834.1 TPA: SsRNA phage SRR7976310_2 genomic sequence
NC_073835.1	4069	3	none	0	0		NC_073835.1 TPA: SsRNA phage Esthiorhiza.2_15 genomic sequence
NC_073836.1	3800	3	none	0	0		NC_073836.1 TPA: SsRNA phage Gerhypos.4_59 genomic sequence
NC_073837.1	3933	4	none	0	0		NC_073837.1 TPA: SsRNA phage Zoerhiza.1_36 genomic sequence
NC_073838.1	4014	4	none	0	0		NC_073838.1 TPA: SsRNA phage Zoerhiza.4_7 genomic sequence
NC_073839.1	3550	3	none	0	0		NC_073839.1 TPA: SsRNA phage Gerhypos.3_27 genomic sequence
NC_073840.1	3983	4	none	0	0		NC_073840.1 TPA: SsRNA phage Gephyllon.1_7 genomic sequence
NC_073841.1	3710	3	none	0	0		NC_073841.1 TPA: SsRNA phage Gephyllon.2_6 genomic sequence
NC_073842.1	4423	5	none	0	0		NC_073842.1 TPA: SsRNA phage SRR6960803_2 genomic sequence
NC_073843.1	3932	3	none	0	0		NC_073843.1 TPA: SsRNA phage Zoerhiza.2_26 genomic sequence
NC_073844.1	4074	3	none	0	0		NC_073844.1 TPA: SsRNA phage Gerhypos.2_41 genomic sequence
NC_073845.1	3765	3	none	0	0		NC_073845.1 TPA: SsRNA phage SRR7976356_2 genomic sequence
NC_073846.1	4229	4	none	0	0		NC_073846.1 TPA: SsRNA phage SRR5466725_2 genomic sequence
NC_073847.1	3933	3	none	0	0		NC_073847.1 TPA: SsRNA phage SRR7976326_1 genomic sequence
NC_073848.1	4420	4	none	0	0		NC_073848.1 TPA: SsRNA phage SRR6960549_2 genomic sequence
NC_073849.1	3364	3	none	0	0		NC_073849.1 TPA: SsRNA phage SRR5466725_1 genomic sequence
NC_073850.1	3634	2	none	0	0		NC_073850.1 TPA: SsRNA phage Gephyllon.1_12 genomic sequence
NC_073851.1	4513	4	none	0	0		NC_073851.1 TPA: SsRNA phage Esthiorhiza.4_4 genomic sequence
NC_073852.1	4392	4	none	0	0		NC_073852.1 TPA: SsRNA phage Gephyllon.1_2 genomic sequence
NC_073853.1	3642	3	none	0	0		NC_073853.1 TPA: SsRNA phage SRR5995670_1 genomic sequence
NC_073854.1	3543	3	none	0	0		NC_073854.1 TPA: SsRNA phage SRR7976325_5 genomic sequence
NC_073855.1	3749	3	none	0	0		NC_073855.1 TPA: SsRNA phage SRR6960803_4 genomic sequence
NC_073856.1	3669	3	none	0	0		NC_073856.1 TPA: SsRNA phage SRR6960509_4 genomic sequence
NC_073857.1	4458	4	none	0	0		NC_073857.1 TPA: SsRNA phage SRR5466725_8 genomic sequence
NC_073858.1	3575	4	none	0	0		NC_073858.1 TPA: SsRNA phage SRR7976300_7 genomic sequence
NC_073859.1	3469	4	none	0	0		NC_073859.1 TPA: SsRNA phage ESE006 genomic sequence
NC_073860.1	3934	4	none	0	0		NC_073860.1 TPA: SsRNA phage Esthiorhiza.4_3 genomic sequence
NC_073861.1	4021	4	none	0	0		NC_073861.1 TPA: SsRNA phage Gerhypos.4_17 genomic sequence
NC_073862.1	3662	3	none	0	0		NC_073862.1 TPA: SsRNA phage SRR7976325_13 genomic sequence
NC_073863.1	4311	5	none	0	0		NC_073863.1 TPA: SsRNA phage Esthiorhiza.2_44 genomic sequence
NC_073864.1	4349	5	none	0	0		NC_073864.1 TPA: SsRNA phage Zoerhiza.1_26 genomic sequence
NC_073865.1	4209	4	none	0	0		NC_073865.1 TPA: SsRNA phage Gerhypos.1_32 genomic sequence
NC_073866.1	3641	4	none	0	0		NC_073866.1 TPA: SsRNA phage Gerhypos.3_3 genomic sequence
NC_073867.1	3942	4	none	0	0		NC_073867.1 TPA: SsRNA phage Esthiorhiza.1_9 genomic sequence
NC_073868.1	3538	3	none	0	0		NC_073868.1 TPA: SsRNA phage SRR5467091_8 genomic sequence
NC_073869.1	3515	3	none	0	0		NC_073869.1 TPA: SsRNA phage SRR6960540_1 genomic sequence
NC_073870.1	3661	3	none	0	0		NC_073870.1 TPA: SsRNA phage SRR7976357_8 genomic sequence
NC_073871.1	3892	3	none	0	0		NC_073871.1 TPA: SsRNA phage SRR5466725_10 genomic sequence
NC_073872.1	3672	3	none	0	0		NC_073872.1 TPA: SsRNA phage Esthiorhiza.4_18 genomic sequence
NC_073873.1	3526	3	none	0	0		NC_073873.1 TPA: SsRNA phage SRR6960551_10 genomic sequence
NC_073874.1	4201	4	none	0	0		NC_073874.1 TPA: SsRNA phage SRR7976301_6 genomic sequence
NC_073875.1	3579	3	none	0	0		NC_073875.1 TPA: SsRNA phage SRR7976300_3 genomic sequence
NC_073876.1	4008	3	none	0	0		NC_073876.1 TPA: SsRNA phage SRR6050738_2 genomic sequence
NC_073877.1	3326	3	none	0	0		NC_073877.1 TPA: SsRNA phage SRR5995670_2 genomic sequence
NC_073878.1	4155	5	none	0	0		NC_073878.1 TPA: SsRNA phage SRR7976310_8 genomic sequence
NC_073879.1	3827	3	none	0	0		NC_073879.1 TPA: SsRNA phage SRR7976310_11 genomic sequence
NC_073880.1	4295	4	none	0	0		NC_073880.1 TPA: SsRNA phage SRR6960551_4 genomic sequence
