accession	n_cds	core_completeness	n_core	VirB1	VirB1_score	VirB2	VirB2_score	VirB3	VirB3_score	VirB4	VirB4_score	VirB4b	VirB4b_score	VirB5	VirB5_score	VirB6	VirB6_score	VirB7	VirB7_score	VirB8	VirB8_score	VirB9	VirB9_score	VirB10	VirB10_score	VirB11	VirB11_score	VirD4	VirD4_score	TraN	TraN_score
NZ_CP119569.1	255	7/7	7	none		ga:136:129822..130226:+	71.1	ga:137:130219..130518:+	62.8	ga:138:130522..132990:+	182.1	ga:138:130522..132990:+	129.0	none		ga:141:133989..135179:+	109.6	none		ga:142:135197..135874:+	122.2	ga:143:135892..136743:+	184.2	ga:145:137232..138554:+	226.1	ga:135:128861..129832:+	131.6	ga:192:182971..184932:+	547.5	none	
NZ_CP119582.2	55	7/7	7	ga:45:32992..33636:+	47.1	ga:46:33620..33910:+	73.5	ga:47:33934..36693:+	44.8	ga:47:33934..36693:+	133.3	ga:47:33934..36693:+	71.9	ga:48:36695..37432:+	57.5	ga:50:37714..38769:+	131.7	none		ga:51:38959..39681:+	116.0	ga:52:39687..40616:+	132.4	ga:53:40613..41827:+	128.6	ga:54:41845..42882:+	66.4	ga:0:1..1836:+	543.4	none	
NZ_CP119681.1	59	7/7	7	ga:35:28278..28922:+	23.4	ga:24:17952..18416:+	63.6	ga:25:18420..18731:+	49.8	ga:26:18728..21286:+	91.0	ga:26:18728..21286:+	112.1	none		ga:33:25932..27662:+	142.0	none		ga:27:21283..22065:+	144.6	ga:28:22083..22982:+	185.3	ga:30:23481..24902:+	223.1	ga:23:16973..17935:+	127.4	ga:57:49528..51441:-	525.1	none	
NZ_CP119799.1	285	1/7	1	none		none		none		ga:125:117123..119261:-	22.4	none		none		none		none		none		none		none		none		none		none	
NZ_CP119806.1	82	1/7	1	none		none		none		ga:60:63163..65358:-	22.3	none		none		none		none		none		none		none		none		none		none	
NZ_CP119808.1	102	1/7	1	none		none		none		ga:38:36856..39063:+	22.5	none		none		none		none		none		none		none		none		none		none	
NZ_CP119813.1	154	1/7	1	none		none		none		ga:95:92656..94851:-	22.1	none		none		none		none		none		none		none		none		none		none	
NZ_CP119865.1	539	7/7	7	none		ga:162:162512..162811:+	87.8	ga:163:162814..163155:+	105.3	ga:164:163148..165529:+	172.7	ga:164:163148..165529:+	107.5	ga:165:165529..166227:+	209.3	ga:167:166462..167397:+	163.8	none		ga:169:167703..168374:+	221.1	ga:170:168371..169225:+	185.3	ga:171:169240..170412:+	185.6	ga:172:170421..171431:+	100.3	ga:112:114859..116778:-	326.6	none	
NZ_CP119973.1	449	7/7	7	none		ga:264:267829..268128:+	90.1	ga:265:268135..268473:+	106.9	ga:266:268466..270832:+	177.2	ga:266:268466..270832:+	105.6	ga:267:270829..271530:+	195.2	ga:269:271761..272693:+	166.0	none		ga:271:273016..273687:+	208.7	ga:272:273684..274541:+	185.1	ga:273:274550..275725:+	179.5	ga:274:275734..276765:+	113.2	ga:352:360100..360633:-	156.7	none	
NZ_CP119974.1	113	7/7	7	none		ga:57:51605..51904:+	84.3	ga:58:51909..52250:+	105.5	ga:59:52243..54624:+	178.2	ga:59:52243..54624:+	111.2	ga:60:54624..55322:+	210.1	ga:62:55558..56493:+	161.8	none		ga:64:56799..57470:+	217.4	ga:65:57467..58321:+	186.2	ga:66:58335..59507:+	181.6	ga:67:59517..60509:+	103.2	ga:108:102451..104367:+	328.2	none	
NZ_CP119975.1	97	7/7	7	ga:45:49076..49711:-	23.5	ga:56:59564..60028:-	63.5	ga:55:59249..59560:-	49.8	ga:54:56694..59252:-	91.0	ga:54:56694..59252:-	112.1	none		ga:47:50330..52048:-	143.0	none		ga:53:55915..56697:-	145.8	ga:52:54998..55897:-	186.5	ga:50:53081..54502:-	223.3	ga:57:60045..61007:-	127.6	ga:0:1..1914:+	525.1	none	
NZ_CP120101.1	23	1/7	1	none		none		none		ga:2:2867..5365:-	25.4	none		none		none		none		none		none		none		none		none		none	
NZ_CP120102.1	8	1/7	1	none		none		none		ga:0:1178..2650:-	27.1	none		none		none		none		none		none		none		none		none		none	
NZ_CP120213.1	120	7/7	7	none		ga:117:129843..130247:-	70.4	ga:116:129551..129850:-	61.5	ga:115:127078..129540:-	188.2	ga:115:127078..129540:-	131.4	none		ga:112:124889..126079:-	113.6	none		ga:111:124212..124874:-	122.2	ga:110:123338..124195:-	186.4	ga:108:121555..122853:-	226.6	ga:118:130237..131208:-	132.1	ga:39:38856..40799:-	562.6	none	
NZ_CP120214.1	86	7/7	7	ga:18:16640..17812:-	75.2	ga:21:20644..21015:-	50.1	ga:20:20316..20702:-	48.2	ga:19:17790..20312:-	142.6	ga:19:17790..20312:-	92.7	none		ga:16:14535..15608:-	90.4	none		ga:15:13676..14410:-	113.8	ga:14:12864..13679:-	189.6	ga:13:11489..12862:-	197.1	ga:12:10443..11492:-	125.1	ga:11:7664..10474:-	225.6	none	
NZ_CP120216.1	572	7/7	7	ga:342:362862..363587:-	48.6	ga:75:76743..77042:+	89.7	ga:76:77048..77386:+	106.1	ga:339:359811..362174:-	212.5	ga:77:77379..79745:+	108.1	ga:78:79742..80443:+	197.5	ga:80:80674..81606:+	166.1	none		ga:82:81928..82599:+	211.2	ga:83:82596..83453:+	185.0	ga:84:83462..84637:+	179.0	ga:85:84646..85659:+	109.8	ga:327:347571..349448:-	486.8	none	
NZ_CP120317.1	44	7/7	7	ga:30:30098..30745:-	45.2	ga:29:29824..30120:-	77.5	ga:28:27052..29805:-	46.6	ga:28:27052..29805:-	148.0	ga:28:27052..29805:-	75.3	ga:27:26292..27041:-	67.5	ga:25:24920..25981:-	134.6	none		ga:24:23962..24675:-	120.0	ga:23:23028..23957:-	133.8	ga:22:21826..23031:-	134.5	ga:21:20793..21824:-	76.5	ga:20:18955..20790:-	488.6	none	
NZ_CP120320.1	44	7/7	7	ga:30:30098..30745:-	45.2	ga:29:29824..30120:-	77.5	ga:28:27052..29805:-	46.6	ga:28:27052..29805:-	148.0	ga:28:27052..29805:-	75.3	ga:27:26292..27041:-	67.5	ga:25:24920..25981:-	134.6	none		ga:24:23962..24675:-	120.0	ga:23:23028..23957:-	133.8	ga:22:21826..23031:-	134.5	ga:21:20793..21824:-	76.5	ga:20:18955..20790:-	488.6	none	
NZ_CP120330.1	66	2/7	2	ga:52:44513..45160:-	45.2	ga:51:44239..44535:-	77.5	ga:50:41467..44220:-	47.9	ga:50:41467..44220:-	147.9	ga:50:41467..44220:-	75.3	ga:49:40698..41456:-	67.3	ga:47:39387..40460:-	106.5	none		none		none		none		none		none		none	
NZ_CP120342.1	72	2/7	2	ga:58:50561..51208:-	45.2	ga:57:50287..50583:-	77.5	ga:56:47515..50268:-	47.9	ga:56:47515..50268:-	147.9	ga:56:47515..50268:-	75.3	ga:55:46746..47504:-	67.3	ga:53:45435..46508:-	106.5	none		none		none		none		none		none		none	
NZ_CP120362.1	246	7/7	7	none		ga:57:52381..52758:-	76.8	ga:56:52089..52388:-	60.6	ga:55:49635..52082:-	159.0	ga:55:49635..52082:-	121.8	none		ga:52:47510..48676:-	110.1	none		ga:51:46839..47501:-	118.2	ga:50:45994..46818:-	184.9	ga:48:44225..45526:-	226.0	ga:58:52748..53719:-	130.6	ga:237:226794..228719:-	509.9	none	
NZ_CP120363.1	232	7/7	7	ga:206:195103..196167:+	85.2	ga:203:192051..192386:+	87.6	ga:204:192390..192689:+	71.2	ga:205:192686..195106:+	128.6	ga:205:192686..195106:+	96.2	ga:207:196179..196877:+	39.8	ga:209:197108..198118:+	138.1	none		ga:210:198163..198858:+	181.6	ga:211:198855..199664:+	202.2	ga:212:199664..200881:+	209.7	ga:213:200862..201893:+	124.3	ga:214:201890..203926:+	296.3	none	
NZ_CP120366.1	1469	7/7	7	none		ga:38:30059..30358:-	88.9	ga:37:29713..30054:-	105.7	ga:36:27342..29738:-	172.7	ga:36:27342..29738:-	108.7	ga:35:26644..27342:-	201.7	ga:33:25474..26409:-	160.3	none		ga:31:24487..25158:-	215.6	ga:30:23633..24487:-	183.4	ga:29:22451..23623:-	180.8	ga:183:179858..181351:-	213.3	ga:535:528578..530146:+	487.4	none	
NZ_CP120369.1	631	7/7	7	ga:101:101101..101808:+	61.3	ga:614:614953..615336:+	70.2	ga:103:102190..102516:+	67.7	ga:104:102516..104885:+	207.0	ga:616:615639..618095:+	113.5	none		ga:106:105658..106545:+	60.4	none		ga:107:106733..107446:+	171.2	ga:108:107443..108324:+	156.4	ga:109:108321..109445:+	184.0	ga:613:613986..614963:+	129.1	ga:0:1..1983:+	558.8	none	
NZ_CP120372.1	633	7/7	7	ga:34:33761..34468:-	61.3	ga:153:149678..150061:-	70.2	ga:32:33053..33379:-	67.7	ga:31:30684..33053:-	207.0	ga:151:146919..149375:-	113.5	none		ga:29:29024..29911:-	60.4	none		ga:28:28123..28836:-	171.2	ga:27:27245..28126:-	156.4	ga:26:26124..27248:-	184.0	ga:154:150051..151028:-	129.1	ga:135:133586..135568:-	558.8	none	
NZ_CP120375.1	646	7/7	7	ga:519:497725..498432:+	61.3	ga:367:339009..339392:+	69.8	ga:521:498814..499140:+	67.7	ga:522:499140..501509:+	205.3	ga:369:339694..342150:+	117.6	none		ga:372:343110..344285:+	114.1	none		ga:526:503359..504072:+	171.2	ga:374:344989..345801:+	191.4	ga:376:346254..347552:+	220.1	ga:366:338042..339019:+	128.4	ga:414:386135..388111:+	564.6	none	
NZ_CP120513.1	55	2/7	2	none		none		none		ga:39:43336..45351:+	23.5	none		none		none		none		none		none		none		none		ga:45:49377..50927:+	460.5	none	
NZ_CP120639.1	1234	6/7	6	ga:500:436823..437905:+	78.0	ga:497:433767..434105:+	74.9	ga:498:434195..434407:+	48.1	ga:499:434413..436647:+	113.2	ga:499:434413..436647:+	102.9	ga:501:437916..438617:+	42.1	ga:502:438827..439852:+	146.6	none		ga:503:439887..440579:+	171.7	ga:504:440579..441391:+	196.5	ga:505:441391..442596:+	171.2	none		ga:508:443631..444746:+	151.3	none	
NZ_CP120640.1	270	7/7	7	none		ga:129:121016..121711:+	72.8	ga:129:121016..121711:+	58.0	ga:131:122189..124576:+	184.5	ga:130:121722..122093:+	113.9	none		ga:134:125186..125851:+	75.5	none		ga:137:126391..127053:+	117.5	ga:138:127070..128236:+	186.2	ga:139:128408..129730:+	226.7	ga:128:120055..121026:+	131.8	ga:260:257424..259394:+	548.4	none	
NZ_CP120672.1	56	7/7	7	ga:11:10846..11328:-	89.1	ga:37:36050..36403:-	32.6	ga:36:35679..36050:-	35.8	ga:35:33230..35722:-	62.7	none		ga:33:31004..31681:-	51.4	ga:31:29571..30515:-	115.7	none		ga:30:28564..29415:-	100.4	ga:29:27752..28567:-	160.4	ga:28:26415..27755:-	132.8	ga:18:16384..17946:-	195.5	ga:24:23021..24640:-	236.8	none	
NZ_CP120950.1	133	7/7	7	ga:14:7383..7874:-	76.5	none		none		ga:69:46021..48570:+	78.2	ga:69:46021..48570:+	54.8	ga:70:48576..49271:+	108.3	ga:72:49628..50620:+	98.2	none		ga:74:50807..51625:+	77.7	ga:75:51622..52536:+	116.9	ga:76:52536..53819:+	136.3	ga:19:12755..14701:+	115.9	ga:62:38321..39955:+	47.2	none	
NZ_CP120951.1	88	7/7	7	ga:43:42051..42605:-	76.3	none		ga:25:26101..26550:-	33.2	ga:24:23637..26048:-	94.4	ga:24:23637..26048:-	48.5	ga:22:22500..23171:-	127.5	ga:21:21532..22470:-	135.7	none		ga:18:20093..21001:-	123.4	ga:17:19224..20093:-	156.2	ga:16:17933..19231:-	169.1	ga:37:35447..37138:-	121.3	ga:10:12280..14499:-	311.7	none	
NZ_CP120952.1	55	7/7	7	ga:40:36652..37287:-	23.5	ga:51:47140..47604:-	63.5	ga:50:46825..47136:-	49.8	ga:49:44270..46828:-	91.0	ga:49:44270..46828:-	112.1	none		ga:42:37906..39624:-	143.0	none		ga:48:43491..44273:-	145.8	ga:47:42574..43473:-	186.5	ga:45:40657..42078:-	223.3	ga:52:47621..48583:-	127.6	ga:21:16348..18261:+	525.1	none	
NZ_CP120957.1	57	7/7	7	ga:12:11309..11944:+	23.5	ga:1:980..1444:+	63.5	ga:2:1448..1759:+	49.8	ga:3:1756..4314:+	91.0	ga:3:1756..4314:+	112.1	none		ga:10:8960..10690:+	143.0	none		ga:4:4311..5093:+	145.8	ga:5:5111..6010:+	186.5	ga:7:6506..7927:+	220.1	ga:0:1..963:+	127.6	ga:29:28169..30082:-	525.7	none	
NZ_CP121117.1	175	7/7	7	ga:26:25465..26634:-	85.3	ga:30:29444..29752:-	80.7	ga:29:29153..29431:-	70.1	ga:28:26791..29163:-	84.6	ga:28:26791..29163:-	39.9	ga:25:24606..25463:-	51.9	ga:19:19333..20340:-	103.7	none		ga:24:23932..24609:-	132.8	ga:23:23187..23921:-	150.8	ga:22:21841..23187:-	178.5	ga:21:20816..21841:-	99.3	ga:9:10349..12457:+	288.9	none	
NZ_CP121152.1	173	7/7	7	ga:32:27811..28320:-	77.3	ga:92:67296..67586:+	73.5	ga:93:67610..70369:+	44.8	ga:93:67610..70369:+	133.3	ga:93:67610..70369:+	71.9	ga:94:70371..71108:+	57.5	ga:96:71390..72445:+	131.7	none		ga:97:72635..73357:+	118.6	ga:98:73363..74292:+	132.4	ga:99:74289..75503:+	128.6	ga:100:75521..76558:+	66.4	ga:101:76563..78398:+	543.4	ga:121:91897..92526:+	213.0
NZ_CP121258.1	65	2/7	2	none		none		none		ga:2:1003..3021:+	24.5	none		none		none		none		none		none		none		none		ga:8:7043..8572:+	464.9	none	
NZ_CP121309.1	1564	7/7	7	ga:401:461772..463226:+	58.9	ga:960:1069659..1069958:-	87.1	ga:959:1069313..1069654:-	105.9	ga:958:1066954..1069338:-	162.1	ga:958:1066954..1069338:-	109.9	ga:957:1066256..1066954:-	201.0	ga:955:1065089..1066024:-	162.4	none		ga:953:1064101..1064772:-	207.8	ga:952:1063247..1064101:-	175.2	ga:951:1062065..1063237:-	183.2	ga:950:1061062..1062054:-	99.2	ga:1005:1109184..1111097:+	331.0	none	
NZ_CP121363.1	77	7/7	7	ga:63:50493..51140:-	45.6	ga:62:50219..50515:-	76.6	ga:61:47447..50200:-	46.6	ga:61:47447..50200:-	147.9	ga:61:47447..50200:-	75.3	ga:60:46678..47436:-	67.5	ga:58:45307..46440:-	109.2	none		ga:57:44349..45062:-	120.0	ga:56:43415..44344:-	133.7	ga:55:42213..43418:-	132.5	ga:54:41180..42211:-	76.3	ga:53:39342..41177:-	486.4	none	
NZ_CP121636.1	1085	7/7	7	ga:361:390269..390889:+	22.2	ga:362:390886..391185:+	90.6	ga:363:391191..391529:+	103.2	ga:364:391522..393888:+	181.8	ga:364:391522..393888:+	107.1	ga:365:393888..394586:+	200.5	ga:367:394811..395731:+	165.4	none		ga:369:396070..396741:+	209.4	ga:370:396738..397595:+	186.2	ga:371:397605..398780:+	179.8	ga:372:398787..399818:+	101.3	ga:753:774699..776612:-	328.7	none	
NZ_CP121639.1	630	3/7	3	none		ga:626:545748..546131:-	74.8	ga:625:545456..545755:-	64.7	ga:624:544126..545445:-	149.2	ga:624:544126..545445:-	125.3	none		none		none		none		none		none		ga:627:546121..547098:-	130.9	ga:620:540892..542826:-	548.0	none	
NZ_CP121640.1	133	7/7	7	none		ga:131:126671..127063:-	74.1	ga:130:126379..126678:-	63.6	ga:129:123933..126368:-	173.6	ga:129:123933..126368:-	122.3	none		ga:126:121759..122940:-	115.5	none		ga:125:121075..121737:-	134.1	ga:124:120229..121059:-	185.9	ga:122:118462..119763:-	217.6	ga:132:127053..128018:-	128.2	ga:109:104776..106728:-	554.6	none	
NZ_CP121643.1	341	7/7	7	ga:43:46505..47212:-	58.2	ga:338:353745..354128:-	73.6	ga:41:45799..46125:-	72.4	ga:40:43430..45799:-	213.2	ga:336:351595..353442:-	120.8	none		ga:38:41780..42679:-	58.3	none		ga:37:40883..41596:-	170.8	ga:36:40005..40886:-	156.0	ga:35:38866..40008:-	179.2	ga:339:354118..355095:-	126.3	ga:50:53576..55234:+	484.8	none	
NZ_CP121645.1	592	7/7	7	none		ga:562:417255..417551:-	94.7	ga:561:416917..417255:-	111.9	ga:560:414558..416924:-	173.9	ga:560:414558..416924:-	110.9	ga:559:413839..414561:-	146.6	ga:557:412602..413588:-	163.6	none		ga:555:411582..412190:-	187.2	ga:554:410704..411585:-	183.8	ga:553:409578..410723:-	174.8	ga:552:408550..409581:-	105.9	ga:551:406638..408584:-	372.9	none	
NZ_CP121651.1	974	7/7	7	ga:611:544176..545273:-	24.6	ga:952:876715..877011:-	95.3	ga:951:876377..876715:-	111.2	ga:950:874018..876384:-	170.6	ga:950:874018..876384:-	104.6	ga:949:873299..874018:-	153.1	ga:947:872062..873048:-	158.4	none		ga:946:871042..871713:-	197.0	ga:945:870194..871045:-	180.8	ga:944:869037..870182:-	178.5	ga:943:868009..869040:-	102.0	ga:942:866097..868043:-	362.7	none	
NZ_CP121653.1	2575	7/7	7	ga:623:679175..680266:-	77.8	ga:626:682979..683317:-	75.9	ga:625:682677..682976:-	69.2	ga:624:680263..682674:-	121.0	ga:624:680263..682674:-	105.3	ga:622:678460..679161:-	49.7	ga:620:677214..678239:-	147.2	none		ga:619:676493..677185:-	175.6	ga:618:675675..676490:-	194.6	ga:617:674431..675678:-	207.4	ga:616:673443..674471:-	124.3	ga:615:671428..673446:-	323.2	none	
NZ_CP121654.1	484	7/7	7	none		ga:481:537987..538370:-	74.6	ga:480:537695..537994:-	59.6	ga:479:535217..537685:-	173.8	ga:479:535217..537685:-	122.3	none		ga:477:533271..534449:-	112.5	none		ga:476:532584..533246:-	134.3	ga:475:531756..532568:-	183.8	ga:473:530006..531304:-	215.3	ga:482:538360..539337:-	125.4	ga:466:519973..522168:-	540.2	none	
NZ_CP121655.1	215	7/7	7	ga:126:120109..120966:-	84.9	ga:125:119788..120096:-	75.0	ga:124:119474..119782:-	66.9	ga:123:117060..119477:-	121.9	ga:123:117060..119477:-	97.6	none		ga:119:114157..115224:-	146.1	none		ga:118:113409..114140:-	190.8	ga:117:112576..113412:-	185.1	ga:116:111225..112592:-	209.5	ga:115:110213..111259:-	122.4	ga:114:107881..110235:-	292.0	none	
NZ_CP121656.1	180	7/7	7	ga:155:162111..162809:+	86.7	ga:87:93810..94121:+	77.3	ga:157:163180..163476:+	67.2	ga:158:163422..165932:+	138.9	ga:158:163422..165932:+	86.6	ga:160:166588..167328:+	46.1	ga:162:167552..168598:+	122.3	none		ga:163:168619..169350:+	194.6	ga:164:169347..170153:+	190.8	ga:165:170143..171423:+	205.5	ga:166:171371..172465:+	123.6	ga:102:106251..107954:-	457.3	none	
NZ_CP121660.1	1916	7/7	7	none		ga:1364:1505016..1505315:-	89.3	ga:1363:1504670..1505011:-	101.9	ga:1362:1502296..1504677:-	168.8	ga:1362:1502296..1504677:-	109.5	ga:1361:1501598..1502296:-	209.8	ga:1359:1500429..1501364:-	155.3	none		ga:1357:1499441..1500112:-	212.2	ga:1356:1498590..1499441:-	182.1	ga:1355:1497408..1498580:-	177.4	ga:1555:1696944..1698374:+	219.5	ga:1388:1530814..1532733:+	327.2	none	
NZ_CP121661.1	516	7/7	7	none		ga:513:563729..564115:-	70.2	ga:512:563440..563736:-	64.5	ga:511:560973..563429:-	173.4	ga:511:560973..563429:-	122.0	none		ga:509:559014..560204:-	117.0	none		ga:508:558327..558989:-	131.9	ga:507:557499..558311:-	188.3	ga:505:555746..557047:-	217.4	ga:514:564105..565082:-	128.3	ga:493:542578..544509:-	552.2	none	
NZ_CP121664.1	541	7/7	7	none		ga:538:558749..559132:-	74.6	ga:537:558457..558756:-	59.7	ga:536:555991..558447:-	173.8	ga:536:555991..558447:-	122.3	none		ga:534:554033..555211:-	112.5	none		ga:533:553346..554008:-	132.0	ga:532:552518..553330:-	183.8	ga:530:550768..552066:-	217.9	ga:539:559122..560099:-	125.4	ga:521:540492..542414:-	539.4	none	
NZ_CP121779.1	48	7/7	7	ga:21:15669..16379:+	101.0	ga:22:16390..16683:+	41.2	none		ga:23:16695..19406:+	78.0	ga:23:16695..19406:+	57.1	ga:24:19403..20044:+	71.2	ga:11:6749..7834:+	71.0	none		ga:12:7834..8622:+	74.6	ga:13:8637..9374:+	149.0	ga:14:9376..10755:+	180.8	ga:15:10771..11808:+	92.0	ga:19:13888..15405:+	35.6	none	
NZ_CP121830.1	84	7/7	7	none		ga:47:34307..34630:+	66.6	ga:2:653..973:+	82.6	ga:3:970..3417:+	158.4	ga:3:970..3417:+	86.2	ga:4:3414..4058:+	105.2	ga:6:4374..5384:+	161.6	none		ga:8:5706..6455:+	157.6	ga:9:6458..7291:+	208.0	ga:10:7291..8505:+	188.0	ga:11:8483..9511:+	90.4	ga:58:43471..45396:+	408.7	none	
NZ_CP121836.1	60	7/7	7	none		ga:22:22674..22997:+	66.6	ga:23:23015..23335:+	82.6	ga:24:23332..25779:+	158.4	ga:24:23332..25779:+	86.2	ga:25:25776..26420:+	105.7	ga:27:26736..27746:+	161.6	none		ga:29:28067..28816:+	157.6	ga:30:28819..29652:+	208.0	ga:31:29652..30866:+	188.0	ga:32:30844..31872:+	90.4	ga:33:31838..33763:+	408.7	none	
NZ_CP122465.1	59	7/7	7	ga:51:38412..39056:+	46.4	ga:52:39040..39330:+	73.1	ga:53:39355..42108:+	47.0	ga:53:39355..42108:+	142.4	ga:53:39355..42108:+	73.3	ga:54:42118..42888:+	60.1	ga:56:43167..44222:+	133.2	none		ga:57:44417..45145:+	119.4	ga:58:45151..46080:+	138.8	ga:0:239..679:+	85.0	ga:2:875..1909:+	65.7	ga:3:1912..3747:+	495.9	none	
NZ_CP122474.1	59	7/7	7	ga:26:21695..22339:-	46.4	ga:25:21421..21711:-	73.1	ga:24:18643..21396:-	47.0	ga:24:18643..21396:-	142.4	ga:24:18643..21396:-	73.3	ga:23:17863..18633:-	60.1	ga:21:16529..17584:-	133.2	none		ga:20:15606..16334:-	119.4	ga:19:14671..15600:-	138.8	ga:18:13460..14674:-	128.3	ga:16:12230..13264:-	65.7	ga:15:10392..12227:-	495.9	none	
NZ_CP122498.1	58	7/7	7	ga:53:41989..42633:+	47.1	ga:54:42617..42907:+	73.5	ga:55:42931..45690:+	44.8	ga:55:42931..45690:+	133.3	ga:55:42931..45690:+	71.9	ga:56:45692..46429:+	57.5	ga:0:223..1056:+	103.4	none		ga:1:1246..1968:+	116.0	ga:2:1974..2903:+	132.4	ga:3:2900..4114:+	128.6	ga:4:4132..5169:+	66.4	ga:5:5174..7009:+	543.4	none	
NZ_CP122506.1	89	7/7	7	ga:8:8350..8832:+	81.1	none		ga:76:53835..54119:+	36.5	ga:77:54125..56482:+	59.8	ga:77:54125..56482:+	45.0	ga:65:47625..48272:+	41.6	ga:64:46633..47619:+	120.4	none		ga:78:56647..57381:+	144.3	ga:79:57378..58148:+	169.8	ga:80:58138..59277:+	154.7	ga:5:5043..6581:+	207.1	ga:0:40..987:+	179.9	none	
NZ_CP122512.1	78	7/7	7	ga:59:40679..41161:+	81.1	none		ga:44:24799..25083:+	36.6	ga:45:25089..27446:+	58.5	ga:45:25089..27446:+	42.8	ga:32:18705..19346:+	42.8	ga:31:17704..18699:+	128.5	none		ga:47:27612..28346:+	144.3	ga:48:28343..29113:+	170.5	ga:49:29103..30242:+	154.7	ga:56:37373..38911:+	207.1	ga:51:31332..33290:+	289.6	none	
NZ_CP122520.1	65	7/7	7	ga:39:28237..28881:+	47.1	ga:40:28865..29155:+	73.5	ga:41:29179..31938:+	44.8	ga:41:29179..31938:+	133.3	ga:41:29179..31938:+	71.9	ga:42:31940..32677:+	57.5	ga:44:32959..34014:+	131.7	none		ga:45:34204..34926:+	116.0	ga:46:34932..35861:+	133.3	ga:47:35858..37072:+	128.6	ga:48:37090..38127:+	66.4	ga:49:38132..39967:+	543.4	none	
NZ_CP122584.1	66	7/7	7	ga:21:16353..17087:+	32.5	none		ga:24:17730..18047:+	63.3	ga:25:18047..20647:+	113.8	ga:25:18047..20647:+	76.4	ga:26:20665..21378:+	105.5	ga:28:21629..22669:+	142.4	none		ga:29:22888..23586:+	131.9	ga:30:23597..24481:+	159.7	ga:31:24481..25641:+	156.3	ga:32:25683..26678:+	81.2	ga:43:39627..41156:-	38.5	none	
NZ_CP122595.1	82	7/7	7	ga:80:63158..63640:+	81.1	ga:65:47405..47695:+	28.9	ga:66:47802..48086:+	36.6	ga:67:48092..50449:+	60.7	ga:67:48092..50449:+	44.0	ga:53:38932..39576:+	41.0	ga:52:37931..38926:+	123.7	none		ga:69:50615..51349:+	144.3	ga:70:51346..52116:+	170.5	ga:71:52106..53245:+	154.7	ga:77:59851..61389:+	207.1	ga:73:54335..56293:+	288.2	none	
NZ_CP122596.1	48	7/7	7	ga:7:3640..4260:+	46.9	ga:8:4274..4600:+	64.4	ga:9:4619..7366:+	62.7	ga:9:4619..7366:+	154.4	ga:9:4619..7366:+	46.1	ga:10:7378..8094:+	97.1	ga:11:8105..9184:+	157.5	none		ga:13:9699..10385:+	169.5	ga:14:10382..11290:+	142.3	ga:15:11283..12401:+	163.9	ga:16:12403..13431:+	85.0	ga:17:13463..15280:+	317.1	none	
NZ_CP122608.1	78	7/7	7	ga:77:57297..57779:+	81.1	none		ga:61:41417..41701:+	36.6	ga:62:41707..43296:+	59.2	ga:62:41707..43296:+	45.8	ga:51:35245..35889:+	41.0	ga:50:34244..35239:+	123.7	none		ga:65:44229..44963:+	144.3	ga:66:44960..45730:+	170.4	ga:67:45720..46859:+	154.7	ga:74:53990..55528:+	208.0	ga:69:47949..49907:+	287.4	none	
NZ_CP122618.1	50	7/7	7	ga:25:15024..15671:+	43.1	ga:26:15649..15945:+	75.1	ga:27:15964..18717:+	46.6	ga:27:15964..18717:+	147.9	ga:27:15964..18717:+	75.3	ga:28:18728..19486:+	67.4	ga:30:19724..20857:+	108.9	none		ga:31:21102..21815:+	118.8	ga:32:21820..22749:+	133.7	ga:33:22746..23951:+	132.5	ga:34:23953..24984:+	76.3	ga:35:24987..26822:+	486.3	none	
NZ_CP122624.1	47	7/7	7	ga:38:25963..26583:+	46.9	ga:39:26597..26923:+	64.4	ga:40:26942..29689:+	62.7	ga:40:26942..29689:+	152.1	ga:40:26942..29689:+	46.1	ga:41:29701..30417:+	97.3	ga:42:30428..31507:+	157.5	none		ga:44:32004..32690:+	168.8	ga:45:32687..33595:+	142.4	ga:46:33588..34706:+	162.1	ga:0:1..1029:+	85.0	ga:1:1061..2878:+	316.5	none	
NZ_CP122626.1	48	7/7	7	ga:39:25959..26579:+	46.9	ga:40:26593..26919:+	64.4	ga:41:26938..29685:+	62.7	ga:41:26938..29685:+	152.1	ga:41:26938..29685:+	46.1	ga:42:29697..30413:+	97.3	ga:43:30424..31503:+	157.5	none		ga:45:32000..32686:+	168.8	ga:46:32683..33591:+	142.4	ga:47:33584..34702:+	164.3	ga:0:1..1029:+	85.0	ga:1:1061..2878:+	316.5	none	
NZ_CP122627.1	37	7/7	7	ga:35:23389..24093:+	47.3	ga:36:24097..24393:+	67.3	ga:0:1..2745:+	49.1	ga:0:1..2745:+	149.6	ga:0:1..2745:+	48.4	ga:1:2760..3464:+	139.3	ga:3:3716..4783:+	159.8	none		ga:5:4969..5652:+	189.7	ga:6:5652..6557:+	153.7	ga:7:6599..7864:+	155.2	ga:9:8029..9054:+	67.3	ga:14:11138..12865:+	47.5	none	
NZ_CP122639.1	50	6/7	6	ga:40:27080..27700:+	46.9	ga:41:27714..28040:+	64.4	ga:42:28059..29237:+	64.2	ga:42:28059..29237:+	73.1	ga:42:28059..29237:+	48.3	ga:46:32647..33363:+	97.3	ga:47:33374..34453:+	157.5	none		ga:49:34950..35636:+	168.8	none		ga:0:1..1119:+	164.3	ga:1:1121..2149:+	85.0	ga:2:2181..3998:+	316.5	none	
