accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order
NZ_CP138786.1	13	13	contiguous	25729	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP052266.1	13	13	contiguous	25327	5405	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP127312.1	13	13	split_2	95227	74762	TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV
NZ_LR880737.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP138398.1	13	10	split_2	102811	59675	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP101562.1	13	13	contiguous	25081	4782	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
LC521842.1	13	13	contiguous	25083	5283	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP033674.1	13	13	contiguous	39852	17814	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP095256.1	13	13	contiguous	23183	3301	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP090249.1	13	9	split_4	166221	75266	TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP122761.1	13	13	contiguous	22245	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP137437.1	13	13	contiguous	22995	4890	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP041936.1	13	13	contiguous	25276	5260	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP131895.1	13	13	split_2	44579	29537	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP081145.1	13	13	split_4	133229	45307	TraE TrbI TraC_F_IV P-loop_TraG F_T4SS_TraN TraF TrwB_AAD_bind TraG-D_C TraV TraU TrbC_Ftype TraH TraG_N
CP094347.1	13	13	split_2	68250	43565	TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU
NZ_CP145921.1	13	13	contiguous	36235	15956	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_CP103752.1	13	10	split_3	148057	102946	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_MT929286.1	13	10	split_3	111478	66925	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP082712.1	13	10	split_2	107151	63876	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP075455.1	13	10	split_3	297017	167589	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
LT904892.1	13	12	split_3	144567	93594	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_MW025958.1	8	8	split_2	30863	21936	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP023854.1	10	10	contiguous	19837	7486	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TrwB_AAD_bind
CP109722.1	13	13	split_3	95087	46010	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP146668.1	13	13	contiguous	22430	3727	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OM317741.1	13	10	split_3	115094	71613	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP122382.1	13	10	split_2	146110	110213	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP094261.1	13	13	split_2	64231	46902	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP030719.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP136456.1	8	8	contiguous	16130	4691	TraE TrbI TraV TraC_F_IV P-loop_TraG TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP092067.1	13	13	split_2	56292	29118	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP139030.1	13	13	contiguous	26101	5371	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MK416151.1	13	13	contiguous	21264	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP014169.1	13	11	split_2	215116	199028	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP038654.1	13	10	split_3	121427	76848	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP034832.1	12	9	split_3	147657	60215	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TrwB_AAD_bind TraG-D_C
NZ_CP135686.1	13	13	contiguous	28794	6164	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP134087.1	13	13	contiguous	24919	5823	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LR882998.1	13	13	split_3	309948	197487	TraC_F_IV TraU TrbC_Ftype F_T4SS_TraN TraF TraG_N TrwB_AAD_bind TraE TrbI TraV P-loop_TraG TraH TraG-D_C
NZ_MN101857.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP031107.1	13	13	contiguous	22448	3745	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP034756.1	13	13	contiguous	21200	4097	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP129804.1	13	10	split_2	132570	97915	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP069523.1	13	13	split_2	63556	44466	TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF
NZ_CP123373.1	13	13	split_2	181615	153611	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NC_020271.1	6	6	contiguous	9021	4154	TraE TrbI TraV TraC_F_IV TrwB_AAD_bind TraG-D_C
NZ_CP059315.1	13	13	contiguous	25040	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP096716.1	13	13	contiguous	30786	15769	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP041180.1	8	8	contiguous	33263	19430	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP145916.1	13	13	contiguous	36235	15956	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_CP094842.1	13	13	contiguous	27344	4754	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP036193.1	13	13	contiguous	22980	5438	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW848843.1	8	8	contiguous	11985	4082	TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP042639.1	13	10	split_2	197669	154298	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP065443.1	10	10	split_2	105381	82988	TrwB_AAD_bind TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrbI
NZ_CP102854.1	13	10	split_3	165382	122400	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP042253.1	12	12	contiguous	16260	3598	TraE TrbI TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP024501.1	13	10	split_2	118927	84290	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_AP014939.1	13	13	split_2	109550	84675	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP104119.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP132000.1	13	13	contiguous	21200	4097	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MT810372.1	5	5	contiguous	4763	2451	TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_CP030186.1	13	10	split_4	297514	205996	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP074705.1	13	13	contiguous	19670	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP060841.1	13	10	split_3	231589	152915	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
CP021777.1	13	13	contiguous	23473	5967	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP048110.1	13	13	contiguous	20217	3414	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP051379.1	13	10	split_3	169588	126899	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP046540.1	13	13	contiguous	23304	5088	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW969901.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP132730.1	13	13	contiguous	20379	4355	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP134364.1	13	13	contiguous	24610	4461	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MN101853.1	13	13	split_3	162859	114379	TrbI TrwB_AAD_bind TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_LR890704.1	12	12	contiguous	39481	15751	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N
NZ_CP021536.1	13	11	split_2	58233	31038	TraE TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP033074.1	13	11	split_2	46790	27890	TraE TrbI TraV TraC_F_IV P-loop_TraG F_T4SS_TraN TraU TrbC_Ftype TraF TraH TraG_N
NZ_CP018060.1	13	11	contiguous	26223	7841	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_OY978235.1	13	10	split_2	140597	105922	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP132617.1	13	13	contiguous	24952	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP124321.1	13	13	contiguous	24584	4434	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
LC521841.1	13	13	contiguous	21793	3711	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP113193.1	13	10	split_3	256105	142585	TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrbI TrwB_AAD_bind TraG-D_C
NZ_CP073769.1	13	13	contiguous	22603	5093	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP146583.1	13	13	contiguous	21837	3756	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP057627.1	13	13	contiguous	22344	3681	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP138784.1	13	10	split_2	174066	139412	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP070596.1	10	7	split_2	54180	35198	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
CP056847.1	13	13	contiguous	21329	3759	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067809.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP100073.1	13	13	contiguous	24370	4526	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP095647.1	13	13	contiguous	22981	5438	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MT077888.1	13	10	split_3	168681	124504	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP151203.1	13	13	contiguous	38044	15884	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_OK146920.1	13	10	split_2	213503	177120	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_CP046963.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP088667.1	13	13	contiguous	22988	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP043374.1	13	13	split_2	118528	71384	TraE TrbI TraC_F_IV P-loop_TraG F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraV TraU TrbC_Ftype TraG-D_C
NZ_CP126956.1	9	5	split_2	120442	105815	TraV TraC_F_IV F_T4SS_TraN TraF TraH
CP110572.1	13	13	contiguous	23336	5428	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP027679.1	13	13	split_2	113437	80613	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
CP056787.1	13	13	contiguous	22398	3692	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MN543583.1	13	13	contiguous	24952	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MN604267.1	13	13	split_2	221292	196468	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
CP099719.1	13	10	split_3	295073	134695	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP095623.1	13	13	contiguous	23450	6076	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP071395.1	13	13	contiguous	24571	4607	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP149151.1	8	8	split_2	29527	20600	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_MT875328.1	8	8	contiguous	10301	3143	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind TraU TrbC_Ftype
NZ_CP139413.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP039629.1	6	6	split_2	76868	69696	TrwB_AAD_bind TraG-D_C TraC_F_IV P-loop_TraG TraU TraG_N
NZ_KX246266.1	13	10	split_2	163467	119954	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP067918.1	13	13	contiguous	25040	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP137352.1	13	10	split_2	216527	181319	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_AP022007.1	13	13	contiguous	24430	5302	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP122668.1	13	13	split_2	63850	44298	TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE
NZ_CP122569.1	13	13	split_3	141205	60806	TrbI TrwB_AAD_bind TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP142678.1	13	10	split_3	183128	140146	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_OR095750.1	13	13	contiguous	19670	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP140105.1	13	13	split_2	99447	71987	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP135693.1	13	13	contiguous	24344	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP027413.1	13	13	contiguous	22573	3860	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP057971.1	13	13	contiguous	22429	3727	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP074549.1	13	13	contiguous	19649	4158	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OP378618.1	13	12	split_2	131189	107983	TraE TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP102673.1	13	13	contiguous	20798	4351	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP077280.1	13	13	contiguous	25056	5449	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP123673.1	13	10	split_3	169147	125666	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
OW848934.1	13	13	contiguous	26240	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP027054.1	13	13	contiguous	23345	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP085778.1	13	10	split_3	229410	185351	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP119442.1	13	13	contiguous	22599	5062	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP142897.1	13	13	contiguous	28605	11139	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP095641.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP088349.1	13	13	split_2	75066	43240	P-loop_TraG TraU TraH TraE TrbI TraV TraC_F_IV TrbC_Ftype F_T4SS_TraN TraF TraG_N TrwB_AAD_bind TraG-D_C
OW849422.1	13	10	split_2	181283	147093	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_LT985226.1	13	13	contiguous	24558	5089	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KY399974.1	13	13	contiguous	19557	4159	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067933.1	13	13	contiguous	29044	5454	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OM489431.1	13	13	contiguous	25040	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP137720.1	13	13	split_2	92602	71278	TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI
NZ_CP031474.1	12	12	contiguous	15880	2948	TraE TrbI TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MF679146.1	13	13	contiguous	19670	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NC_006823.1	13	11	contiguous	23827	5888	TraU TrbC_Ftype F_T4SS_TraN TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N
