element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C
NZ_MN543575.1	2	10	0	0	0	0	0	0
NZ_MN543576.1	1	10	0	0	0	0	0	0
NZ_MN543577.1	0	12	0	0	1	0	0	0
NZ_MN543578.1	1	0	0	0	0	0	0	0
NZ_MN543579.1	0	0	0	0	0	1	0	0
NZ_MN543580.1	0	12	0	0	0	0	0	0
NZ_MN543581.1	1	0	0	0	0	1	0	0
NZ_MN543582.1	0	0	0	0	0	1	0	0
NZ_MN543583.1	0	12	0	0	0	0	0	0
NZ_MN543585.1	1	0	0	0	0	1	0	0
NZ_MN548042.1	1	0	15	0	0	0	0	0
NZ_MN548433.1	0	12	0	0	0	0	0	0
NZ_MN548434.1	1	12	0	0	1	0	0	0
NZ_MN550958.1	2	11	0	0	0	0	0	0
NZ_MN565271.1	7	0	0	0	0	0	0	0
NZ_MN577015.1	0	9	0	0	0	0	0	0
NZ_MN583270.1	1	11	0	0	0	0	0	0
NZ_MN583554.1	8	0	0	0	0	0	0	0
NZ_MN586817.1	0	12	0	0	0	0	0	0
NZ_MN598004.1	0	11	0	0	0	0	0	0
NZ_MN602278.1	8	0	0	0	0	0	0	0
NZ_MN603981.1	2	11	0	0	0	0	0	0
NZ_MN604267.1	6	11	0	0	0	0	0	0
NZ_MN604268.1	2	11	0	0	0	0	0	0
NZ_MN612051.1	1	0	15	0	0	0	0	0
NZ_MN615880.1	0	12	0	0	0	0	0	0
NZ_MN626601.1	0	12	0	0	0	0	0	0
NZ_MN626603.1	0	0	13	0	0	0	1	0
NZ_MN629346.1	0	0	0	0	1	0	0	0
NZ_MN641485.1	0	12	0	0	1	0	0	0
NZ_MN647787.1	2	11	0	0	0	0	0	0
NZ_MN647788.1	1	12	0	0	1	0	0	0
NZ_MN647789.1	0	12	0	0	1	0	0	0
NZ_MN648330.1	6	0	0	0	0	0	0	0
NZ_MN651559.1	1	0	15	0	0	0	0	0
NZ_MN657133.1	0	0	0	0	1	0	0	0
NZ_MN657140.1	1	0	0	0	1	0	0	0
NZ_MN657144.1	1	0	0	0	1	0	6	0
NZ_MN657149.1	1	0	0	0	0	0	4	0
NZ_MN661403.1	0	12	0	0	0	0	0	0
NZ_MN661404.1	0	12	0	0	0	0	0	0
NZ_MN688131.1	0	0	13	0	0	0	0	0
NZ_MN689940.1	7	0	0	0	0	0	0	0
NZ_MN699848.1	0	10	0	0	0	0	0	0
NZ_MN701974.1	7	0	0	0	0	0	0	0
NZ_MN701975.1	7	0	0	0	0	0	0	0
NZ_MN702385.1	0	12	0	0	1	0	0	0
NZ_MN702386.1	1	0	15	0	0	0	0	0
NZ_MN732922.1	0	11	0	0	0	0	0	0
NZ_MN746290.1	7	0	0	0	0	0	0	0
NZ_MN746291.1	7	0	0	0	0	0	0	0
NZ_MN746292.1	7	0	0	0	0	0	0	0
NZ_MN783743.1	1	11	0	0	0	0	0	0
NZ_MN783744.1	1	11	0	0	0	0	0	0
NZ_MN783745.1	0	12	0	0	1	0	1	0
NZ_MN792917.1	0	0	13	0	0	0	0	0
NZ_MN792918.1	0	0	13	0	0	0	1	0
NZ_MN792919.1	7	0	0	0	0	0	0	0
NZ_MN807689.1	0	12	0	0	0	0	0	0
NZ_MN816370.1	0	11	0	0	0	0	0	0
NZ_MN816371.1	1	0	15	0	0	0	0	0
NZ_MN816372.1	0	7	0	0	0	0	0	0
NZ_MN822124.1	0	12	0	0	1	0	0	0
NZ_MN822125.1	0	12	0	0	1	0	0	0
NZ_MN823984.1	0	12	0	0	0	0	0	0
NZ_MN823985.1	0	12	0	0	0	0	0	0
NZ_MN823986.1	0	12	0	0	0	0	0	0
NZ_MN823987.1	2	11	0	0	0	0	0	0
NZ_MN823988.1	0	12	0	0	0	0	0	0
NZ_MN823989.1	0	12	0	0	1	0	0	0
NZ_MN823991.1	0	12	0	0	1	0	0	0
NZ_MN823993.1	0	12	0	0	1	0	1	0
NZ_MN823994.1	6	0	0	0	0	0	0	0
NZ_MN823997.1	0	12	0	0	1	0	0	0
NZ_MN823998.1	0	12	0	0	2	0	0	0
NZ_MN823999.1	0	12	0	0	1	0	0	0
NZ_MN824000.1	0	12	0	0	1	0	0	0
NZ_MN824002.1	0	12	0	0	1	0	0	0
NZ_MN831410.1	0	0	0	1	7	0	0	0
NZ_MN831411.1	0	0	0	1	1	0	0	0
NZ_MN831412.1	0	0	0	1	1	0	0	0
NZ_MN831413.1	0	0	0	0	0	0	1	0
NZ_MN832595.1	0	12	0	0	0	0	0	0
NZ_MN842291.1	0	12	0	0	0	0	0	0
NZ_MN842292.1	0	2	0	0	0	0	0	0
NZ_MN842293.1	0	12	0	0	1	0	0	0
NZ_MN842294.1	0	12	0	0	0	0	0	0
NZ_MN842295.1	0	12	0	0	1	0	0	0
NZ_MN865121.1	7	0	0	0	0	0	0	0
NZ_MN865122.1	0	12	0	0	1	0	0	0
NZ_MN865127.1	1	11	0	0	0	0	0	0
NZ_MN868652.1	0	2	0	0	0	0	0	0
NZ_MN868653.1	0	3	0	0	0	0	0	0
NZ_MN868655.1	0	12	0	0	1	0	0	0
NZ_MN891675.1	0	12	0	0	1	0	0	0
NZ_MN891676.1	8	0	0	0	0	0	0	0
NZ_MN891677.1	0	12	0	0	0	0	0	0
NZ_MN891678.1	0	12	0	0	0	0	0	0
NZ_MN891679.1	0	12	0	0	0	0	0	0
NZ_MN891680.1	1	0	0	0	0	0	0	0
NZ_MN891681.1	0	7	0	0	0	0	0	0
NZ_MN891682.1	8	12	0	0	1	0	0	0
NZ_MN891683.1	0	12	0	0	0	0	0	0
NZ_MN894887.1	2	0	0	0	1	1	0	0
NZ_MN894888.1	1	0	0	0	1	1	0	0
NZ_MN894889.1	1	0	0	0	0	0	0	0
NZ_MN904741.1	7	0	0	0	0	0	0	0
NZ_MN909556.1	1	0	0	0	2	0	0	0
NZ_MN913380.1	0	0	13	0	0	0	1	0
NZ_MN913381.1	0	0	13	0	0	0	1	0
NZ_MN915010.1	1	11	15	0	0	0	0	0
NZ_MN915011.1	0	11	0	0	0	0	0	0
NZ_MN915012.1	1	0	15	0	0	0	0	0
NZ_MN915013.1	1	0	15	0	0	0	0	0
NZ_MN918441.1	1	0	0	0	1	0	0	0
NZ_MN922301.1	0	11	0	0	2	0	0	0
NZ_MN937240.1	7	0	0	0	0	0	0	0
NZ_MN937241.1	0	9	0	0	0	0	0	0
NZ_MN961666.1	0	0	0	0	1	0	0	0
NZ_MN961669.1	8	0	0	0	0	0	1	0
NZ_MN961670.1	1	1	0	0	0	1	0	0
NZ_MN961671.1	1	0	10	0	0	0	0	0
NZ_MN961672.1	1	0	10	0	0	0	0	0
NZ_MN961673.1	8	0	0	0	0	1	0	0
NZ_MN967025.1	8	0	0	0	0	0	0	0
NZ_MT002974.1	8	1	0	0	0	0	0	0
NZ_MT010563.1	7	0	0	0	0	0	0	0
NZ_MT022086.1	2	0	0	1	1	0	0	0
NZ_MT028409.1	7	0	0	0	0	0	0	0
NZ_MT035874.1	0	0	0	0	1	0	0	0
NZ_MT035876.1	0	0	13	0	0	0	0	0
NZ_MT039141.1	2	0	13	0	0	0	0	0
NZ_MT039142.1	0	0	13	0	0	0	0	0
NZ_MT039143.1	8	0	0	0	0	0	0	0
NZ_MT039144.1	2	0	13	0	0	0	0	0
NZ_MT039145.1	7	0	0	0	0	0	1	0
NZ_MT039146.1	2	0	13	0	0	0	0	0
NZ_MT039147.1	0	0	13	0	0	0	0	0
NZ_MT039148.1	2	0	13	0	0	0	0	0
NZ_MT039149.1	0	0	13	0	0	0	0	0
NZ_MT039150.1	7	0	0	0	0	0	0	0
NZ_MT039151.1	2	0	13	0	0	0	0	0
NZ_MT039152.1	0	0	13	0	0	0	0	0
NZ_MT039153.1	7	0	0	0	0	0	0	0
NZ_MT039154.1	7	0	0	0	0	0	0	0
NZ_MT039155.1	2	0	13	0	0	0	0	0
NZ_MT039156.1	2	0	13	0	0	0	0	0
NZ_MT039157.1	0	12	0	0	0	0	0	0
NZ_MT039160.1	2	0	13	0	0	0	0	0
NZ_MT039162.1	2	0	13	0	0	0	0	0
NZ_MT039163.1	7	0	0	0	0	0	0	0
NZ_MT039164.1	0	0	13	0	0	0	0	0
NZ_MT039165.1	1	0	13	0	0	0	0	0
NZ_MT039167.1	8	0	0	0	0	0	0	0
NZ_MT039168.1	0	12	0	0	0	0	0	0
NZ_MT039169.1	0	0	13	0	0	0	0	0
NZ_MT039170.1	1	0	13	0	0	0	0	0
NZ_MT039171.1	1	0	13	0	0	0	0	0
NZ_MT039172.1	1	0	13	0	0	0	0	0
NZ_MT039173.1	2	0	13	0	0	0	0	0
NZ_MT039174.1	1	0	13	0	0	0	0	0
NZ_MT039175.1	1	0	13	0	0	0	0	0
NZ_MT039176.1	1	0	13	0	0	0	0	0
NZ_MT039178.1	1	0	13	0	0	0	0	0
NZ_MT039179.1	1	0	13	0	0	0	0	0
NZ_MT039180.1	2	0	13	0	0	0	0	0
NZ_MT039181.1	1	0	13	0	0	0	0	0
NZ_MT039182.1	0	0	12	0	0	0	0	0
NZ_MT039183.1	2	0	13	0	0	0	0	0
NZ_MT039184.1	1	0	13	0	0	0	0	0
NZ_MT039185.1	0	12	0	0	0	0	0	0
NZ_MT039186.1	2	0	13	0	0	0	0	0
NZ_MT039187.1	1	0	13	0	0	0	0	0
NZ_MT039189.1	1	0	13	0	0	0	0	0
NZ_MT039190.1	0	12	0	0	0	0	0	0
NZ_MT039191.1	0	12	0	0	0	1	0	0
NZ_MT039192.1	0	12	0	0	0	0	0	0
NZ_MT039193.1	1	0	13	0	0	0	0	0
NZ_MT039194.1	1	0	13	0	0	0	0	0
NZ_MT039195.1	2	0	13	0	0	0	0	0
NZ_MT039196.1	1	0	13	0	0	0	0	0
NZ_MT039197.1	1	0	13	0	0	0	0	0
NZ_MT039198.1	0	0	4	0	0	0	0	0
NZ_MT039199.1	1	0	13	0	0	0	0	0
NZ_MT039200.1	1	0	13	0	0	0	0	0
NZ_MT039201.1	0	12	0	0	0	0	0	0
NZ_MT039202.1	1	0	13	0	0	0	0	0
NZ_MT039203.1	1	0	13	0	0	0	0	0
NZ_MT039205.1	1	0	13	0	0	0	0	0
NZ_MT039206.1	1	0	13	0	0	0	0	0
NZ_MT039207.1	0	0	13	0	0	0	0	0
NZ_MT039208.1	1	0	13	0	0	0	0	0
NZ_MT039209.1	1	0	13	0	0	0	0	0
NZ_MT039210.1	1	0	13	0	0	0	0	0
NZ_MT039211.1	0	0	13	0	0	0	0	0
NZ_MT039212.1	1	0	13	0	0	0	0	0
NZ_MT039213.1	0	12	0	0	0	0	0	0
NZ_MT039214.1	8	0	0	0	0	0	0	0
NZ_MT039215.1	1	0	13	0	0	0	0	0
NZ_MT039216.1	1	0	13	0	0	0	0	0
NZ_MT039218.1	1	0	13	0	0	0	0	0
NZ_MT039219.1	0	12	0	0	0	0	0	0
NZ_MT039220.1	0	0	13	0	0	0	0	0
NZ_MT039222.1	2	0	13	0	0	0	0	0
NZ_MT039224.1	0	12	0	0	0	0	0	0
NZ_MT039227.1	0	12	0	0	0	0	0	0
NZ_MT062912.1	1	11	0	0	0	0	0	0
NZ_MT062913.1	0	11	0	0	1	0	0	0
NZ_MT066418.1	0	7	0	0	0	0	0	0
NZ_MT074086.1	0	12	0	0	1	0	0	0
NZ_MT074087.1	0	0	13	0	0	0	1	0
NZ_MT074091.1	7	0	0	0	0	0	0	0
NZ_MT074415.1	0	12	0	0	1	0	0	0
NZ_MT074684.1	0	0	0	1	1	0	0	0
NZ_MT074685.1	0	0	0	1	1	0	0	0
NZ_MT074686.1	1	0	1	0	1	0	1	0
NZ_MT075580.1	0	0	0	0	2	0	0	0
NZ_MT077880.1	0	12	0	0	0	0	0	0
NZ_MT077881.1	0	11	0	0	1	0	0	0
NZ_MT077882.1	0	12	0	0	1	0	0	0
NZ_MT077883.1	8	0	0	0	0	0	0	0
NZ_MT077884.1	0	11	0	0	0	0	0	0
NZ_MT077885.1	0	12	0	0	1	0	0	0
NZ_MT077886.1	0	11	0	0	0	0	0	0
NZ_MT077887.1	0	12	0	0	1	0	0	0
NZ_MT077888.1	0	11	0	0	0	0	0	0
NZ_MT077889.1	0	12	0	0	1	0	0	0
NZ_MT090958.1	0	2	0	0	1	0	0	0
NZ_MT090959.1	0	12	0	0	1	0	0	0
NZ_MT090960.1	0	0	13	0	0	0	0	0
NZ_MT096435.1	1	0	0	0	6	0	0	0
NZ_MT108206.1	0	3	0	0	0	0	0	0
NZ_MT108207.1	0	2	0	0	0	0	0	0
NZ_MT108208.1	0	8	0	0	0	0	0	0
NZ_MT108209.1	0	2	0	0	0	0	0	0
NZ_MT108210.1	0	12	0	0	0	0	0	0
NZ_MT108211.1	0	1	0	0	0	0	0	0
NZ_MT108212.1	0	7	0	0	1	0	0	0
NZ_MT108213.1	0	12	0	0	0	0	0	0
NZ_MT109193.1	0	7	0	0	0	0	0	0
NZ_MT119279.1	7	0	0	0	0	0	0	0
NZ_MT129534.1	7	0	0	0	0	0	0	0
NZ_MT129535.1	0	12	0	0	0	0	0	0
NZ_MT136604.1	0	10	0	0	0	0	0	0
NZ_MT151380.1	2	11	0	0	0	0	0	0
NZ_MT158477.1	7	0	0	0	0	0	0	0
NZ_MT158478.1	7	0	0	0	0	0	0	0
NZ_MT158479.1	1	0	15	0	0	0	0	0
NZ_MT158480.1	6	0	0	0	0	0	0	0
NZ_MT158481.1	1	0	15	0	0	0	0	0
NZ_MT163739.1	0	11	0	0	0	0	0	0
NZ_MT180430.1	0	11	0	0	0	0	0	0
NZ_MT180431.1	6	0	0	0	0	0	0	0
NZ_MT180434.1	7	0	0	0	0	0	0	0
NZ_MT192131.1	7	0	0	0	0	0	0	0
NZ_MT193824.1	0	0	13	0	0	0	1	0
NZ_MT199177.1	8	0	0	0	0	0	0	0
NZ_MT215579.2	0	12	0	0	1	0	0	0
NZ_MT219816.1	0	2	0	0	0	0	0	0
NZ_MT219818.1	0	0	0	0	1	0	0	0
NZ_MT219819.1	0	0	0	0	1	0	0	0
NZ_MT219822.1	7	0	0	0	0	0	0	0
NZ_MT219823.1	0	0	0	0	1	0	0	0
NZ_MT219824.1	0	11	0	0	0	0	0	0
NZ_MT219825.1	7	11	0	0	0	0	0	0
NZ_MT219826.1	0	0	0	0	1	0	0	0
NZ_MT223178.1	0	0	0	1	8	0	0	0
NZ_MT232812.1	0	2	0	0	1	0	0	0
NZ_MT232840.1	0	11	0	0	0	0	0	0
NZ_MT246861.1	0	0	0	0	1	0	0	0
NZ_MT261365.1	0	0	0	0	9	0	0	0
NZ_MT263755.1	0	12	0	0	0	0	0	0
NZ_MT265678.1	0	0	13	0	0	0	1	0
NZ_MT269819.1	0	12	0	0	1	0	0	0
NZ_MT269820.1	0	7	0	0	0	0	0	0
NZ_MT269822.1	0	12	0	0	1	0	0	0
NZ_MT269823.1	0	12	0	0	1	0	0	0
NZ_MT269824.1	0	12	0	0	1	0	0	0
NZ_MT269825.1	0	12	0	0	1	0	0	0
NZ_MT269826.1	0	12	0	0	0	0	0	0
NZ_MT269827.1	0	7	0	0	0	0	0	0
NZ_MT269828.1	0	5	0	0	0	0	0	0
NZ_MT269829.1	0	7	0	0	1	0	0	0
NZ_MT269830.1	0	9	0	0	0	0	0	0
NZ_MT269831.1	0	12	0	0	1	0	0	0
NZ_MT269832.1	0	12	0	0	1	0	0	0
NZ_MT269833.1	0	12	0	0	1	0	0	0
NZ_MT269834.1	0	7	0	0	0	0	0	0
NZ_MT269835.1	0	12	0	0	1	0	0	0
NZ_MT269836.1	0	7	0	0	1	0	0	0
NZ_MT269837.1	0	12	0	0	0	0	0	0
NZ_MT269838.1	0	7	0	0	0	0	0	0
NZ_MT269839.1	0	7	0	0	1	0	0	0
NZ_MT269840.1	0	12	0	0	1	0	0	0
NZ_MT269841.1	0	12	0	0	1	0	0	0
NZ_MT269842.1	0	12	0	0	1	0	0	0
NZ_MT269843.1	0	12	0	0	1	0	0	0
NZ_MT269844.1	0	7	0	0	0	0	0	0
NZ_MT269845.1	0	7	0	0	0	0	0	0
NZ_MT269846.1	0	3	0	0	0	0	0	0
NZ_MT269847.1	0	0	0	0	1	0	0	0
NZ_MT269848.1	0	12	0	0	1	0	0	0
NZ_MT269849.1	0	12	0	0	1	0	0	0
NZ_MT269850.1	0	12	0	0	0	0	0	0
NZ_MT269851.1	0	8	0	0	1	0	0	0
NZ_MT269852.1	0	0	0	0	1	0	0	0
NZ_MT293625.1	7	0	0	0	0	0	0	0
NZ_MT296560.1	8	0	0	0	0	0	0	0
NZ_MT296565.1	8	0	0	0	0	0	0	0
NZ_MT296568.1	8	0	0	0	0	0	0	0
NZ_MT296571.1	8	0	0	0	0	0	0	0
NZ_MT296573.1	8	0	0	0	0	0	0	0
NZ_MT296576.1	8	0	0	0	0	0	0	0
NZ_MT316183.1	2	11	0	0	0	0	0	0
NZ_MT316184.1	2	11	0	0	0	0	0	0
NZ_MT316509.1	7	0	0	0	0	0	0	0
NZ_MT316510.1	0	12	0	0	0	0	0	0
NZ_MT318677.1	0	9	0	0	0	0	0	0
NZ_MT320534.1	2	11	0	0	0	0	0	0
NZ_MT338505.1	7	0	0	0	0	0	0	0
NZ_MT338506.1	7	0	0	0	0	0	0	0
NZ_MT407546.1	3	0	0	0	0	0	0	0
NZ_MT407547.1	0	11	0	0	0	0	0	0
NZ_MT415054.1	0	0	13	0	0	0	0	0
NZ_MT415055.1	0	0	13	0	0	0	0	0
NZ_MT415056.1	0	0	13	0	0	0	0	0
NZ_MT436439.1	0	0	0	0	1	0	0	0
NZ_MT439326.1	0	12	0	0	1	0	0	0
NZ_MT439327.1	0	12	0	0	1	0	0	0
NZ_MT441554.1	0	0	13	0	0	0	1	0
NZ_MT441556.1	7	0	0	0	0	0	0	0
NZ_MT449718.1	8	0	0	0	0	0	0	0
NZ_MT449719.1	8	0	0	0	0	0	0	0
NZ_MT449720.1	0	12	0	0	1	0	0	0
NZ_MT449721.1	0	12	0	0	1	0	0	0
NZ_MT449722.1	0	12	0	0	1	0	0	0
NZ_MT468575.1	1	12	0	0	0	0	0	0
NZ_MT468651.1	1	0	15	0	0	0	0	0
NZ_MT496757.1	0	0	0	0	1	0	0	0
NZ_MT499884.1	0	9	0	0	0	0	0	0
NZ_MT499885.1	6	0	0	0	0	0	0	0
NZ_MT499886.1	7	0	0	0	0	0	0	0
NZ_MT505391.1	7	0	0	0	0	0	0	0
NZ_MT507877.1	1	0	15	0	0	0	0	0
NZ_MT507879.1	1	0	15	0	0	0	0	0
NZ_MT507880.1	1	0	15	0	0	0	0	0
NZ_MT513102.1	0	11	0	0	0	0	0	0
NZ_MT536763.1	7	0	0	0	0	0	0	0
NZ_MT549899.1	0	0	0	0	1	0	0	0
NZ_MT549900.1	1	10	0	0	0	0	0	0
NZ_MT550691.1	0	0	13	0	0	0	0	0
NZ_MT551208.1	2	11	0	0	0	0	0	0
NZ_MT554516.1	7	0	0	0	0	0	0	0
NZ_MT554517.1	1	0	15	0	0	0	0	0
NZ_MT559985.1	2	11	0	0	1	0	0	0
NZ_MT559986.1	2	11	0	0	0	0	0	0
NZ_MT559987.1	1	6	0	0	0	0	0	0
NZ_MT559988.1	0	6	0	0	0	0	0	0
NZ_MT559989.1	2	11	0	0	0	0	0	0
NZ_MT559990.1	2	7	0	0	0	0	0	0
NZ_MT559991.1	2	11	0	0	0	0	0	0
NZ_MT559992.1	4	7	0	0	0	0	0	0
NZ_MT559993.1	2	7	0	0	0	0	0	0
NZ_MT559994.1	2	11	0	0	0	0	0	0
NZ_MT559995.1	0	2	0	0	0	0	0	0
NZ_MT559996.1	2	7	0	0	0	0	0	0
NZ_MT559997.1	2	11	0	0	0	0	0	0
NZ_MT559998.1	6	8	0	0	0	0	0	0
NZ_MT559999.1	2	7	0	0	0	0	0	0
NZ_MT560000.1	2	7	0	0	0	0	0	0
NZ_MT560001.1	6	11	0	0	0	0	0	0
NZ_MT560002.1	2	11	0	0	0	0	0	0
NZ_MT560003.1	2	11	0	0	0	0	0	0
NZ_MT560062.1	0	11	0	0	0	0	0	0
NZ_MT560064.1	0	11	0	0	0	0	0	0
NZ_MT560065.1	0	0	13	0	0	0	1	0
NZ_MT560072.1	0	12	0	0	1	0	0	0
NZ_MT560073.1	0	3	0	0	0	0	0	0
NZ_MT560074.1	7	0	0	0	0	0	0	0
NZ_MT560075.1	0	11	0	0	0	0	0	0
NZ_MT560076.1	7	0	0	0	0	0	0	0
NZ_MT560078.1	0	12	0	0	0	0	0	0
NZ_MT560079.1	0	3	0	0	0	0	0	0
NZ_MT570100.1	0	0	0	0	1	0	0	0
NZ_MT571488.1	0	8	0	0	0	0	0	0
NZ_MT586601.1	0	11	0	0	0	0	0	0
NZ_MT586602.1	0	11	0	0	0	0	0	0
NZ_MT586603.1	0	11	0	0	0	0	0	0
NZ_MT586604.1	0	11	0	0	0	0	0	0
NZ_MT586605.1	0	11	0	0	0	0	0	0
NZ_MT586606.1	0	11	0	0	0	0	0	0
NZ_MT586607.1	0	11	0	0	0	0	0	0
NZ_MT586608.1	0	11	0	0	0	0	0	0
NZ_MT586609.1	0	11	0	0	0	0	0	0
NZ_MT587865.1	0	12	0	0	1	0	0	0
NZ_MT598646.1	1	0	0	0	0	1	0	0
NZ_MT604108.1	0	11	0	0	1	0	0	0
NZ_MT621561.1	7	0	0	0	0	0	0	0
NZ_MT621562.1	7	0	0	0	0	0	0	0
NZ_MT621563.1	7	0	0	0	0	0	0	0
NZ_MT621564.1	7	0	0	0	0	0	0	0
NZ_MT621565.1	7	0	0	0	0	0	0	0
NZ_MT621566.1	7	0	0	0	0	0	0	0
NZ_MT621567.1	7	0	0	0	0	0	0	0
NZ_MT621568.1	7	0	0	0	0	0	0	0
NZ_MT621569.1	0	12	0	0	1	0	0	0
NZ_MT635909.1	0	12	0	0	0	0	0	0
NZ_MT644086.1	0	2	0	0	1	0	0	0
NZ_MT647838.1	1	10	0	0	0	0	0	0
NZ_MT647839.1	1	0	0	0	1	0	0	0
NZ_MT648288.1	0	12	0	0	0	0	0	0
NZ_MT648512.1	0	10	0	0	0	0	0	0
NZ_MT648513.1	0	3	0	0	0	0	0	0
NZ_MT657397.1	0	12	0	0	2	0	0	0
NZ_MT663954.1	7	0	0	0	0	0	0	0
NZ_MT667260.1	8	0	0	0	0	0	0	0
NZ_MT667261.1	7	0	0	0	0	0	0	0
NZ_MT682138.1	2	11	0	0	0	0	0	0
NZ_MT683615.1	0	0	0	2	1	0	0	0
NZ_MT683616.1	0	0	0	5	1	0	0	0
NZ_MT701512.1	0	12	0	0	0	0	0	0
NZ_MT707656.1	1	0	15	0	0	0	0	0
NZ_MT720905.1	2	11	0	0	0	0	0	0
NZ_MT720906.1	7	0	0	0	0	0	0	0
NZ_MT725450.1	1	0	15	0	0	0	0	0
NZ_MT732179.1	8	0	0	0	0	1	0	0
NZ_MT732180.1	8	0	0	0	0	1	0	0
NZ_MT732181.1	8	0	0	0	0	1	0	0
NZ_MT732182.1	8	0	0	0	0	1	0	0
NZ_MT732183.1	2	0	0	0	0	1	0	0
NZ_MT732184.1	8	0	0	0	0	1	0	0
NZ_MT732185.1	2	0	0	0	0	1	0	0
NZ_MT732186.1	8	0	0	0	0	1	0	0
NZ_MT732187.1	8	0	0	0	0	1	0	0
NZ_MT732188.1	8	0	0	0	0	1	0	0
NZ_MT732189.1	8	0	0	0	0	1	0	0
NZ_MT732190.1	8	0	0	0	0	1	0	0
NZ_MT732191.1	2	0	0	0	0	1	0	0
NZ_MT732192.1	8	0	0	0	0	1	0	0
NZ_MT732193.1	8	0	0	0	0	1	0	0
NZ_MT732194.1	2	0	0	0	0	1	0	0
NZ_MT732195.1	2	0	0	0	0	1	0	0
NZ_MT732196.1	8	0	0	0	0	1	0	0
NZ_MT732197.1	8	0	0	0	0	1	0	0
NZ_MT742153.1	0	12	0	0	1	0	0	0
NZ_MT742180.1	0	0	6	0	0	0	0	0
NZ_MT742181.1	0	0	5	0	0	0	0	0
NZ_MT742182.1	0	0	6	0	0	0	0	0
NZ_MT742183.1	0	0	6	0	0	0	0	0
NZ_MT745953.1	8	0	0	0	0	0	0	0
NZ_MT754288.1	0	12	0	0	1	0	0	0
NZ_MT754289.1	1	12	3	0	1	0	0	0
NZ_MT756840.1	8	0	0	0	0	0	0	0
NZ_MT759837.1	0	0	0	0	1	0	0	0
NZ_MT759838.1	7	0	0	0	0	0	0	0
NZ_MT771289.1	1	0	5	0	1	0	0	0
NZ_MT771290.1	1	0	5	0	1	0	0	0
NZ_MT773664.1	7	0	0	0	0	0	0	0
NZ_MT773670.1	7	0	0	0	0	0	0	0
NZ_MT773671.1	7	0	0	0	0	0	0	0
NZ_MT773672.1	0	0	0	0	1	0	0	0
NZ_MT773673.1	0	0	0	0	1	0	0	0
NZ_MT773674.1	0	0	0	0	1	0	0	0
NZ_MT801091.1	2	0	0	0	1	0	0	0
NZ_MT802097.1	1	12	0	0	0	0	0	0
NZ_MT802098.1	1	12	0	0	0	0	0	0
NZ_MT802099.1	0	0	0	0	1	0	0	0
NZ_MT809694.1	0	12	0	0	0	0	0	0
NZ_MT809695.1	0	12	0	0	0	0	0	0
NZ_MT809699.1	0	12	0	0	0	0	0	0
NZ_MT809701.1	0	12	0	0	0	0	0	0
NZ_MT810353.1	0	12	0	0	0	0	0	0
NZ_MT810354.1	0	12	0	0	1	0	0	0
NZ_MT810355.1	0	12	0	0	1	0	0	0
NZ_MT810356.1	0	12	0	0	1	0	0	0
NZ_MT810359.1	0	5	0	0	0	0	0	0
NZ_MT810360.1	0	12	0	0	1	0	0	0
NZ_MT810363.1	0	2	0	0	0	0	0	0
NZ_MT810364.1	0	12	0	0	0	0	0	0
NZ_MT810366.1	0	2	0	0	0	0	0	0
NZ_MT810367.1	0	2	0	0	0	0	0	0
NZ_MT810368.1	0	12	0	0	1	0	0	0
NZ_MT810369.1	0	12	0	0	1	0	0	0
NZ_MT810370.1	0	12	0	0	0	0	0	0
NZ_MT810371.1	0	2	0	0	0	0	0	0
NZ_MT810372.1	0	5	0	0	0	0	0	0
NZ_MT810374.1	0	12	0	0	0	0	0	0
NZ_MT810375.1	4	9	0	0	0	0	0	0
NZ_MT810376.1	0	1	0	0	0	0	0	0
NZ_MT813035.1	0	12	0	0	0	0	0	0
NZ_MT813036.1	0	12	0	0	0	0	0	0
NZ_MT813046.1	0	12	0	0	0	0	1	0
NZ_MT813426.1	1	12	0	0	0	0	0	0
NZ_MT815555.1	0	12	0	0	0	0	0	0
NZ_MT816498.1	2	11	0	0	0	0	0	0
NZ_MT840282.1	0	12	0	0	0	0	0	0
NZ_MT840283.1	0	12	0	0	1	0	0	0
NZ_MT849274.1	1	11	0	0	0	0	0	0
NZ_MT849282.1	0	12	0	0	0	0	0	0
NZ_MT849283.1	1	12	0	0	0	0	0	0
NZ_MT849284.1	1	12	0	0	0	0	0	0
NZ_MT849285.1	1	12	0	0	0	0	0	0
NZ_MT859309.1	2	11	0	0	0	0	0	0
NZ_MT859324.1	7	0	0	0	0	0	0	0
NZ_MT859325.1	7	0	0	0	0	0	0	0
NZ_MT859326.1	7	0	0	0	0	0	0	0
NZ_MT859327.1	7	0	0	0	0	0	0	0
NZ_MT859328.1	7	0	0	0	0	0	0	0
NZ_MT859329.1	7	0	0	0	0	0	0	0
NZ_MT859330.1	7	0	0	0	0	0	0	0
NZ_MT875328.1	0	8	0	0	0	0	0	0
NZ_MT901553.1	7	0	0	0	0	0	0	0
NZ_MT920901.1	0	7	0	0	0	0	0	0
NZ_MT920903.1	0	12	0	0	2	0	0	0
NZ_MT920904.1	0	3	0	0	0	0	0	0
