accession	stratum	offset	traY_bit	excA_bit	excA_aa
NZ_CP140413.1	order#4+	1	865.2	266.9	217
NZ_CP140418.1	order#1	1	908.9	296.8	220
NZ_CP140468.1	order#1	1	877.8	233.6	204
NZ_CP140621.1	order#1	1	895.5	283.0	217
NZ_CP140765.1	order#3	1	759.3	113.5	207
NZ_CP140770.1	order#3	1	759.3	113.5	207
NZ_CP141068.1	order#3	1	759.3	113.5	207
NZ_CP141095.1	split_2	1	886.1	232.5	166
NZ_CP141224.1	order#1	1	899.6	281.0	217
NZ_CP141225.1	order#1	1	899.6	281.0	217
NZ_CP141226.1	order#1	1	885.4	232.5	166
NZ_CP141227.1	order#1	1	899.6	281.0	217
NZ_CP141228.1	order#1	1	899.6	281.0	217
NZ_CP141229.1	order#1	1	899.6	281.0	217
NZ_CP141230.1	order#1	1	899.6	281.0	217
NZ_CP141231.1	order#1	1	899.6	281.0	217
NZ_CP141232.1	order#1	1	899.6	281.0	217
NZ_CP141233.1	order#1	1	899.6	281.0	217
NZ_CP141234.1	order#1	1	899.6	281.0	217
NZ_CP141235.1	order#1	1	899.6	281.0	217
NZ_CP141236.1	order#1	1	899.6	281.0	217
NZ_CP141237.1	order#1	1	899.6	281.0	217
NZ_CP141238.1	order#1	1	899.6	281.0	217
NZ_CP141239.1	order#1	1	899.6	281.0	217
NZ_CP141240.1	order#1	1	899.6	281.0	217
NZ_CP141241.1	order#1	1	899.6	281.0	217
NZ_CP141242.1	order#1	1	899.6	281.0	217
NZ_CP141243.1	order#1	1	899.6	281.0	217
NZ_CP141244.1	order#1	1	899.6	281.0	217
NZ_CP141245.1	order#1	1	899.6	281.0	217
NZ_CP141246.1	order#1	1	899.6	281.0	217
NZ_CP141247.1	order#1	1	899.6	281.0	217
NZ_CP141248.1	order#1	1	899.6	281.0	217
NZ_CP141249.1	order#1	1	899.6	281.0	217
NZ_CP141250.1	order#1	1	899.6	281.0	217
NZ_CP141251.1	order#1	1	899.6	281.0	217
NZ_CP141603.1	split_2	1	759.0	113.5	207
NZ_CP141669.1	order#3	1	759.0	113.5	207
NZ_CP141737.1	order#1	1	877.8	232.7	204
NZ_CP141783.1	split_2	1	759.3	113.5	207
NZ_CP141864.1	order#1	1	876.4	233.6	204
NZ_CP141995.1	order#3	1	717.4	188.3	223
NZ_CP142093.1	order#3	3	664.4	114.5	226
NZ_CP142694.1	order#3	1	759.0	113.5	207
NZ_CP142932.1	order#1	1	888.6	256.3	216
NZ_CP143302.1	order#3	1	759.3	113.5	207
NZ_CP143342.1	order#3	1	801.7	235.6	212
NZ_CP143401.1	order#3	1	729.7	182.6	221
NZ_CP143409.1	order#3	1	729.7	182.6	221
NZ_CP145140.1	order#4+	1	887.2	276.8	216
NZ_CP145638.1	order#1	1	948.0	289.9	220
NZ_CP145674.1	order#1	1	886.1	232.5	166
NZ_CP145691.1	order#1	1	886.1	232.5	166
NZ_CP145695.1	order#1	1	886.1	232.5	166
NZ_CP145708.1	order#1	1	894.6	283.0	217
NZ_CP145710.1	order#1	1	877.8	232.7	204
NZ_CP146194.1	order#3	1	759.0	113.5	207
NZ_CP146252.1	split_2	1	950.8	289.5	220
NZ_CP146290.1	order#1	1	895.2	256.3	216
NZ_CP146295.1	order#1	1	886.1	209.3	158
NZ_CP146508.1	order#1	1	896.0	254.6	216
NZ_CP146511.1	order#1	1	896.0	254.6	216
NZ_CP146514.1	order#1	1	896.0	254.6	216
NZ_CP146589.1	split_2	1	885.1	276.8	216
NZ_CP146604.1	order#3	1	759.3	113.5	207
NZ_CP146651.1	split_2	1	877.8	233.6	204
NZ_CP146669.1	order#1	1	950.8	289.5	220
NZ_CP146671.1	split_2	1	894.2	285.1	217
NZ_CP146682.1	order#1	1	895.2	256.3	216
NZ_CP147055.1	order#1	4	874.0	284.3	220
NZ_CP147060.1	order#1	1	877.8	232.7	204
NZ_CP147067.1	split_2	1	879.9	268.1	214
NZ_CP147072.1	split_2	1	950.8	289.5	220
NZ_CP147098.1	order#1	1	908.9	296.8	220
NZ_CP147103.1	order#1	1	951.2	289.6	220
NZ_CP147107.1	order#1	1	951.2	289.6	220
NZ_CP147127.1	order#1	1	911.6	296.0	220
NZ_CP147568.1	order#1	1	894.2	285.1	217
NZ_CP147584.1	order#1	1	895.5	283.0	217
NZ_CP147743.1	order#3	1	759.3	113.5	207
NZ_CP147752.1	order#3	1	759.3	113.5	207
NZ_CP147900.1	order#1	1	950.8	289.5	220
NZ_CP148315.1	order#1	1	897.3	278.4	217
NZ_CP148321.1	order#1	1	948.0	289.9	220
NZ_CP148341.1	order#1	1	908.9	296.8	220
NZ_CP148530.1	order#4+	2	512.0	256.8	178
NZ_CP148532.1	order#1	2	354.4	296.8	220
NZ_CP148536.1	order#4+	1	903.3	296.8	220
NZ_CP148547.1	order#4+	1	880.2	276.8	216
NZ_CP148791.1	order#1	1	949.5	289.9	220
NZ_CP148795.1	order#1	1	949.5	289.9	220
NZ_CP148798.1	order#1	1	949.5	289.9	220
NZ_CP148802.1	split_2	1	949.5	289.9	220
NZ_CP148807.1	order#1	1	949.5	289.9	220
NZ_CP148811.1	order#1	1	949.5	289.9	220
NZ_CP148815.1	order#1	1	949.5	289.9	220
NZ_CP148819.1	order#1	1	949.5	289.9	220
NZ_CP148823.1	order#1	1	949.5	289.9	220
NZ_CP148827.1	order#1	1	949.5	289.9	220
NZ_CP148829.1	order#1	1	949.5	289.9	220
NZ_CP148833.1	order#1	1	949.5	289.9	220
NZ_CP148837.1	order#1	1	949.5	289.9	220
NZ_CP148839.1	order#1	1	949.5	289.9	220
NZ_CP148841.1	order#1	1	949.5	289.9	220
NZ_CP148845.1	order#4+	2	317.4	289.9	220
NZ_CP148847.1	order#1	1	949.5	289.9	220
NZ_CP149204.1	order#1	2	950.8	122.9	86
NZ_CP149208.1	order#1	1	740.6	289.9	220
NZ_CP149309.1	order#1	1	908.9	296.8	220
NZ_CP149314.1	order#1	1	908.9	296.8	220
NZ_CP149348.1	order#1	1	950.8	289.5	220
NZ_CP149354.1	order#4+	2	316.1	289.9	220
NZ_CP149357.1	order#1	1	740.5	289.5	220
NZ_CP149361.1	order#1	1	950.8	289.5	220
NZ_CP149366.1	order#1	1	950.8	289.5	220
NZ_CP149369.1	order#1	1	740.5	289.5	220
NZ_CP149373.1	order#1	1	917.6	295.0	220
NZ_CP149376.1	order#1	1	950.8	289.5	220
NZ_CP149419.1	order#1	1	950.8	289.5	220
NZ_CP150017.1	order#1	1	950.8	289.5	220
NZ_CP150996.1	order#1	1	950.8	289.5	220
NZ_CP151296.1	order#1	1	886.1	232.5	166
NZ_CP151302.1	order#1	1	886.1	232.5	166
NZ_CP151314.1	order#1	1	951.2	289.9	220
NZ_CP151325.1	order#1	1	895.5	283.0	217
NZ_CP151330.1	order#1	1	895.5	283.0	217
NZ_CP151335.1	order#1	1	886.1	232.5	166
NZ_CP151346.1	order#1	1	895.5	283.0	217
NZ_CP151350.1	order#1	1	886.1	232.5	166
NZ_CP151358.1	order#1	1	895.2	256.3	216
NZ_CP151365.1	order#1	1	886.1	232.5	166
NZ_CP151373.1	order#1	1	886.1	232.5	166
NZ_CP151374.1	order#1	1	950.4	290.1	220
NZ_CP151385.1	order#1	1	886.1	232.5	166
NZ_CP151393.1	order#1	1	886.1	232.5	166
NZ_CP152442.1	order#3	1	759.3	113.5	207
NZ_CP152446.1	order#3	1	759.3	113.5	207
NZ_CP152451.1	order#3	1	759.3	113.5	207
NZ_CP154276.1	order#3	1	759.3	113.5	207
NZ_CP154305.1	order#3	1	759.3	113.5	207
NZ_CP154346.1	order#3	1	759.3	113.5	207
NZ_CP154390.1	order#3	1	759.3	113.5	207
NZ_CP154395.1	order#3	1	759.3	113.5	207
NZ_CP154400.1	order#3	1	759.3	113.5	207
NZ_CP154421.1	order#3	1	759.3	113.5	207
NZ_CP154493.1	order#3	1	759.3	113.5	207
NZ_CP154590.1	split_2	1	810.2	169.7	210
NZ_CP155669.1	order#1	1	945.1	290.2	220
NZ_CP157157.1	order#1	1	945.7	289.5	220
NZ_EU418923.1	order#1	1	877.8	232.7	204
NZ_EU418926.1	order#1	1	948.0	289.9	220
NZ_EU418931.1	order#1	1	873.5	232.7	204
NZ_HG739083.1	order#1	1	887.2	276.8	216
NZ_HG796217.1	order#1	1	940.0	289.9	220
NZ_HG813238.1	order#3	1	744.6	178.3	223
NZ_KJ406378.1	order#1	1	948.0	289.9	220
NZ_KJ866866.1	order#1	1	948.0	289.9	220
NZ_KJ958926.1	order#3	1	757.3	116.0	207
NZ_KM052220.1	order#1	1	887.2	276.8	216
NZ_KM085449.1	order#1	4	582.4	278.4	217
NZ_KM085450.1	order#1	1	888.1	268.2	215
NZ_KM377238.1	order#1	2	512.1	276.8	216
NZ_KM377239.1	order#1	1	885.1	276.8	216
NZ_KM377240.1	order#1	1	885.1	276.8	216
NZ_KM409652.1	order#1	1	916.9	296.3	220
NZ_KP198616.1	order#1	1	950.3	289.9	220
NZ_KP987215.1	order#4+	1	795.4	169.2	210
NZ_KP987217.1	order#1	1	948.0	289.9	220
NZ_KR822246.1	order#3	1	757.3	116.0	207
NZ_KR905384.1	order#1	1	899.6	281.0	217
NZ_KR905385.1	order#1	1	899.6	281.0	217
NZ_KR905386.1	order#1	1	899.6	281.0	217
NZ_KR905387.1	order#1	1	899.6	281.0	217
NZ_KR905388.1	order#1	1	899.6	281.0	217
NZ_KR905389.1	order#1	1	899.6	281.0	217
NZ_KR905390.1	order#1	1	899.6	281.0	217
NZ_KT282968.1	order#1	1	949.5	289.9	220
NZ_KT754162.1	split_2	3	877.8	285.4	220
NZ_KT754167.1	order#1	1	886.1	232.5	166
NZ_KT779550.1	order#1	1	885.1	276.8	216
NZ_KT852335.1	order#3	1	757.3	116.0	207
NZ_KT852336.1	order#3	1	757.3	116.0	207
NZ_KT868530.1	order#1	1	948.0	289.9	220
NZ_KU130396.1	order#1	1	877.8	233.6	204
NZ_KU312044.1	order#1	1	899.6	281.0	217
NZ_KU355874.1	order#1	1	873.5	232.7	204
NZ_KU932021.1	order#1	1	896.1	283.0	217
NZ_KU932026.1	split_2	1	890.4	276.8	216
NZ_KU932027.1	split_2	1	890.4	276.8	216
NZ_KU932029.1	order#1	1	890.4	276.8	216
NZ_KU932030.1	order#1	1	890.4	276.8	216
NZ_KU932032.1	split_2	1	885.1	276.8	216
NZ_KU932033.1	split_2	1	885.1	276.8	216
NZ_KX058576.1	order#1	1	887.2	276.8	216
NZ_KX246268.1	order#1	1	948.0	289.9	220
NZ_KX452392.1	order#1	1	950.8	289.5	220
NZ_KY126370.1	order#4+	1	807.9	175.3	210
NZ_KY362366.1	order#3	2	840.1	276.9	216
NZ_KY471628.1	order#1	1	886.1	232.5	166
NZ_KY471629.1	order#1	1	886.1	232.5	166
NZ_KY565558.1	split_2	1	899.6	283.1	217
NZ_KY689635.1	split_2	1	899.6	283.1	217
NZ_KY748188.1	order#1	1	877.8	233.6	204
NZ_KY748189.1	order#1	1	877.8	233.6	204
NZ_KY748190.1	order#1	1	877.8	233.6	204
NZ_KY865323.1	order#1	1	877.8	233.6	204
NZ_KY964068.1	order#1	1	950.8	289.5	220
NZ_LC019731.1	order#1	1	951.2	289.9	220
NZ_LC480203.1	order#1	1	950.3	289.9	220
NZ_LC485173.1	order#1	1	948.0	289.5	220
NZ_LN681230.1	order#3	2	657.7	107.3	226
NZ_LN735558.1	order#1	1	949.5	289.9	220
NZ_LN735559.1	order#1	1	949.5	289.9	220
NZ_LN735560.1	order#1	1	949.5	289.9	220
NZ_LN735561.1	order#1	1	949.5	289.9	220
NZ_LN824135.1	split_2	1	757.3	116.0	207
NZ_LN890525.1	order#1	1	950.8	290.2	220
NZ_LR882058.1	order#1	1	887.2	276.8	216
NZ_LR882999.1	order#1	1	895.5	283.0	217
NZ_LR883001.1	order#1	1	886.0	270.6	216
NZ_LR883004.1	order#1	1	892.9	283.0	217
NZ_LR890182.1	order#4+	1	810.2	169.7	210
NZ_LR890272.1	order#1	1	887.6	276.8	216
NZ_LR890274.1	order#1	1	895.5	283.0	217
NZ_LR890609.1	order#1	1	895.5	283.0	217
NZ_LR890653.1	order#1	1	950.8	289.5	220
NZ_LR898869.1	order#1	1	887.2	276.8	216
NZ_LR999862.1	order#1	1	885.1	276.8	216
NZ_LR999864.1	order#1	1	899.6	281.0	217
NZ_LR999866.1	order#1	1	899.6	281.0	217
NZ_LR999868.1	order#1	1	887.2	276.8	216
NZ_LR999869.1	order#1	1	887.2	276.8	216
NZ_LS992187.1	split_2	1	950.3	289.9	220
NZ_LS999562.1	order#1	15	887.2	276.8	216
NZ_LT222313.1	split_2	2	847.2	276.0	216
NZ_LT222316.1	order#3	1	807.3	257.9	219
NZ_LT795504.1	order#4+	1	886.8	276.8	216
NZ_LT838199.1	order#1	1	908.9	296.0	220
NZ_LT838204.1	order#1	1	908.9	296.0	220
NZ_LT963394.1	split_2	2	827.1	285.4	216
NZ_LT963398.1	order#4+	2	847.2	276.0	216
NZ_LT963404.1	order#4+	2	840.9	260.4	215
NZ_LT963411.1	order#3	2	830.2	287.5	217
NZ_LT963412.1	order#4+	1	807.6	257.9	219
NZ_LT985195.1	split_2	1	807.6	257.9	219
NZ_LT985212.1	order#3	2	827.1	285.4	216
NZ_LT985231.1	order#1	1	911.3	295.5	220
NZ_LT985235.1	order#1	1	885.1	276.8	216
NZ_LT985236.1	order#1	1	887.2	276.8	216
NZ_LT985238.1	order#1	1	887.2	216.5	160
NZ_LT985248.1	order#1	1	877.8	232.7	204
NZ_LT985268.1	order#1	1	908.9	296.8	220
NZ_LT985270.1	order#1	1	895.5	283.0	217
NZ_LT985273.1	order#1	1	885.1	276.8	216
NZ_LT985278.1	order#1	1	895.5	283.0	217
NZ_LT985280.1	order#1	1	885.1	276.8	216
NZ_LT985281.1	order#1	1	887.2	276.8	216
NZ_LT985283.1	order#1	1	885.7	275.8	216
NZ_LT985286.1	order#1	1	885.1	216.5	160
NZ_LT985288.1	order#1	1	887.2	276.8	216
NZ_LT985295.1	order#1	1	877.8	232.7	204
NZ_LT985300.1	order#1	1	886.1	209.3	158
NZ_LT985320.1	order#1	1	897.2	278.4	217
NZ_LT985321.1	order#1	1	948.0	289.5	220
NZ_MF078004.1	order#1	1	950.6	289.1	220
NZ_MF133496.1	order#3	1	759.3	113.5	207
NZ_MF152729.1	order#1	1	801.8	127.2	86
NZ_MF156268.1	order#1	1	895.5	283.0	217
NZ_MF190368.1	order#3	1	759.3	113.5	207
NZ_MF344575.1	order#1	1	949.5	289.9	220
NZ_MF344576.1	order#1	1	895.2	256.3	216
NZ_MF344577.1	order#1	1	951.6	290.2	220
NZ_MG196294.1	order#1	1	882.2	268.0	215
NZ_MG271839.1	order#1	1	882.2	268.0	215
NZ_MG288684.1	order#3	1	758.4	113.5	207
NZ_MG299128.1	order#1	1	886.1	232.5	166
NZ_MG299130.1	order#1	1	886.1	232.5	166
NZ_MG299131.1	order#1	1	886.1	232.5	166
NZ_MG299133.1	order#1	1	886.1	232.5	166
NZ_MG299135.1	order#1	1	886.1	232.5	166
NZ_MG299137.1	order#1	1	886.1	232.5	166
NZ_MG299139.1	order#1	1	886.1	232.5	166
NZ_MG299141.1	order#1	1	886.1	232.5	166
NZ_MG299143.1	order#1	1	886.1	232.5	166
NZ_MG299145.1	order#1	1	886.1	232.5	166
NZ_MG299147.1	order#1	1	886.1	232.5	166
NZ_MG299149.1	order#1	1	886.1	232.5	166
NZ_MG299151.1	order#1	1	886.1	232.5	166
NZ_MG299153.1	order#1	1	886.1	232.5	166
NZ_MG516908.1	order#1	1	877.8	233.6	204
NZ_MG545909.1	order#1	1	882.2	268.0	215
NZ_MG545910.1	order#1	1	949.5	289.9	220
NZ_MG569891.1	order#1	1	885.1	275.6	216
NZ_MG601057.1	order#1	1	882.2	268.0	215
NZ_MG764547.1	order#1	1	950.3	289.9	220
NZ_MG825371.1	order#1	1	884.1	270.2	214
NZ_MG825375.1	order#1	1	882.2	268.0	215
NZ_MG825376.1	order#1	1	950.8	289.5	220
NZ_MG838206.1	order#1	1	882.2	268.0	215
NZ_MG844436.1	order#1	1	887.2	276.8	216
NZ_MG904995.1	split_2	1	950.8	289.5	220
NZ_MG948330.1	order#1	1	948.0	289.9	220
NZ_MG948331.1	order#1	1	948.0	289.9	220
NZ_MG948332.1	order#1	1	948.0	289.9	220
NZ_MG948333.1	order#1	1	877.8	233.6	204
NZ_MG948334.1	order#1	1	885.1	276.8	216
NZ_MH257955.1	split_2	1	915.6	296.3	220
NZ_MH287044.1	order#1	1	894.6	256.3	216
NZ_MH341574.1	order#3	1	759.3	113.5	207
NZ_MH422553.1	order#1	1	885.1	276.8	216
NZ_MH430883.1	order#1	1	915.6	296.3	220
NZ_MH472638.1	order#1	1	950.8	289.5	220
NZ_MH579767.1	order#1	1	949.5	289.9	220
NZ_MH618673.1	order#1	1	894.6	256.3	216
NZ_MH643790.1	order#3	1	759.3	113.5	207
NZ_MH643791.1	order#3	1	759.3	113.5	207
NZ_MH674341.1	order#1	1	877.8	233.6	204
NZ_MH847038.1	order#1	1	885.1	276.8	216
NZ_MH847571.1	split_2	1	885.1	276.8	216
NZ_MH884650.1	order#1	1	884.9	276.8	216
NZ_MH884651.1	order#1	1	884.9	276.8	216
NZ_MH884653.1	order#1	1	950.3	289.9	220
NZ_MH884654.1	order#1	1	950.3	289.9	220
NZ_MH909330.1	order#1	1	795.6	157.4	210
NZ_MK070495.1	order#1	1	885.1	276.8	216
NZ_MK088173.1	order#1	1	894.6	256.3	216
NZ_MK167988.1	order#4+	1	797.3	169.0	210
NZ_MK181557.1	order#1	1	885.1	276.8	216
NZ_MK181558.1	order#1	1	885.1	276.8	216
NZ_MK181559.1	order#1	1	885.1	276.8	216
NZ_MK181560.1	order#1	1	776.2	276.8	216
NZ_MK181561.1	order#1	1	885.1	276.8	216
NZ_MK181562.1	order#1	1	885.1	276.8	216
NZ_MK181563.1	order#1	1	885.1	276.4	216
NZ_MK181564.1	order#1	1	885.1	276.8	216
NZ_MK181565.1	order#1	1	877.8	233.6	204
NZ_MK181566.1	order#1	1	877.8	233.6	204
NZ_MK181567.1	order#1	1	885.1	276.8	216
NZ_MK181568.1	order#1	1	885.1	276.8	216
NZ_MK238490.1	order#1	1	877.8	232.7	204
NZ_MK396099.1	order#1	1	894.6	256.3	216
NZ_MK455767.1	order#1	1	894.6	256.3	216
NZ_MK758104.1	order#1	1	894.6	256.3	216
NZ_MK764024.1	split_2	1	916.9	296.3	220
NZ_MK764025.1	order#1	1	916.9	296.3	220
NZ_MK764026.1	order#1	1	916.9	296.3	220
NZ_MK764027.1	order#1	1	916.9	296.3	220
NZ_MK764028.2	order#1	1	916.9	296.3	220
NZ_MK764029.1	order#1	1	916.9	296.3	220
NZ_MN124285.1	order#1	1	877.8	233.6	204
NZ_MN125610.1	order#1	1	915.6	296.3	220
NZ_MN182748.1	order#3	1	759.3	113.5	207
NZ_MN219406.1	order#1	1	916.9	295.1	220
NZ_MN241905.1	order#1	1	877.8	233.6	204
NZ_MN254969.1	order#1	1	949.5	289.9	220
NZ_MN262643.1	order#1	1	877.8	233.6	204
NZ_MN276083.1	order#1	1	882.2	268.0	215
NZ_MN334219.1	order#1	1	887.3	263.0	214
NZ_MN334220.1	order#1	1	887.3	263.0	214
NZ_MN335638.1	order#1	1	897.3	278.4	217
NZ_MN335639.1	order#1	1	897.9	278.4	217
NZ_MN335640.1	order#1	1	886.1	134.5	97
NZ_MN335919.1	order#1	1	882.2	268.0	215
NZ_MN335921.1	order#1	1	882.2	268.0	215
NZ_MN419430.1	order#1	1	885.1	276.8	216
NZ_MN419431.1	order#1	1	885.1	276.8	216
NZ_MN419432.1	split_2	1	879.7	209.1	161
NZ_MN419433.1	order#1	1	885.1	276.8	216
NZ_MN419434.1	order#1	1	885.1	276.8	216
NZ_MN419435.1	split_2	1	877.8	233.6	204
NZ_MN419436.1	order#1	1	885.1	276.8	216
NZ_MN419437.1	order#1	1	885.1	276.8	216
NZ_MN419438.1	split_2	1	885.1	276.8	216
NZ_MN480462.1	order#1	1	886.1	232.5	166
NZ_MN540570.1	order#1	1	887.2	276.8	216
NZ_MN548042.1	order#1	1	951.6	290.2	220
NZ_MN612051.1	order#1	1	886.1	232.5	166
NZ_MN651559.1	order#1	1	886.6	277.7	216
NZ_MN688131.1	order#3	1	757.3	116.0	207
NZ_MN702386.1	order#1	1	915.6	296.3	220
NZ_MN792917.1	order#3	1	757.3	116.0	207
NZ_MN816371.1	order#1	1	950.8	289.5	220
NZ_MN915010.1	order#1	1	877.8	233.6	204
NZ_MN915012.1	order#1	1	877.8	233.6	204
NZ_MN915013.1	order#1	1	877.8	233.6	204
NZ_MT035876.1	order#3	1	759.3	113.5	207
NZ_MT039142.1	order#3	1	810.1	236.8	212
NZ_MT039149.1	order#4+	1	813.0	234.7	211
NZ_MT039152.1	split_2	1	813.0	234.7	211
NZ_MT039169.1	order#3	1	798.9	239.9	213
NZ_MT039182.1	order#4+	1	812.5	233.3	211
NZ_MT039211.1	order#3	1	813.0	235.3	211
NZ_MT039220.1	order#3	1	813.0	234.7	211
NZ_MT090960.1	split_2	1	759.3	113.5	207
NZ_MT158479.1	order#1	1	887.2	276.8	216
NZ_MT158481.1	order#1	1	950.8	290.2	220
NZ_MT415054.1	order#3	1	757.3	116.0	207
NZ_MT415055.1	order#3	1	757.3	116.0	207
NZ_MT415056.1	order#3	1	757.3	116.0	207
NZ_MT468651.1	order#1	1	887.2	276.8	216
NZ_MT507877.1	order#1	1	886.6	276.8	216
NZ_MT507879.1	order#1	1	886.6	276.8	216
NZ_MT507880.1	order#1	1	886.6	276.8	216
NZ_MT550691.1	order#3	1	759.0	113.5	207
NZ_MT554517.1	order#1	1	950.8	290.7	220
NZ_MT707656.1	order#1	1	899.6	281.0	217
NZ_MT725450.1	order#1	1	899.6	281.0	217
NZ_MW025962.1	order#1	1	877.8	233.6	204
NZ_MW052847.1	split_2	1	950.8	289.5	220
NZ_MW052848.1	order#1	1	950.8	289.5	220
NZ_MW052849.1	order#1	1	950.8	289.5	220
NZ_MW077910.1	order#1	1	885.1	276.8	216
NZ_MW077915.1	order#1	1	876.9	233.6	204
NZ_MW298659.1	order#1	1	887.2	276.8	216
NZ_MW390513.1	order#1	1	885.1	276.8	216
NZ_MW390515.1	order#1	1	908.9	296.8	220
NZ_MW390523.1	order#1	1	899.6	281.0	217
NZ_MW390527.1	order#1	1	950.5	289.5	220
NZ_MW390535.1	order#1	1	950.8	289.5	220
NZ_MW396864.1	order#1	1	895.5	283.0	217
NZ_MW567497.1	order#1	1	915.6	296.3	220
NZ_MW567498.1	order#1	1	915.6	296.3	220
NZ_MW590592.1	order#1	1	877.8	233.6	204
NZ_MW598232.1	order#1	1	877.8	233.6	204
NZ_MW598238.1	order#1	1	877.8	233.6	204
NZ_MW598239.1	order#1	1	877.8	233.6	204
NZ_MW598241.1	order#1	1	877.8	233.6	204
NZ_MW598244.1	order#1	1	877.8	233.6	204
NZ_MW598246.1	order#1	1	877.8	233.6	204
NZ_MW646305.1	order#1	1	951.2	289.9	220
NZ_MW651978.1	order#1	1	887.2	276.8	216
NZ_MW655523.1	order#1	1	873.5	231.5	204
NZ_MW655526.1	order#1	1	877.8	233.6	204
NZ_MW800639.1	order#1	1	950.7	289.5	220
NZ_MW800640.1	order#1	1	899.6	281.0	217
NZ_MW800641.1	order#1	1	950.8	289.5	220
NZ_MW836073.1	order#4+	1	950.8	289.5	220
NZ_MW881230.1	order#1	1	915.6	296.3	220
NZ_MW881231.1	order#1	1	915.6	296.3	220
NZ_MW881232.1	order#1	1	915.6	296.3	220
NZ_MW940621.1	order#3	1	759.3	113.5	207
NZ_MW978788.1	order#1	1	885.1	276.8	216
NZ_MW978789.1	order#1	2	886.6	127.2	86
NZ_MZ062604.1	order#1	1	882.2	268.0	215
NZ_MZ152086.1	order#1	1	887.2	276.8	216
NZ_MZ750393.1	order#3	1	757.3	116.0	207
NZ_MZ750395.1	order#3	1	757.3	116.0	207
NZ_MZ836801.1	order#1	1	887.2	276.8	216
NZ_OL689363.1	split_2	1	885.1	276.8	216
NZ_OL988823.1	order#4+	1	810.2	169.7	210
NZ_OM001474.1	order#1	1	877.8	233.6	204
NZ_OM001475.1	order#1	1	877.8	233.6	204
NZ_OM001480.1	order#1	1	877.8	233.6	204
NZ_OM048933.1	order#1	1	877.8	233.6	204
NZ_OM105938.1	order#1	1	885.1	276.8	216
NZ_OM105939.1	order#1	1	885.1	276.8	216
NZ_OM142894.1	order#1	1	885.1	276.8	216
NZ_OM506550.1	order#4+	1	810.2	169.7	210
NZ_ON324204.1	order#1	1	895.5	283.0	217
NZ_ON461900.1	order#1	1	895.5	283.0	217
NZ_ON461902.1	order#1	1	951.2	289.9	220
NZ_ON556675.1	order#1	1	895.5	283.0	217
NZ_OP038269.1	order#1	1	895.5	283.0	217
NZ_OP038271.1	order#1	1	894.6	256.3	216
NZ_OP038272.1	order#1	1	895.5	283.0	217
NZ_OP038275.1	order#1	1	950.6	289.1	220
NZ_OP038276.1	order#1	1	895.5	283.0	217
NZ_OP038281.1	order#1	1	890.4	276.8	216
NZ_OP038292.1	order#1	1	877.8	232.7	204
NZ_OP038300.1	order#1	1	890.4	276.8	216
NZ_OP168824.1	order#1	1	877.8	233.6	204
NZ_OP290546.1	order#1	1	877.8	233.6	204
NZ_OP378609.1	order#1	1	887.2	276.8	216
NZ_OP378611.1	order#1	1	894.6	256.3	216
NZ_OP378622.1	order#1	1	887.2	276.8	216
NZ_OP378630.1	order#1	1	887.2	276.1	216
NZ_OP378636.1	split_2	1	759.3	113.5	207
NZ_OP927721.1	split_2	1	916.9	296.3	220
NZ_OQ230385.1	split_2	1	895.2	256.3	216
NZ_OQ230387.1	split_2	1	895.2	256.3	216
NZ_OQ230390.1	order#4+	1	948.0	289.9	220
NZ_OQ401020.1	order#1	1	950.8	289.5	220
NZ_OQ401028.1	order#1	1	887.2	276.8	216
NZ_OQ420464.1	order#1	1	877.3	234.2	204
NZ_OQ420465.1	order#1	1	897.3	278.4	217
NZ_OQ420467.1	order#1	1	908.4	296.8	220
NZ_OQ420470.1	order#1	1	887.2	276.8	216
NZ_OQ420475.1	order#1	1	877.8	233.6	204
NZ_OQ423477.1	order#1	1	948.0	289.9	220
NZ_OQ423481.1	order#1	1	949.5	289.9	220
NZ_OQ534115.1	order#1	1	908.9	296.8	220
NZ_OQ534116.1	order#1	1	886.5	265.7	216
NZ_OQ534117.1	order#1	1	882.1	270.1	215
NZ_OQ534118.1	order#1	1	882.1	270.1	215
NZ_OQ534119.1	order#1	1	899.6	283.1	217
NZ_OQ658192.1	order#1	1	885.1	276.8	216
NZ_OQ683450.1	order#1	1	950.3	289.9	220
NZ_OQ747076.1	order#1	1	885.1	276.8	216
NZ_OQ801413.1	split_2	1	759.3	113.5	207
NZ_OR095751.1	split_2	1	915.6	296.3	220
NZ_OR237793.1	order#1	1	873.5	232.7	204
NZ_OR237795.1	order#1	1	873.5	232.7	204
NZ_OR237797.1	order#1	1	890.4	276.8	216
NZ_OR237799.1	order#1	1	873.5	232.7	204
NZ_OR237801.1	order#1	1	890.4	276.8	216
NZ_OR345929.1	order#4+	1	886.1	267.5	215
NZ_OR497352.1	order#3	1	757.3	116.0	207
NZ_OR506642.1	order#1	1	895.2	256.3	216
NZ_OR506644.1	order#1	1	887.2	276.8	216
NZ_OR797031.1	order#1	1	950.8	289.5	220
NZ_OR916390.1	order#1	1	899.6	281.0	217
NZ_OR916391.1	order#1	1	899.6	281.0	217
NZ_OV049814.1	order#3	1	757.3	116.0	207
NZ_OW848982.1	order#1	1	887.2	276.8	216
NZ_OW849779.1	order#1	1	887.2	276.8	216
