query_idx	aa_len	best_named_family	evalue_3di	assigned
2122	163	TraS	8.870e-01	0
2123	124	TraS	2.333e+00	0
2124	221	ExcA	1.016e-01	0
2125	221	ExcA	1.545e-01	0
2126	353	TrbK_RP4	9.389e-02	0
2127	221	ExcA	1.385e-01	0
2128	63	TrbK_RP4	1.230e-01	0
2129	63	TrbK_RP4	1.350e+00	0
2130	63	TrbK_RP4	3.633e-01	0
2131	61	TrbK_RP4	6.258e-01	0
2132	455	TraS	1.238e+00	0
2133	65	ExcA	1.311e+00	0
2134	49	TraS	5.854e+00	0
2135	65	TrbK_RP4	3.281e+00	0
2136	72	Eex_IncN	3.098e+00	0
2137	72	TrbK_RP4	2.039e+00	0
2138	72	TrbK_RP4	1.479e+00	0
2139	72	TrbK_RP4	1.157e+00	0
2140	73	TrbK_RP4	1.905e+00	0
2141	72	TrbK_RP4	6.286e-01	0
2142	72	TrbK_RP4	2.846e+00	0
2143	72	Eex_IncN	2.597e+00	0
2144	72	ExcA	3.078e+00	0
2145	72	TrbK_RP4	3.329e+00	0
2146	72	Eex_IncN	2.080e+00	0
2147	76	TrbK_RP4	6.156e-01	0
2148	77	TrbK_RP4	1.631e+00	0
2149	78	TrbK_RP4	1.088e+00	0
2150	75	Eex_IncN	9.567e-01	0
2151	75	TrbK_RP4	1.163e+00	0
2152	75	TrbK_RP4	6.322e-01	0
2153	77	TrbK_RP4	2.404e+00	0
2154	75	Eex_IncN	2.194e+00	0
2155	75	TraS	3.531e+00	0
2156	75	TrbK_RP4	2.259e+00	0
2157	75	TrbK_RP4	1.744e+00	0
2158	77	TrbK_RP4	3.654e+00	0
2159	75	TrbK_RP4	1.023e+00	0
2160	75	Eex_IncN	2.069e+00	0
2161	76	TrbK_RP4	6.099e-01	0
2162	77	TrbK_RP4	2.864e+00	0
2163	76	Eex_IncN	2.395e+00	0
2164	70	Eex_IncN	1.249e+00	0
2165	70	Eex_IncN	1.916e+00	0
2166	76	Eex_IncN	1.424e+00	0
2167	76	TrbK_RP4	3.741e-01	0
2168	75	TrbK_RP4	2.642e+00	0
2169	75	TrbK_RP4	7.817e-01	0
2170	75	TrbK_RP4	7.196e-01	0
2171	75	TrbK_RP4	3.816e-01	0
2172	75	TrbK_RP4	9.212e-01	0
2173	75	Eex_IncN	1.469e+00	0
2174	75	TrbK_RP4	2.657e+00	0
2175	75	TraS	1.511e+00	0
2176	75	TrbK_RP4	9.924e-01	0
2177	75	TrbK_RP4	4.423e-01	0
2178	75	TrbK_RP4	5.903e-01	0
2179	75	TrbK_RP4	3.624e-01	0
2180	75	TrbK_RP4	1.734e+00	0
2181	75	TrbK_RP4	2.062e+00	0
2182	77	TrbK_RP4	2.627e+00	0
2183	76	TrbK_RP4	1.077e+00	0
2184	71	Eex_IncN	1.894e+00	0
2185	75	TrbK_RP4	7.712e-01	0
2186	73	TrbK_RP4	8.553e-01	0
2187	75	TrbK_RP4	1.040e+00	0
2188	67	TrbK_RP4	1.200e+00	0
2189	65	TrbK_RP4	4.425e-01	0
2190	72	TrbK_RP4	3.100e+00	0
2191	65	TrbK_RP4	3.756e-01	0
2192	65	TrbK_RP4	7.383e-01	0
2193	66	TrbK_RP4	2.239e+00	0
2194	66	TrbK_RP4	8.359e-01	0
2195	64	TrbK_RP4	1.148e+00	0
2196	66	TrbK_RP4	9.975e-01	0
2197	60	TraS	8.125e-01	0
2198	66	TrbK_RP4	1.372e+00	0
2199	66	Eex_IncN	6.180e-01	0
2200	69	TrbK_RP4	4.405e-02	0
2201	60	TraS	2.547e+00	0
2202	69	TraS	1.217e+00	0
2203	69	TrbK_RP4	1.718e+00	0
2204	66	TrbK_RP4	5.754e-01	0
2205	66	TrbK_RP4	6.314e-01	0
2206	66	TrbK_RP4	1.072e+00	0
2207	66	Eex_IncN	7.646e-01	0
2208	66	TrbK_RP4	5.528e-01	0
2209	66	TrbK_RP4	1.144e+00	0
2210	67	TrbK_RP4	1.074e+00	0
2211	67	TrbK_RP4	1.249e+00	0
2212	67	TrbK_RP4	4.815e-01	0
2213	67	TraS	1.745e+00	0
2214	66	TrbK_RP4	1.095e+00	0
2215	66	TrbK_RP4	4.095e-01	0
2216	66	TrbK_RP4	4.153e-01	0
2217	69	TrbK_RP4	1.604e+00	0
2218	62	TrbK_RP4	3.894e+00	0
2219	67	TrbK_RP4	1.433e+00	0
2220	72	TrbK_RP4	6.086e-01	0
2221	65	TraS	2.398e+00	0
2222	66	TrbK_RP4	8.250e-01	0
2223	66	TrbK_RP4	7.111e-01	0
2224	65	TrbK_RP4	9.580e-01	0
2225	69	TrbK_RP4	1.154e+00	0
2226	66	TrbK_RP4	6.421e-01	0
2227	66	Eex_IncN	1.584e+00	0
2228	66	Eex_IncN	1.584e+00	0
2229	65	TrbK_RP4	3.632e-01	0
2230	75	TrbK_RP4	1.163e+00	0
2231	75	TrbK_RP4	8.349e-01	0
2232	75	TrbK_RP4	6.755e-01	0
2233	108	Eex_IncN	1.341e+00	0
2234	101	TraS	1.309e+00	0
2235	249	TraS	8.129e-01	0
2236	249	TraS	3.484e-01	0
2237	117	TrbK_RP4	6.878e-01	0
2238	366	TrbK_RP4	7.931e-09	1
2239	77	TrbK_RP4	1.275e+00	0
2240	72	TrbK_RP4	2.929e+00	0
2241	72	Eex_IncN	3.386e+00	0
2242	366	TrbK_RP4	7.797e-09	1
2243	247	TrbK_RP4	7.294e-01	0
2244	60	TraS	1.428e+00	0
2245	217	ExcA	3.120e-01	0
2246	75	TraS	1.030e+00	0
2247	67	Eex_IncN	7.147e-01	0
2248	67	Eex_IncN	9.359e-01	0
2249	66	TraS	1.687e+00	0
2250	67	TrbK_RP4	1.204e+00	0
2251	66	Eex_IncN	1.925e+00	0
2252	66	Eex_IncN	1.265e+00	0
2253	67	TraS	1.074e+00	0
2254	104	TraS	4.872e-01	0
2255	69	Eex_IncN	2.665e+00	0
2256	69	TraS	3.369e+00	0
2257	69	Eex_IncN	2.101e+00	0
2258	67	TrbK_RP4	1.478e+00	0
2259	398	Eex_IncN	4.047e+00	0
2260	75	TrbK_RP4	1.838e+00	0
2261	75	TrbK_RP4	1.096e+00	0
2262	75	TrbK_RP4	9.963e-01	0
2263	75	TrbK_RP4	1.012e+00	0
2264	75	TrbK_RP4	9.166e-01	0
2265	75	TrbK_RP4	1.012e+00	0
2266	75	TrbK_RP4	9.327e-01	0
2267	75	TrbK_RP4	8.324e-01	0
2268	75	TrbK_RP4	7.876e-01	0
2269	75	TrbK_RP4	9.023e-01	0
2270	75	TrbK_RP4	6.442e-01	0
2271	142	TraS	1.124e+00	0
2272	114	Eex_IncN	2.089e+00	0
2273	96	Eex_IncN	3.921e+00	0
2274	495	TraS	1.467e+00	0
2275	438	Eex_IncN	2.318e+00	0
2276	124	ExcA	7.104e-01	0
2277	217	ExcA	7.527e-01	0
2278	396	TrbK_RP4	1.090e-14	1
2279	534	TrbK_RP4	3.192e-33	1
2280	534	TrbK_RP4	1.748e-33	1
2281	396	TrbK_RP4	9.169e-15	1
2282	140	ExcA	2.723e+00	0
2283	217	ExcA	3.203e-01	0
2284	217	ExcA	2.510e-01	0
2285	217	ExcA	2.768e-01	0
2286	386	ExcA	3.593e-02	0
2287	76	TrbK_RP4	9.953e-01	0
2288	68	TrbK_RP4	7.035e-01	0
2289	220	ExcA	3.868e-01	0
2290	311	TrbK_RP4	8.097e-09	1
2291	415	TrbK_RP4	2.903e-10	1
2292	143	ExcA	3.213e-01	0
2293	132	ExcA	3.362e-01	0
2294	143	ExcA	5.932e-01	0
2295	421	ExcA	1.848e+00	0
2296	143	TraS	5.991e-01	0
