rank	cond_mi_bits	n_plasmids	family	is_positive_control
1797	0.002381	3	NZ_OZ039411.1#19	0
1798	0.00238	76	CP056558.1#28	0
1799	0.002379	27	NZ_CP133748.1#255	0
1800	0.002378	19	NZ_OL598601.1#162	0
1801	0.00237	3	NZ_CP051665.1#76	0
1802	0.002367	129	NZ_CP151189.1#5	0
1803	0.002361	208	NZ_CP134354.1#34	0
1804	0.002361	214	NZ_CP115931.1#1	0
1805	0.002358	2	CP099079.1#70	0
1806	0.002355	68	AP019385.1#238	0
1807	0.002354	2	CP054243.1#2	0
1808	0.002352	2	CP044387.1#10	0
1809	0.002352	8	NZ_MW719568.1#77	0
1810	0.002352	23	NZ_CP080471.1#138	0
1811	0.002351	64	NZ_CP154605.1#397	0
1812	0.002351	130	NZ_CP042868.1#251	0
1813	0.002351	8	NZ_CP128597.1#192	0
1814	0.002351	5	NZ_CP074577.1#199	0
1815	0.002349	3	MZ690482.1#45	0
1816	0.002349	3	MZ690482.1#35	0
1817	0.002349	3	MZ690482.1#273	0
1818	0.002347	185	NZ_CP134354.1#37	0
1819	0.002347	432	NZ_OR724976.1#128	0
1820	0.002347	758	NZ_CP123599.1#166	0
1821	0.002344	7	LC807804.1#213	0
1822	0.002344	251	CP088633.1#25	0
1823	0.002343	6	NZ_MZ836807.1#208	0
1824	0.002343	6	NZ_MZ836807.1#207	0
1825	0.002343	6	NZ_MZ836807.1#205	0
1826	0.002343	6	NZ_MZ836807.1#203	0
1827	0.002343	6	NZ_MZ836807.1#202	0
1828	0.002343	6	NZ_MZ836807.1#197	0
1829	0.002343	6	NZ_MZ836807.1#196	0
1830	0.002343	6	NZ_MF344566.1#25	0
1831	0.002343	6	NZ_CP084987.1#303	0
1832	0.002343	6	NZ_CP084987.1#157	0
1833	0.002343	6	NZ_CP084987.1#154	0
1834	0.002343	6	NZ_CP084987.1#153	0
1835	0.002343	6	NZ_CP084987.1#151	0
1836	0.002343	6	NZ_CP084987.1#149	0
1837	0.002343	6	NZ_CP084987.1#148	0
1838	0.002343	6	NZ_CP084987.1#143	0
1839	0.002343	6	NZ_CP084987.1#142	0
1840	0.002343	6	NZ_CP084987.1#141	0
1841	0.002343	6	NZ_CP084987.1#136	0
1842	0.00234	198	CP042639.1#241	0
1843	0.002339	809	NZ_OR724976.1#261	0
1844	0.002339	2	MZ690483.1#209	0
1845	0.002338	111	NZ_MW013145.1#4	0
1846	0.002337	5	NZ_CP086389.1#155	0
1847	0.002336	156	CP082328.1#115	0
1848	0.002328	34	NZ_CP093855.1#177	0
1849	0.002328	38	NZ_CP082938.1#192	0
1850	0.002327	3	NZ_CP051274.1#324	0
1851	0.002326	217	NZ_CP045846.1#131	0
1852	0.002325	129	NZ_CP133748.1#96	0
1853	0.002321	125	NZ_CP133279.1#130	0
1854	0.00232	806	KM877269.1#264	0
1855	0.002319	122	NZ_OP378607.1#147	0
1856	0.002317	30	NZ_CP132225.1#99	0
1857	0.002314	3	NZ_CP103719.1#67	0
1858	0.002311	786	NZ_CP149137.1#61	0
1859	0.002309	104	NZ_KM083064.1#6	0
1860	0.002309	5	CP095582.1#57	0
1861	0.002307	4	NZ_CP089428.1#21	0
1862	0.002302	3	NZ_CP098215.1#152	0
1863	0.002301	27	NZ_CP139178.1#79	0
1864	0.0023	149	NZ_MF156714.1#41	0
1865	0.0023	149	NZ_CP115325.1#128	0
1866	0.0023	149	NZ_CP115325.1#120	0
1867	0.0023	149	NZ_CP082832.1#106	0
1868	0.002299	51	NC_007675.1#143	0
1869	0.002299	48	CP057488.1#78	0
1870	0.002299	122	CP048869.1#24	0
1871	0.002297	170	NZ_MZ152093.1#92	0
1872	0.002297	128	CP138712.1#280	0
1873	0.002296	5	NZ_MZ836807.1#388	0
1874	0.002295	81	NZ_CP109964.1#99	0
1875	0.002293	3	CP077362.1#99	0
1876	0.002293	15	CP128577.1#131	0
1877	0.002291	210	NZ_CP047635.1#54	0
1878	0.002291	130	NZ_CP095138.1#23	0
1879	0.002291	6	CP014493.1#134	0
1880	0.002291	3	CP121348.1#72	0
1881	0.00229	99	NZ_CP133748.1#94	0
1882	0.00229	4	NZ_CP020848.1#362	0
1883	0.00229	4	CP138711.1#230	0
1884	0.00229	4	CP044386.1#327	0
1885	0.002289	2	NZ_CP092755.1#142	0
1886	0.002289	2	NZ_CP092755.1#141	0
1887	0.002288	8	NZ_MZ156799.1#481	0
1888	0.002288	4	NZ_CP046942.1#112	0
1889	0.002288	16	NZ_MF344566.1#162	0
1890	0.002287	4	NZ_CP126063.1#0	0
1891	0.002287	99	NZ_CP138804.1#59	0
1892	0.002287	545	NZ_CP025236.1#104	0
1893	0.002286	814	CP061234.1#111	0
1894	0.002285	97	NZ_OX147903.1#11	0
1895	0.002285	3	CP022610.1#44	0
1896	0.002285	797	NZ_CP019260.1#279	0
1897	0.002281	766	NZ_MG656414.1#26	0
1898	0.00228	4	MZ690482.1#157	0
1899	0.002278	127	NZ_MK552108.1#274	0
1900	0.002277	70	NZ_OQ029478.1#12	0
1901	0.002276	52	NZ_CP041430.1#92	0
1902	0.002276	31	NZ_CP134354.1#10	0
1903	0.002276	31	NZ_CP101742.1#39	0
1904	0.002274	8	NZ_MZ156799.1#451	0
1905	0.002272	2	NZ_CP095449.1#56	0
1906	0.002272	2	MZ690487.1#139	0
1907	0.002271	46	NZ_CP104607.1#110	0
1908	0.00227	4	NZ_CP022165.1#80	0
1909	0.00227	5	NZ_CP129857.1#223	0
1910	0.002268	10	NZ_MT449721.1#74	0
1911	0.002267	4	NZ_CP148436.1#94	0
1912	0.002266	42	NZ_CP095628.1#36	0
1913	0.002266	4	LR890662.1#61	0
1914	0.002265	3	CP042639.1#314	0
1915	0.002261	129	NZ_CP133279.1#131	0
1916	0.002259	7	NZ_CP047597.1#43	0
1917	0.002259	4	CP022610.1#47	0
1918	0.002257	2	CP022610.1#35	0
1919	0.002257	2	CP022610.1#34	0
1920	0.002254	763	NZ_OR724976.1#226	0
1921	0.002253	43	NZ_CP056253.1#47	0
1922	0.002249	8	NZ_CP063154.1#89	0
1923	0.002247	195	CP090262.1#72	0
1924	0.002244	54	NZ_AP022045.1#3	0
1925	0.002243	2	NZ_MF156695.1#7	0
1926	0.00224	809	NZ_OR724976.1#176	0
1927	0.002239	65	NZ_AP025658.1#125	0
1928	0.002238	173	NZ_CP056386.1#15	0
1929	0.002234	3	NZ_CP091593.1#46	0
1930	0.002233	4	CP012113.1#131	0
1931	0.002232	335	NZ_MZ666126.1#87	0
1932	0.002232	241	NZ_CP070874.1#138	0
1933	0.002231	27	NZ_CP010239.1#20	0
1934	0.002226	27	NZ_CP061843.1#112	0
1935	0.002225	2	NZ_CP056624.1#170	0
1936	0.002225	80	NZ_CP046050.1#80	0
1937	0.002224	3	NZ_CP140767.1#102	0
1938	0.002223	3	NZ_CP021087.1#169	0
1939	0.002221	119	NZ_CP133748.1#95	0
1940	0.00222	12	NZ_OX337253.1#150	0
1941	0.00222	49	CP122702.1#49	0
1942	0.00222	51	CP096993.1#223	0
1943	0.002219	3	MZ690482.1#7	0
1944	0.002212	127	NZ_MF344566.1#234	0
1945	0.002212	34	NZ_CP134354.1#162	0
1946	0.002212	19	NZ_CP026494.1#176	0
1947	0.002209	5	NZ_MW800638.1#64	0
1948	0.002209	3	NZ_CP005931.1#112	0
1949	0.002207	2	NZ_CP045207.1#178	0
1950	0.002207	2	NZ_CP045207.1#131	0
1951	0.002207	2	NZ_CP045207.1#10	0
1952	0.002207	196	NZ_MZ367886.1#128	0
1953	0.002206	39	NZ_CP100253.1#149	0
1954	0.002206	39	NZ_CP100201.1#41	0
1955	0.002206	2	NZ_CP100148.1#4	0
1956	0.002202	2	MZ690486.1#114	0
1957	0.002202	2	MZ690482.1#38	0
1958	0.002199	3	NZ_AP027972.1#58	0
1959	0.002199	3	MZ690483.1#0	0
1960	0.002199	2	NZ_CP099908.1#2	0
1961	0.002197	3	CP042601.1#59	0
1962	0.002196	3	CP067770.1#144	0
1963	0.002194	33	NZ_CP053574.1#6	0
1964	0.002193	179	NZ_CP154420.1#23	0
1965	0.002192	343	NZ_CP137921.1#36	0
1966	0.002191	37	NC_004998.1#72	0
1967	0.002186	59	NZ_CP104473.1#42	0
1968	0.002186	37	NZ_CP051696.1#79	0
1969	0.002184	705	NZ_CP135466.1#23	0
1970	0.002183	17	CP057791.1#140	0
1971	0.002181	250	NZ_CP122918.1#64	0
1972	0.00218	166	NZ_LK391770.1#2	0
1973	0.00218	174	NZ_CP055318.1#62	0
1974	0.002179	336	NZ_CP137921.1#38	0
1975	0.002178	27	NZ_CP134354.1#168	0
1976	0.002175	50	NZ_CP104517.1#69	0
1977	0.002175	31	NZ_MK262712.1#201	0
1978	0.002175	172	NZ_CP056884.1#87	0
1979	0.002175	2	CP133156.1#27	0
1980	0.002172	10	NZ_CP025242.1#89	0
1981	0.002172	5	CP042639.1#74	0
1982	0.002172	123	NZ_CP154420.1#161	0
1983	0.002169	186	NZ_CP131887.1#92	0
1984	0.002168	3	NZ_CP098380.1#0	0
1985	0.002166	32	NZ_CP134354.1#20	0
1986	0.002166	32	NZ_CP134354.1#19	0
1987	0.002166	32	NZ_CP134354.1#18	0
1988	0.002165	21	NZ_CP115680.1#186	0
1989	0.002165	21	NZ_CP115680.1#185	0
1990	0.002165	5	NZ_CP099765.1#47	0
1991	0.002164	7	NZ_CP040454.1#129	0
1992	0.002162	29	NZ_CP134354.1#12	0
1993	0.002161	31	NZ_CP134354.1#17	0
1994	0.00216	553	CP091405.1#187	0
1995	0.002159	5	NZ_OM048934.1#27	0
1996	0.002155	2	CP124991.1#75	0
1997	0.002155	131	NZ_CP133748.1#340	0
1998	0.002151	372	NZ_CP134354.1#195	0
1999	0.002151	2	LC521851.1#5	0
2000	0.00215	3	NZ_CP133748.1#327	0
