set	id	aa	n_tm	signal	orientation_alternates
NEG_VirB10+1	NEG_VirB10+1|296	89	0	0	1
NEG_VirB10+1	NEG_VirB10+1|297	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|298	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|299	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|300	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|301	86	0	0	1
NEG_VirB10+1	NEG_VirB10+1|302	52	0	0	1
NEG_VirB10+1	NEG_VirB10+1|303	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|304	99	0	0	1
NEG_VirB10+1	NEG_VirB10+1|305	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|306	398	0	0	1
NEG_VirB10+1	NEG_VirB10+1|307	205	0	0	1
NEG_VirB10+1	NEG_VirB10+1|308	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|309	76	0	0	1
NEG_VirB10+1	NEG_VirB10+1|310	240	0	0	1
NEG_VirB10+1	NEG_VirB10+1|311	61	0	0	1
NEG_VirB10+1	NEG_VirB10+1|312	260	0	0	1
NEG_VirB10+1	NEG_VirB10+1|313	101	0	0	1
NEG_VirB10+1	NEG_VirB10+1|314	96	0	0	1
NEG_VirB10+1	NEG_VirB10+1|315	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|316	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|317	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|318	75	0	0	1
NEG_VirB10+1	NEG_VirB10+1|319	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|320	83	0	0	1
NEG_VirB10+1	NEG_VirB10+1|321	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|322	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|323	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|324	79	0	0	1
NEG_VirB10+1	NEG_VirB10+1|325	87	0	0	1
NEG_VirB10+1	NEG_VirB10+1|326	76	0	0	1
NEG_VirB10+1	NEG_VirB10+1|327	89	0	0	1
NEG_VirB10+1	NEG_VirB10+1|328	75	0	0	1
NEG_VirB10+1	NEG_VirB10+1|329	260	0	0	1
NEG_VirB10+1	NEG_VirB10+1|330	82	0	0	1
NEG_VirB10+1	NEG_VirB10+1|331	111	0	0	1
NEG_VirB10+1	NEG_VirB10+1|332	212	1	0	1
NEG_VirB10+1	NEG_VirB10+1|333	83	0	0	1
NEG_VirB10+1	NEG_VirB10+1|334	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|335	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|336	79	0	0	1
NEG_VirB10+1	NEG_VirB10+1|337	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|338	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|339	63	0	0	1
NEG_VirB10+1	NEG_VirB10+1|340	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|341	100	2	0	1
NEG_VirB10+1	NEG_VirB10+1|342	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|343	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|344	106	2	0	1
NEG_VirB10+1	NEG_VirB10+1|345	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|346	103	0	0	1
NEG_VirB10+1	NEG_VirB10+1|347	249	0	0	1
NEG_VirB10+1	NEG_VirB10+1|348	177	0	1	1
NEG_VirB10+1	NEG_VirB10+1|349	111	0	0	1
NEG_VirB10+1	NEG_VirB10+1|350	78	0	0	1
NEG_VirB10+1	NEG_VirB10+1|351	86	0	0	1
NEG_VirB10+1	NEG_VirB10+1|352	86	0	0	1
NEG_VirB10+1	NEG_VirB10+1|353	86	0	0	1
NEG_VirB10+1	NEG_VirB10+1|354	86	0	0	1
NEG_VirB10+1	NEG_VirB10+1|355	80	0	0	1
NEG_VirB10+1	NEG_VirB10+1|356	621	0	0	1
NEG_VirB10+1	NEG_VirB10+1|357	621	0	0	1
NEG_VirB10+1	NEG_VirB10+1|358	80	0	0	1
NEG_VirB10+1	NEG_VirB10+1|359	80	0	0	1
NEG_VirB10+1	NEG_VirB10+1|360	92	0	0	1
NEG_VirB10+1	NEG_VirB10+1|361	81	0	0	1
NEG_VirB10+1	NEG_VirB10+1|362	86	0	0	1
NEG_VirB10+1	NEG_VirB10+1|363	73	0	0	1
NEG_VirB10+1	NEG_VirB10+1|364	111	0	0	1
NEG_VirB10+1	NEG_VirB10+1|365	34	0	0	1
NEG_VirB10+1	NEG_VirB10+1|366	316	0	0	1
NEG_VirB10+1	NEG_VirB10+1|367	66	0	0	1
NEG_VirB10+1	NEG_VirB10+1|368	277	0	0	1
NEG_VirB10+1	NEG_VirB10+1|369	124	0	0	1
NEG_VirB10+1	NEG_VirB10+1|370	123	0	0	1
NEG_VirB10+1	NEG_VirB10+1|371	271	0	0	1
NEG_VirB10+1	NEG_VirB10+1|372	174	1	0	1
NEG_VirB10+1	NEG_VirB10+1|373	174	1	0	1
NEG_VirB10+1	NEG_VirB10+1|374	71	0	0	1
NEG_VirB10+1	NEG_VirB10+1|375	239	0	0	1
NEG_VirB10+1	NEG_VirB10+1|376	102	0	0	1
NEG_VirB10+1	NEG_VirB10+1|377	83	0	0	1
NEG_VirB10+1	NEG_VirB10+1|378	307	0	0	1
NEG_VirB10+1	NEG_VirB10+1|379	307	0	0	1
NEG_VirB10+1	NEG_VirB10+1|380	307	0	0	1
NEG_VirB10+1	NEG_VirB10+1|381	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|382	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|383	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|384	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|385	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|386	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|387	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|388	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|389	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|390	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|391	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|392	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|393	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|394	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|395	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|396	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|397	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|398	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|399	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|400	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|401	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|402	236	0	0	1
NEG_VirB10+1	NEG_VirB10+1|403	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|404	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|405	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|406	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|407	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|408	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|409	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|410	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|411	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|412	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|413	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|414	341	0	0	1
NEG_VirB10+1	NEG_VirB10+1|415	71	0	0	1
NEG_VirB10+1	NEG_VirB10+1|416	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|417	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|418	207	0	1	1
NEG_VirB10+1	NEG_VirB10+1|419	252	0	0	1
NEG_VirB10+1	NEG_VirB10+1|420	63	0	0	1
NEG_VirB10+1	NEG_VirB10+1|421	268	0	0	1
NEG_VirB10+1	NEG_VirB10+1|422	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|423	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|424	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|425	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|426	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|427	82	0	0	1
NEG_VirB10+1	NEG_VirB10+1|428	274	0	0	1
NEG_VirB10+1	NEG_VirB10+1|429	118	0	0	1
NEG_VirB10+1	NEG_VirB10+1|430	52	0	0	1
NEG_VirB10+1	NEG_VirB10+1|431	68	0	0	1
NEG_VirB10+1	NEG_VirB10+1|432	57	0	0	1
NEG_VirB10+1	NEG_VirB10+1|433	160	0	0	1
NEG_VirB10+1	NEG_VirB10+1|434	324	0	0	1
NEG_VirB10+1	NEG_VirB10+1|435	234	0	0	1
NEG_VirB10+1	NEG_VirB10+1|436	250	0	0	1
NEG_VirB10+1	NEG_VirB10+1|437	250	0	0	1
NEG_VirB10+1	NEG_VirB10+1|438	196	0	0	1
NEG_VirB10+1	NEG_VirB10+1|439	196	0	0	1
NEG_VirB10+1	NEG_VirB10+1|440	226	0	0	1
NEG_VirB10+1	NEG_VirB10+1|441	118	0	0	1
NEG_VirB10+1	NEG_VirB10+1|442	124	0	0	1
NEG_VirB10+1	NEG_VirB10+1|443	134	0	0	1
NEG_VirB10+1	NEG_VirB10+1|444	169	0	0	1
NEG_VirB10+1	NEG_VirB10+1|445	341	0	0	1
