accession	mpf_class	slot_anchor	slot_occupant_family	slot_occupant_coords	slot_occupant_aa	slot_family_bit	slot_status
NZ_CP139658.2	MPF_I	traY		91084..91737	217		candidate
NZ_CP139662.2	MPF_I	traY		217190..217843	217		candidate
NZ_CP139666.2	MPF_I	traY		162522..163175	217		candidate
NZ_CP139683.1	MPF_I	traY		48373..49026	217		candidate
NZ_CP139688.1	MPF_I	traY		5321..5974	217		candidate
NZ_CP139777.1	MPF_I	traY		26184..26519	111		candidate
NZ_CP139797.1	MPF_I	traY	ExcA	64658..65308	216	276.8	eex_occupied
NZ_CP139805.1	MPF_I	traY	ExcA	99206..99868	220	289.9	eex_occupied
NZ_CP139841.1	MPF_I	traY	ExcA	45846..46508	220	289.9	eex_occupied
NZ_CP139905.1	MPF_I	traY	ExcA	62722..63336	204	233.6	eex_occupied
NZ_CP139990.1	MPF_I	traY	ExcA	74820..75482	220	289.9	eex_occupied
NZ_CP140406.1	MPF_I	traY	ExcA	50255..50869	204	233.6	eex_occupied
NZ_CP140411.1	MPF_I	traY	ExcA	35137..35751	204	233.6	eex_occupied
NZ_CP140413.1	MPF_I	traY	ExcA	32916..33569	217	266.9	eex_occupied
NZ_CP140418.1	MPF_I	traY	ExcA	68062..68724	220	296.8	eex_occupied
NZ_CP140468.1	MPF_I	traY	ExcA	45631..46245	204	233.6	eex_occupied
NZ_CP140621.1	MPF_I	traY	ExcA	42556..43209	217	283.0	eex_occupied
NZ_CP140765.1	MPF_I	traY	ExcA	20890..21513	207	113.5	eex_occupied
NZ_CP140770.1	MPF_I	traY	ExcA	20890..21513	207	113.5	eex_occupied
NZ_CP141067.1	MPF_I	traY		14064..14717	217		candidate
NZ_CP141068.1	MPF_I	traY	ExcA	37972..38595	207	113.5	eex_occupied
NZ_CP141095.1	MPF_I	traY	ExcA	98009..98509	166	232.5	eex_occupied
NZ_CP141224.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141225.1	MPF_I	traY	ExcA	47223..47876	217	281.0	eex_occupied
NZ_CP141226.1	MPF_I	traY	ExcA	56070..56570	166	232.5	eex_occupied
NZ_CP141227.1	MPF_I	traY	ExcA	70245..70898	217	281.0	eex_occupied
NZ_CP141228.1	MPF_I	traY	ExcA	36850..37503	217	281.0	eex_occupied
NZ_CP141229.1	MPF_I	traY	ExcA	36866..37519	217	281.0	eex_occupied
NZ_CP141230.1	MPF_I	traY	ExcA	37636..38289	217	281.0	eex_occupied
NZ_CP141231.1	MPF_I	traY	ExcA	36859..37512	217	281.0	eex_occupied
NZ_CP141232.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141233.1	MPF_I	traY	ExcA	84224..84877	217	281.0	eex_occupied
NZ_CP141234.1	MPF_I	traY	ExcA	84215..84868	217	281.0	eex_occupied
NZ_CP141235.1	MPF_I	traY	ExcA	84209..84862	217	281.0	eex_occupied
NZ_CP141236.1	MPF_I	traY	ExcA	83441..84094	217	281.0	eex_occupied
NZ_CP141237.1	MPF_I	traY	ExcA	84224..84877	217	281.0	eex_occupied
NZ_CP141238.1	MPF_I	traY	ExcA	83492..84145	217	281.0	eex_occupied
NZ_CP141239.1	MPF_I	traY	ExcA	68121..68774	217	281.0	eex_occupied
NZ_CP141240.1	MPF_I	traY	ExcA	68121..68774	217	281.0	eex_occupied
NZ_CP141241.1	MPF_I	traY	ExcA	71617..72270	217	281.0	eex_occupied
NZ_CP141242.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141243.1	MPF_I	traY	ExcA	71626..72279	217	281.0	eex_occupied
NZ_CP141244.1	MPF_I	traY	ExcA	71626..72279	217	281.0	eex_occupied
NZ_CP141245.1	MPF_I	traY	ExcA	71626..72279	217	281.0	eex_occupied
NZ_CP141246.1	MPF_I	traY	ExcA	71626..72279	217	281.0	eex_occupied
NZ_CP141247.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141248.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141249.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141250.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_CP141251.1	MPF_I	traY	ExcA	60733..61386	217	281.0	eex_occupied
NZ_CP141541.1	MPF_I	traY		12193..12846	217		candidate
NZ_CP141563.1	MPF_I	traY		66461..67114	217		candidate
NZ_CP141564.1	MPF_I	traY		33509..34162	217		candidate
NZ_CP141603.1	MPF_I	traY	ExcA	12081..12704	207	113.5	eex_occupied
NZ_CP141669.1	MPF_I	traY	ExcA	33602..34225	207	113.5	eex_occupied
NZ_CP141674.1	MPF_I	traY		65330..65983	217		candidate
NZ_CP141737.1	MPF_I	traY	ExcA	96538..97152	204	232.7	eex_occupied
NZ_CP141783.1	MPF_I	traY	ExcA	16425..17048	207	113.5	eex_occupied
NZ_CP141864.1	MPF_I	traY	ExcA	53577..54191	204	233.6	eex_occupied
NZ_CP141907.1	MPF_I	traY		57453..58106	217		candidate
NZ_CP141995.1	MPF_I	traY	ExcA	50715..51386	223	188.3	eex_occupied
NZ_CP142090.1	MPF_I	traY		51475..52053	192		candidate
NZ_CP142093.1	MPF_I	traY		48081..48332	83		candidate
NZ_CP142098.1	MPF_I	traY		51472..52050	192		candidate
NZ_CP142123.1	MPF_I	traY		134268..135380	370		candidate
NZ_CP142694.1	MPF_I	traY	ExcA	52378..53001	207	113.5	eex_occupied
NZ_CP142932.1	MPF_I	traY	ExcA	65075..65725	216	256.3	eex_occupied
NZ_CP143096.1	MPF_I	traY		52400..53053	217		candidate
NZ_CP143281.1	MPF_I	traY		62330..62983	217		candidate
NZ_CP143302.1	MPF_I	traY	ExcA	61216..61839	207	113.5	eex_occupied
NZ_CP143342.1	MPF_I	traY	ExcA	69138..69776	212	235.6	eex_occupied
NZ_CP143401.1	MPF_I	traY	ExcA	34427..35092	221	182.6	eex_occupied
NZ_CP143409.1	MPF_I	traY	ExcA	26910..27575	221	182.6	eex_occupied
NZ_CP143488.1	MPF_I	traY		23719..24084	121		candidate
NZ_CP143502.1	MPF_I	traY		68487..69140	217		candidate
NZ_CP143515.1	MPF_I	traY		192927..193895	322		candidate
NZ_CP144703.1	MPF_I	traY		62330..62983	217		candidate
NZ_CP144711.1	MPF_I	traY		73069..73722	217		candidate
NZ_CP144714.1	MPF_I	traY		63481..64134	217		candidate
NZ_CP144717.1	MPF_I	traY		62330..62983	217		candidate
NZ_CP144719.1	MPF_I	traY		62330..62983	217		candidate
NZ_CP144723.1	MPF_I	traY		62330..62983	217		candidate
NZ_CP144726.1	MPF_I	traY		84579..85232	217		candidate
NZ_CP144731.1	MPF_I	traY		47397..48050	217		candidate
NZ_CP145140.1	MPF_I	traY	ExcA	99920..100570	216	276.8	eex_occupied
NZ_CP145638.1	MPF_I	traY	ExcA	42438..43100	220	289.9	eex_occupied
NZ_CP145674.1	MPF_I	traY	ExcA	46501..47001	166	232.5	eex_occupied
NZ_CP145691.1	MPF_I	traY	ExcA	82075..82575	166	232.5	eex_occupied
NZ_CP145695.1	MPF_I	traY	ExcA	82075..82575	166	232.5	eex_occupied
NZ_CP145708.1	MPF_I	traY	ExcA	65623..66276	217	283.0	eex_occupied
NZ_CP145710.1	MPF_I	traY	ExcA	51747..52361	204	232.7	eex_occupied
NZ_CP146194.1	MPF_I	traY	ExcA	52378..53001	207	113.5	eex_occupied
NZ_CP146206.1	MPF_I	traY		41055..41390	111		candidate
NZ_CP146252.1	MPF_I	traY	ExcA	92611..93273	220	289.5	eex_occupied
NZ_CP146290.1	MPF_I	traY	ExcA	59559..60209	216	256.3	eex_occupied
NZ_CP146295.1	MPF_I	traY	ExcA	61154..61630	158	209.3	eex_occupied
NZ_CP146345.1	MPF_I	traY		12343..12840	165		candidate
NZ_CP146508.1	MPF_I	traY	ExcA	118322..118972	216	254.6	eex_occupied
NZ_CP146511.1	MPF_I	traY	ExcA	126666..127316	216	254.6	eex_occupied
NZ_CP146514.1	MPF_I	traY	ExcA	89091..89741	216	254.6	eex_occupied
NZ_CP146589.1	MPF_I	traY	ExcA	87611..88261	216	276.8	eex_occupied
NZ_CP146604.1	MPF_I	traY	ExcA	10843..11466	207	113.5	eex_occupied
NZ_CP146651.1	MPF_I	traY	ExcA	106609..107223	204	233.6	eex_occupied
NZ_CP146669.1	MPF_I	traY	ExcA	8477..9139	220	289.5	eex_occupied
NZ_CP146671.1	MPF_I	traY	ExcA	8879..9532	217	285.1	eex_occupied
NZ_CP146682.1	MPF_I	traY	ExcA	86564..87214	216	256.3	eex_occupied
NZ_CP146692.1	MPF_I	traY		120597..121103	168		candidate
NZ_CP147055.1	MPF_I	traY	ExcA	41448..42062	204	231.5	eex_occupied
NZ_CP147060.1	MPF_I	traY	ExcA	41459..42073	204	232.7	eex_occupied
NZ_CP147067.1	MPF_I	traY	ExcA	11631..12275	214	268.1	eex_occupied
NZ_CP147072.1	MPF_I	traY	ExcA	1582..2244	220	289.5	eex_occupied
NZ_CP147098.1	MPF_I	traY	ExcA	57168..57830	220	296.8	eex_occupied
NZ_CP147103.1	MPF_I	traY	ExcA	51626..52288	220	289.6	eex_occupied
NZ_CP147107.1	MPF_I	traY	ExcA	6069..6731	220	289.6	eex_occupied
NZ_CP147127.1	MPF_I	traY	ExcA	50011..50673	220	296.0	eex_occupied
NZ_CP147568.1	MPF_I	traY	ExcA	29483..30136	217	285.1	eex_occupied
NZ_CP147584.1	MPF_I	traY	ExcA	32152..32805	217	283.0	eex_occupied
NZ_CP147683.1	MPF_I	traY		307687..308196	169		candidate
NZ_CP147743.1	MPF_I	traY	ExcA	40380..41003	207	113.5	eex_occupied
NZ_CP147752.1	MPF_I	traY	ExcA	40380..41003	207	113.5	eex_occupied
NZ_CP147883.1	MPF_I	traY		25203..25652	149		candidate
NZ_CP147900.1	MPF_I	traY	ExcA	47365..48027	220	289.5	eex_occupied
NZ_CP148085.1	MPF_I	traY		61553..62206	217		candidate
NZ_CP148141.1	MPF_I	traY		65397..66050	217		candidate
NZ_CP148315.1	MPF_I	traY	ExcA	57858..58511	217	278.4	eex_occupied
NZ_CP148321.1	MPF_I	traY	ExcA	42565..43227	220	289.9	eex_occupied
NZ_CP148341.1	MPF_I	traY	ExcA	55121..55783	220	296.8	eex_occupied
NZ_CP148530.1	MPF_I	traY		5412..6206	264		candidate
NZ_CP148532.1	MPF_I	traY		60292..60669	125		candidate
NZ_CP148536.1	MPF_I	traY	ExcA	76332..76994	220	296.8	eex_occupied
NZ_CP148547.1	MPF_I	traY	ExcA	22158..22808	216	276.8	eex_occupied
NZ_CP148791.1	MPF_I	traY	ExcA	108401..109063	220	289.9	eex_occupied
NZ_CP148795.1	MPF_I	traY	ExcA	42521..43183	220	289.9	eex_occupied
NZ_CP148798.1	MPF_I	traY	ExcA	55822..56484	220	289.9	eex_occupied
NZ_CP148802.1	MPF_I	traY	ExcA	21482..22144	220	289.9	eex_occupied
NZ_CP148807.1	MPF_I	traY	ExcA	61443..62105	220	289.9	eex_occupied
NZ_CP148811.1	MPF_I	traY	ExcA	84107..84769	220	289.9	eex_occupied
NZ_CP148815.1	MPF_I	traY	ExcA	127746..128408	220	289.9	eex_occupied
NZ_CP148819.1	MPF_I	traY	ExcA	251150..251812	220	289.9	eex_occupied
NZ_CP148823.1	MPF_I	traY	ExcA	203707..204369	220	289.9	eex_occupied
NZ_CP148827.1	MPF_I	traY	ExcA	221123..221785	220	289.9	eex_occupied
NZ_CP148829.1	MPF_I	traY	ExcA	130358..131020	220	289.9	eex_occupied
NZ_CP148833.1	MPF_I	traY	ExcA	73220..73882	220	289.9	eex_occupied
NZ_CP148837.1	MPF_I	traY	ExcA	31291..31953	220	289.9	eex_occupied
NZ_CP148839.1	MPF_I	traY	ExcA	209882..210544	220	289.9	eex_occupied
NZ_CP148841.1	MPF_I	traY	ExcA	255256..255918	220	289.9	eex_occupied
NZ_CP148845.1	MPF_I	traY		86319..86702	127		candidate
NZ_CP148847.1	MPF_I	traY	ExcA	309520..310182	220	289.9	eex_occupied
NZ_CP149204.1	MPF_I	traY		64721..65035	104		candidate
NZ_CP149208.1	MPF_I	traY	ExcA	80094..80756	220	289.9	eex_occupied
NZ_CP149309.1	MPF_I	traY	ExcA	58507..59169	220	296.8	eex_occupied
NZ_CP149314.1	MPF_I	traY	ExcA	59305..59967	220	296.8	eex_occupied
NZ_CP149348.1	MPF_I	traY	ExcA	34844..35506	220	289.5	eex_occupied
NZ_CP149354.1	MPF_I	traY		278131..278514	127		candidate
NZ_CP149357.1	MPF_I	traY	ExcA	39674..40336	220	289.5	eex_occupied
NZ_CP149361.1	MPF_I	traY	ExcA	54733..55395	220	289.5	eex_occupied
NZ_CP149366.1	MPF_I	traY	ExcA	54733..55395	220	289.5	eex_occupied
NZ_CP149369.1	MPF_I	traY	ExcA	39674..40336	220	289.5	eex_occupied
NZ_CP149373.1	MPF_I	traY	ExcA	32096..32758	220	295.0	eex_occupied
NZ_CP149376.1	MPF_I	traY	ExcA	54733..55395	220	289.5	eex_occupied
NZ_CP149419.1	MPF_I	traY	ExcA	54733..55395	220	289.5	eex_occupied
NZ_CP149626.1	MPF_I	traY		101390..101803	137		candidate
NZ_CP149627.1	MPF_I	traY		99337..99732	131		candidate
NZ_CP149795.1	MPF_I	traY		38289..38942	217		candidate
NZ_CP149855.1	MPF_I	traY		32938..33276	112		candidate
NZ_CP149941.1	MPF_I	traY		73118..73696	192		candidate
NZ_CP149977.1	MPF_I	traY		32210..32863	217		candidate
NZ_CP149980.1	MPF_I	traY		98388..99041	217		candidate
NZ_CP149983.1	MPF_I	traY		24672..25325	217		candidate
NZ_CP150017.1	MPF_I	traY	ExcA	42857..43519	220	289.5	eex_occupied
NZ_CP150996.1	MPF_I	traY	ExcA	56511..57173	220	289.5	eex_occupied
NZ_CP151296.1	MPF_I	traY	ExcA	83909..84409	166	232.5	eex_occupied
NZ_CP151302.1	MPF_I	traY	ExcA	58370..58870	166	232.5	eex_occupied
NZ_CP151314.1	MPF_I	traY	ExcA	41104..41766	220	289.9	eex_occupied
NZ_CP151325.1	MPF_I	traY	ExcA	76169..76822	217	283.0	eex_occupied
NZ_CP151330.1	MPF_I	traY	ExcA	73455..74108	217	283.0	eex_occupied
NZ_CP151335.1	MPF_I	traY	ExcA	66413..66913	166	232.5	eex_occupied
NZ_CP151346.1	MPF_I	traY	ExcA	70755..71408	217	283.0	eex_occupied
NZ_CP151350.1	MPF_I	traY	ExcA	66413..66913	166	232.5	eex_occupied
NZ_CP151358.1	MPF_I	traY	ExcA	60879..61529	216	256.3	eex_occupied
NZ_CP151365.1	MPF_I	traY	ExcA	61154..61654	166	232.5	eex_occupied
NZ_CP151373.1	MPF_I	traY	ExcA	59100..59600	166	232.5	eex_occupied
NZ_CP151374.1	MPF_I	traY	ExcA	42298..42960	220	290.1	eex_occupied
NZ_CP151385.1	MPF_I	traY	ExcA	68547..69047	166	232.5	eex_occupied
NZ_CP151393.1	MPF_I	traY	ExcA	59100..59600	166	232.5	eex_occupied
NZ_CP151673.1	MPF_I	traY		62342..62995	217		candidate
NZ_CP152442.1	MPF_I	traY	ExcA	54281..54904	207	113.5	eex_occupied
NZ_CP152446.1	MPF_I	traY	ExcA	59546..60169	207	113.5	eex_occupied
NZ_CP152451.1	MPF_I	traY	ExcA	20435..21058	207	113.5	eex_occupied
NZ_CP154276.1	MPF_I	traY	ExcA	56534..57157	207	113.5	eex_occupied
NZ_CP154305.1	MPF_I	traY	ExcA	41344..41967	207	113.5	eex_occupied
NZ_CP154346.1	MPF_I	traY	ExcA	44526..45149	207	113.5	eex_occupied
NZ_CP154390.1	MPF_I	traY	ExcA	21717..22340	207	113.5	eex_occupied
NZ_CP154395.1	MPF_I	traY	ExcA	69914..70537	207	113.5	eex_occupied
NZ_CP154400.1	MPF_I	traY	ExcA	39675..40298	207	113.5	eex_occupied
NZ_CP154421.1	MPF_I	traY	ExcA	30794..31417	207	113.5	eex_occupied
NZ_CP154493.1	MPF_I	traY	ExcA	62075..62698	207	113.5	eex_occupied
NZ_CP154590.1	MPF_I	traY	ExcA	8599..9231	210	169.7	eex_occupied
NZ_CP155669.1	MPF_I	traY	ExcA	24199..24861	220	290.2	eex_occupied
NZ_CP157157.1	MPF_I	traY	ExcA	47480..48142	220	289.5	eex_occupied
NZ_EU418923.1	MPF_I	traY	ExcA	48217..48831	204	232.7	eex_occupied
NZ_EU418926.1	MPF_I	traY	ExcA	44892..45554	220	289.9	eex_occupied
NZ_EU418931.1	MPF_I	traY	ExcA	52617..53231	204	232.7	eex_occupied
NZ_HG739083.1	MPF_I	traY	ExcA	46717..47367	216	276.8	eex_occupied
NZ_HG796217.1	MPF_I	traY	ExcA	43308..43970	220	289.9	eex_occupied
NZ_HG813238.1	MPF_I	traY	ExcA	61715..62386	223	178.3	eex_occupied
NZ_KJ406378.1	MPF_I	traY	ExcA	47812..48474	220	289.9	eex_occupied
NZ_KJ866866.1	MPF_I	traY	ExcA	44124..44786	220	289.9	eex_occupied
NZ_KJ958926.1	MPF_I	traY	ExcA	70067..70690	207	116.0	eex_occupied
NZ_KM052220.1	MPF_I	traY	ExcA	70281..70931	216	276.8	eex_occupied
NZ_KM085449.1	MPF_I	traY		131105..131404	99		candidate
NZ_KM085450.1	MPF_I	traY	ExcA	32345..32992	215	268.2	eex_occupied
NZ_KM377238.1	MPF_I	traY		64873..65253	126		candidate
NZ_KM377239.1	MPF_I	traY	ExcA	70427..71077	216	276.8	eex_occupied
NZ_KM377240.1	MPF_I	traY	ExcA	58245..58895	216	276.8	eex_occupied
NZ_KM406488.1	MPF_I	traY		12894..13547	217		candidate
NZ_KM406489.1	MPF_I	traY		62884..63537	217		candidate
NZ_KM406490.1	MPF_I	traY		6085..6738	217		candidate
NZ_KM406491.1	MPF_I	traY		31074..31727	217		candidate
NZ_KM409652.1	MPF_I	traY	ExcA	54354..55016	220	296.3	eex_occupied
NZ_KM877517.1	MPF_I	traY		132499..133152	217		candidate
NZ_KP025948.1	MPF_I	traY		71401..72054	217		candidate
NZ_KP061858.1	MPF_I	traY		54135..54788	217		candidate
NZ_KP198616.1	MPF_I	traY	ExcA	65696..66358	220	289.9	eex_occupied
NZ_KP294351.1	MPF_I	traY		73882..74535	217		candidate
NZ_KP659188.1	MPF_I	traY		61361..62014	217		candidate
NZ_KP975075.1	MPF_I	traY		14504..15157	217		candidate
NZ_KP987215.1	MPF_I	traY	ExcA	74854..75486	210	169.2	eex_occupied
NZ_KP987217.1	MPF_I	traY	ExcA	42901..43563	220	289.9	eex_occupied
NZ_KR822246.1	MPF_I	traY	ExcA	68923..69546	207	116.0	eex_occupied
NZ_KR905384.1	MPF_I	traY	ExcA	37561..38214	217	281.0	eex_occupied
NZ_KR905385.1	MPF_I	traY	ExcA	39880..40533	217	281.0	eex_occupied
NZ_KR905386.1	MPF_I	traY	ExcA	30895..31548	217	281.0	eex_occupied
NZ_KR905387.1	MPF_I	traY	ExcA	33207..33860	217	281.0	eex_occupied
NZ_KR905388.1	MPF_I	traY	ExcA	32600..33253	217	281.0	eex_occupied
NZ_KR905389.1	MPF_I	traY	ExcA	37553..38206	217	281.0	eex_occupied
NZ_KR905390.1	MPF_I	traY	ExcA	30875..31528	217	281.0	eex_occupied
NZ_KT282968.1	MPF_I	traY	ExcA	97714..98376	220	289.9	eex_occupied
NZ_KT754162.1	MPF_I	traY	ExcA	99964..100578	204	232.7	eex_occupied
NZ_KT754167.1	MPF_I	traY	ExcA	89365..89865	166	232.5	eex_occupied
NZ_KT779035.1	MPF_I	traY		10434..10793	119		candidate
NZ_KT779550.1	MPF_I	traY	ExcA	29811..30461	216	276.8	eex_occupied
NZ_KT852335.1	MPF_I	traY	ExcA	53163..53786	207	116.0	eex_occupied
NZ_KT852336.1	MPF_I	traY	ExcA	52856..53479	207	116.0	eex_occupied
NZ_KT868530.1	MPF_I	traY	ExcA	41077..41739	220	289.9	eex_occupied
NZ_KT935445.1	MPF_I	traY		77575..78228	217		candidate
NZ_KU130396.1	MPF_I	traY	ExcA	27602..28216	204	233.6	eex_occupied
NZ_KU159085.1	MPF_I	traY		52581..53234	217		candidate
NZ_KU159086.1	MPF_I	traY		2515..3168	217		candidate
NZ_KU312044.1	MPF_I	traY	ExcA	61050..61703	217	281.0	eex_occupied
NZ_KU315015.1	MPF_I	traY		95129..95782	217		candidate
NZ_KU355874.1	MPF_I	traY	ExcA	53985..54599	204	232.7	eex_occupied
NZ_KU744946.1	MPF_I	traY		10434..10793	119		candidate
NZ_KU932021.1	MPF_I	traY	ExcA	29079..29732	217	283.0	eex_occupied
NZ_KU932026.1	MPF_I	traY	ExcA	74071..74721	216	276.8	eex_occupied
NZ_KU932027.1	MPF_I	traY	ExcA	73889..74539	216	276.8	eex_occupied
NZ_KU932029.1	MPF_I	traY	ExcA	50323..50973	216	276.8	eex_occupied
NZ_KU932030.1	MPF_I	traY	ExcA	50279..50929	216	276.8	eex_occupied
NZ_KU932032.1	MPF_I	traY	ExcA	76045..76695	216	276.8	eex_occupied
NZ_KU932033.1	MPF_I	traY	ExcA	77100..77750	216	276.8	eex_occupied
NZ_KU950310.1	MPF_I	traY		18914..19411	165		candidate
NZ_KX009059.1	MPF_I	traY		18897..19394	165		candidate
NZ_KX009507.1	MPF_I	traY		6247..6900	217		candidate
NZ_KX058576.1	MPF_I	traY	ExcA	50862..51512	216	276.8	eex_occupied
NZ_KX246268.1	MPF_I	traY	ExcA	42908..43570	220	289.9	eex_occupied
NZ_KX452392.1	MPF_I	traY	ExcA	66225..66887	220	289.5	eex_occupied
NZ_KX523900.1	MPF_I	traY		56822..57475	217		candidate
NZ_KX523901.1	MPF_I	traY		58744..59397	217		candidate
NZ_KX523902.1	MPF_I	traY		59315..59968	217		candidate
NZ_KX524525.1	MPF_I	traY		14838..15491	217		candidate
NZ_KX636096.1	MPF_I	traY		22654..23307	217		candidate
NZ_KX783441.1	MPF_I	traY		62544..63197	217		candidate
NZ_KX893538.1	MPF_I	traY		69180..69677	165		candidate
NZ_KY126370.1	MPF_I	traY	ExcA	41211..41843	210	175.3	eex_occupied
NZ_KY213890.1	MPF_I	traY		55917..56570	217		candidate
NZ_KY215945.1	MPF_I	traY		53931..54584	217		candidate
NZ_KY270855.1	MPF_I	traY		95292..95798	168		candidate
NZ_KY362366.1	MPF_I	traY		65285..65530	81		candidate
NZ_KY471628.1	MPF_I	traY	ExcA	59101..59601	166	232.5	eex_occupied
NZ_KY471629.1	MPF_I	traY	ExcA	59101..59601	166	232.5	eex_occupied
NZ_KY565558.1	MPF_I	traY	ExcA	99877..100530	217	283.1	eex_occupied
NZ_KY689635.1	MPF_I	traY	ExcA	99042..99695	217	283.1	eex_occupied
NZ_KY748188.1	MPF_I	traY	ExcA	62722..63336	204	233.6	eex_occupied
NZ_KY748189.1	MPF_I	traY	ExcA	62722..63336	204	233.6	eex_occupied
NZ_KY748190.1	MPF_I	traY	ExcA	79954..80568	204	233.6	eex_occupied
NZ_KY781949.1	MPF_I	traY		69124..69777	217		candidate
NZ_KY865323.1	MPF_I	traY	ExcA	67164..67778	204	233.6	eex_occupied
NZ_KY964068.1	MPF_I	traY	ExcA	34294..34956	220	289.5	eex_occupied
NZ_LC019731.1	MPF_I	traY	ExcA	26096..26758	220	289.9	eex_occupied
NZ_LC480203.1	MPF_I	traY	ExcA	65688..66350	220	289.9	eex_occupied
NZ_LC485173.1	MPF_I	traY	ExcA	40414..41076	220	289.5	eex_occupied
NZ_LC505604.1	MPF_I	traY		50352..51005	217		candidate
NZ_LC508263.1	MPF_I	traY		50352..51005	217		candidate
NZ_LC508722.1	MPF_I	traY		50352..51005	217		candidate
NZ_LC536683.1	MPF_I	traY		79540..80193	217		candidate
NZ_LC537131.1	MPF_I	traY		79880..80533	217		candidate
NZ_LC556214.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556215.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556216.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556217.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556218.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556219.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556220.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556221.1	MPF_I	traY		5638..6291	217		candidate
NZ_LC556222.1	MPF_I	traY		5638..6291	217		candidate
NZ_LN681230.1	MPF_I	traY		3601..3819	72		candidate
NZ_LN735558.1	MPF_I	traY	ExcA	82584..83246	220	289.9	eex_occupied
NZ_LN735559.1	MPF_I	traY	ExcA	81344..82006	220	289.9	eex_occupied
NZ_LN735560.1	MPF_I	traY	ExcA	73003..73665	220	289.9	eex_occupied
NZ_LN735561.1	MPF_I	traY	ExcA	83407..84069	220	289.9	eex_occupied
NZ_LN824135.1	MPF_I	traY	ExcA	116362..116985	207	116.0	eex_occupied
NZ_LN864819.1	MPF_I	traY		77508..78161	217		candidate
NZ_LN864820.1	MPF_I	traY		42407..43060	217		candidate
NZ_LN864821.1	MPF_I	traY		56690..57343	217		candidate
NZ_LN890525.1	MPF_I	traY	ExcA	13956..14618	220	290.2	eex_occupied
NZ_LR025091.1	MPF_I	traY		62330..62983	217		candidate
NZ_LR025095.1	MPF_I	traY		62333..62986	217		candidate
NZ_LR025098.1	MPF_I	traY		62330..62983	217		candidate
NZ_LR025100.1	MPF_I	traY		62330..62983	217		candidate
NZ_LR025105.1	MPF_I	traY		62330..62983	217		candidate
NZ_LR536452.1	MPF_I	traY		126045..126644	199		candidate
NZ_LR594664.1	MPF_I	traY		358301..358663	120		candidate
NZ_LR594691.1	MPF_I	traY		469495..469830	111		candidate
NZ_LR745044.1	MPF_I	traY		55017..55670	217		candidate
NZ_LR882058.1	MPF_I	traY	ExcA	55522..56172	216	276.8	eex_occupied
NZ_LR882999.1	MPF_I	traY	ExcA	59560..60213	217	283.0	eex_occupied
NZ_LR883001.1	MPF_I	traY	ExcA	67673..68323	216	270.6	eex_occupied
NZ_LR883004.1	MPF_I	traY	ExcA	42792..43445	217	283.0	eex_occupied
NZ_LR890182.1	MPF_I	traY	ExcA	92893..93525	210	169.7	eex_occupied
NZ_LR890259.1	MPF_I	traY		64240..64893	217		candidate
NZ_LR890272.1	MPF_I	traY	ExcA	50546..51196	216	276.8	eex_occupied
NZ_LR890274.1	MPF_I	traY	ExcA	41583..42236	217	283.0	eex_occupied
NZ_LR890302.1	MPF_I	traY		64240..64893	217		candidate
NZ_LR890431.1	MPF_I	traY		64240..64893	217		candidate
NZ_LR890505.1	MPF_I	traY		64240..64893	217		candidate
NZ_LR890609.1	MPF_I	traY	ExcA	47703..48356	217	283.0	eex_occupied
NZ_LR890653.1	MPF_I	traY	ExcA	70314..70976	220	289.5	eex_occupied
NZ_LR890707.1	MPF_I	traY		64240..64893	217		candidate
NZ_LR898869.1	MPF_I	traY	ExcA	51777..52427	216	276.8	eex_occupied
NZ_LR999862.1	MPF_I	traY	ExcA	50579..51229	216	276.8	eex_occupied
NZ_LR999864.1	MPF_I	traY	ExcA	41840..42493	217	281.0	eex_occupied
NZ_LR999866.1	MPF_I	traY	ExcA	30193..30846	217	281.0	eex_occupied
NZ_LR999868.1	MPF_I	traY	ExcA	45350..46000	216	276.8	eex_occupied
NZ_LR999869.1	MPF_I	traY	ExcA	45350..46000	216	276.8	eex_occupied
NZ_LS992187.1	MPF_I	traY	ExcA	87175..87837	220	289.9	eex_occupied
NZ_LS999562.1	MPF_I	traY	ExcA	75785..76435	216	276.8	eex_occupied
NZ_LT222313.1	MPF_I	traY		14261..14506	81		candidate
NZ_LT222316.1	MPF_I	traY	ExcA	21173..21832	219	257.9	eex_occupied
